filename,ground_truth,normalized_transcripts
5348024557506617_f666_chunk_22_subchunk_1.wav,है जाता मनाया साथ के भव्यता।यह बिल्कुल गलत है।,है जाता मनाया साथ के भव्यता।यह बिल्कुल गलत है।
5348024557506617_f666_chunk_2_subchunk_1.wav,है मनाता तरह के त्योहारों अन्य हुए दिखाते झलक की परम्परा और संस्कृति समृद्ध।यह बिल्कुल गलत है।,है मनाता तरह के त्योहारों अन्य हुए दिखाते झलक की परम्परा और संस्कृति समृद्ध।यह बिल्कुल गलत है।
5348024557506617_f666_chunk_3_subchunk_1.wav,यह बिल्कुल गलत है।।है महत्त्व ही अलग एक अपना का त्योहार हर वाले जाने मनाये यहाँ,यह बिल्कुल गलत है।।है महत्त्व ही अलग एक अपना का त्योहार हर वाले जाने मनाये यहाँ
5348024557506617_f666_chunk_4_subchunk_1.wav,यह बिल्कुल गलत है।।संक्रांति मकर जैसे,यह बिल्कुल गलत है।।संक्रांति मकर जैसे
5348024557506617_f666_chunk_5_subchunk_1.wav,मिले आशीर्वाद का फसल अच्छी उन्हें कि हैं करते प्रार्थना से सूर्यदेव लोग में कर्नाटक दौरान इस है एक से में फसलोत्सव बड़े सबसे में देश पूरे बल्कि कर्नाटक केवल न यह।यह बिल्कुल गलत है।,मिले आशीर्वाद का फसल अच्छी उन्हें कि हैं करते प्रार्थना से सूर्यदेव लोग में कर्नाटक दौरान इस है एक से में फसलोत्सव बड़े सबसे में देश पूरे बल्कि कर्नाटक केवल न यह।यह बिल्कुल गलत है।
5348024557506617_f666_chunk_6_subchunk_1.wav,यह बिल्कुल गलत है।।है प्रतीक का शुरुआत की साल नए उगादी है जाता जाना भी से नाम के पड़वा गुड़ी इसे में क्षेत्रों अन्य के देश उगादी,यह बिल्कुल गलत है।।है प्रतीक का शुरुआत की साल नए उगादी है जाता जाना भी से नाम के पड़वा गुड़ी इसे में क्षेत्रों अन्य के देश उगादी
5348024557506617_f666_chunk_7_subchunk_1.wav,महोत्सव भी हम।यह बिल्कुल गलत है।,महोत्सव भी हम।यह बिल्कुल गलत है।
5348024557506617_f666_chunk_8_subchunk_1.wav,यह बिल्कुल गलत है।।है एक से में त्योहारों महत्त्वपूर्ण सबसे वाला जाने मनाया पर सत्र भव्य में कर्नाटक महोत्सव हम्पी वाला जाने मनाया में नवम्बर है त्योहार एक भी यह,यह बिल्कुल गलत है।।है एक से में त्योहारों महत्त्वपूर्ण सबसे वाला जाने मनाया पर सत्र भव्य में कर्नाटक महोत्सव हम्पी वाला जाने मनाया में नवम्बर है त्योहार एक भी यह
5348024557506617_f666_chunk_9_subchunk_1.wav,है स्थल धरोहर धरो विश्व यूनेस्को लोकप्रिय लिए के मंदिरों प्राचीन अपने जो है जाता किया आयोजित में हम्पी उत्सव सांस्कृतिक यह।यह बिल्कुल गलत है।,है स्थल धरोहर धरो विश्व यूनेस्को लोकप्रिय लिए के मंदिरों प्राचीन अपने जो है जाता किया आयोजित में हम्पी उत्सव सांस्कृतिक यह।यह बिल्कुल गलत है।
5348024557506619_f660_chunk_0_subchunk_1.wav,यह बिल्कुल गलत है।।सके हो उपलब्ध जल शुद्ध पर मूल्य किफ़ायती लिए के सभी जिससे संयंत्र शुद्धीकरण जल में बेंगलुरु संपूर्ण,यह बिल्कुल गलत है।।सके हो उपलब्ध जल शुद्ध पर मूल्य किफ़ायती लिए के सभी जिससे संयंत्र शुद्धीकरण जल में बेंगलुरु संपूर्ण
5348024557506619_f660_chunk_1_subchunk_1.wav,यात्रा से बस सी टी एम बी निःशुल्क लिए के महिलाओं दूसरा।यह बिल्कुल गलत है।,यात्रा से बस सी टी एम बी निःशुल्क लिए के महिलाओं दूसरा।यह बिल्कुल गलत है।
5348024557506619_f660_chunk_2_subchunk_1.wav,यह बिल्कुल गलत है।।लिए के छात्रों में स्कूलों संबंधित सरकारी,यह बिल्कुल गलत है।।लिए के छात्रों में स्कूलों संबंधित सरकारी
5348024557506619_f660_chunk_3_subchunk_1.wav,संरचना शुल्क विचारशाली।यह बिल्कुल गलत है।,संरचना शुल्क विचारशाली।यह बिल्कुल गलत है।
5348024557506619_f660_chunk_4_subchunk_1.wav,हैं रही हो साबित मददगार लिए के ज़रूरतमंदों और हैं रही डाल प्रभाव अच्छा पर लोगों के ज़िले नीतियाँ कुछ ये कि है लगता मुझे।यह बिल्कुल गलत है।,हैं रही हो साबित मददगार लिए के ज़रूरतमंदों और हैं रही डाल प्रभाव अच्छा पर लोगों के ज़िले नीतियाँ कुछ ये कि है लगता मुझे।यह बिल्कुल गलत है।
5348024557506626_f2097_chunk_0_subchunk_1.wav,था गया किया पुनर्निर्मित लिए के ट्रेड उन्नत और नए एक इस दौरान के खेलों राष्ट्रमंडल दिल्ली के टेन ट्वेंटी।यह बिल्कुल गलत है।,था गया किया पुनर्निर्मित लिए के ट्रेड उन्नत और नए एक इस दौरान के खेलों राष्ट्रमंडल दिल्ली के टेन ट्वेंटी।यह बिल्कुल गलत है।
5348024557506628_f2096_chunk_0_subchunk_1.wav,यह बिल्कुल गलत है।।है देता आश्रय को जीवों और वनस्पतियों विविध भाग भू लहरदार विशाल इसका,यह बिल्कुल गलत है।।है देता आश्रय को जीवों और वनस्पतियों विविध भाग भू लहरदार विशाल इसका
5348024557506629_f1581_chunk_0_subchunk_1.wav,यह बिल्कुल गलत है।।है लगता क्या तुम्हें,यह बिल्कुल गलत है।।है लगता क्या तुम्हें
5348024557506632_f2098_chunk_0_subchunk_1.wav,यह बिल्कुल गलत है।।ढूंढो रेस्टोरेंट अच्छा एक लिए मेरे लिए के खाने का रात,यह बिल्कुल गलत है।।ढूंढो रेस्टोरेंट अच्छा एक लिए मेरे लिए के खाने का रात
5348024557506633_f2099_chunk_0_subchunk_1.wav,हैं क्या आइटम सभी वाले जाने बेचे में आइटम्स की स्टेशनरी।यह बिल्कुल गलत है।,हैं क्या आइटम सभी वाले जाने बेचे में आइटम्स की स्टेशनरी।यह बिल्कुल गलत है।
5348024557506636_f2100_chunk_0_subchunk_1.wav,दिखाएँ आइटम्स के जूस सभी मुझे।यह बिल्कुल गलत है।,दिखाएँ आइटम्स के जूस सभी मुझे।यह बिल्कुल गलत है।
5348024557506638_f1604_chunk_0_subchunk_1.wav,करें सम्पर्क से सेवा ग्राहक लिए के शिकायतों ऑक्सीजन कृपया।यह बिल्कुल गलत है।,करें सम्पर्क से सेवा ग्राहक लिए के शिकायतों ऑक्सीजन कृपया।यह बिल्कुल गलत है।
5348024557506640_f1122_chunk_0_subchunk_1.wav,यह बिल्कुल गलत है।।लगाएँ रिमाइंडर लिए के भुगतान गैस को वन ट्वेंटी ट्वेंटी सेवन एट,यह बिल्कुल गलत है।।लगाएँ रिमाइंडर लिए के भुगतान गैस को वन ट्वेंटी ट्वेंटी सेवन एट
5348024557506644_f2147_chunk_0_subchunk_1.wav,यह बिल्कुल गलत है।।नहीं या है मान्य भी अभी नाइन नाइन एट ज़ीरो फोर सेवन पी टी ओ लिए के पंजीकरण टीका के यूजर वाले एट ज़ीरो टू नाइन एट नाइन वन सेवन टू नाइन नाइन नम्बर फ़ोन कि हैं सकते कर चेक आप क्या,यह बिल्कुल गलत है।।नहीं या है मान्य भी अभी नाइन नाइन एट ज़ीरो फोर सेवन पी टी ओ लिए के पंजीकरण टीका के यूजर वाले एट ज़ीरो टू नाइन एट नाइन वन सेवन टू नाइन नाइन नम्बर फ़ोन कि हैं सकते कर चेक आप क्या
5348024557506645_f981_chunk_0_subchunk_1.wav,बंद।यह बिल्कुल गलत है।,बंद।यह बिल्कुल गलत है।
5348024557506647_f2103_chunk_0_subchunk_1.wav,पेड़।यह बिल्कुल गलत है।,पेड़।यह बिल्कुल गलत है।
5348024557506655_f747_chunk_0_subchunk_1.wav,यह बिल्कुल गलत है।।हूँ चाहता करना यूज़ फिर मैं है अच्छा प्रॉडक्ट,यह बिल्कुल गलत है।।हूँ चाहता करना यूज़ फिर मैं है अच्छा प्रॉडक्ट
5348024557506658_f177_chunk_0_subchunk_1.wav,दस एक।यह बिल्कुल गलत है।,दस एक।यह बिल्कुल गलत है।
5348024557506658_f177_chunk_1_subchunk_1.wav,नौ सौ पचास।यह बिल्कुल गलत है।,नौ सौ पचास।यह बिल्कुल गलत है।
5348024557506685_f1109_chunk_0_subchunk_1.wav,थे गए किए स्थापित नगर प्राचीन अनेक में भारत पूर्वी।यह बिल्कुल गलत है।,थे गए किए स्थापित नगर प्राचीन अनेक में भारत पूर्वी।यह बिल्कुल गलत है।
5348024557506686_f2194_chunk_0_subchunk_1.wav,यह बिल्कुल गलत है।।किया विचार पर लगाने आरोप पर उन ने सर्विस प्रोसिक्यूशन क्राउन जबकि गया दिया कर रिहा पर जमानत को पोर्ट और गई की नहीं शुरू जाँच की हत्या लेकिन ली सलाह से विशेषज्ञों के हत्या ने गुप्तचर,यह बिल्कुल गलत है।।किया विचार पर लगाने आरोप पर उन ने सर्विस प्रोसिक्यूशन क्राउन जबकि गया दिया कर रिहा पर जमानत को पोर्ट और गई की नहीं शुरू जाँच की हत्या लेकिन ली सलाह से विशेषज्ञों के हत्या ने गुप्तचर
5348024557506687_f1614_chunk_0_subchunk_1.wav,दिलाएँ याद समय का मिलने से चिकित्सक दंत मुझे में घंटे दो।यह बिल्कुल गलत है।,दिलाएँ याद समय का मिलने से चिकित्सक दंत मुझे में घंटे दो।यह बिल्कुल गलत है।
5348024557506688_f1847_chunk_0_subchunk_1.wav,था हुआ कहाँ जन्म का नेहरू जवाहरलाल।यह बिल्कुल गलत है।,था हुआ कहाँ जन्म का नेहरू जवाहरलाल।यह बिल्कुल गलत है।
5348024557506691_f1848_chunk_0_subchunk_1.wav,यह बिल्कुल गलत है।।मिले एस वी एम मिला विशाल बी,यह बिल्कुल गलत है।।मिले एस वी एम मिला विशाल बी
5348024557506692_f1849_chunk_0_subchunk_1.wav,यह बिल्कुल गलत है।।है क्या स्थिति उपलब्धता की मैट माइक्रोफाइबर ड्राइंग यूटेंसिल्स पी डी,यह बिल्कुल गलत है।।है क्या स्थिति उपलब्धता की मैट माइक्रोफाइबर ड्राइंग यूटेंसिल्स पी डी
5348024557506696_f2140_chunk_0_subchunk_1.wav,है हुई प्राप्त राशि की रुपये सौ आठ मुझे कि करें पुष्टि और करें जाँच की राशि शेष की खाते बैंक ग्रामीण गुजरात बड़ौदा मेरे।यह बिल्कुल गलत है।,है हुई प्राप्त राशि की रुपये सौ आठ मुझे कि करें पुष्टि और करें जाँच की राशि शेष की खाते बैंक ग्रामीण गुजरात बड़ौदा मेरे।यह बिल्कुल गलत है।
5348024557506697_f2158_chunk_0_subchunk_1.wav,हूँ सकता कर भुगतान का लोन बिज़नेस स्मॉल अपने पर सर्विसेस फाइनेंस बी डी हेच से माध्यम के आई बी एस योनो मैं क्या।यह बिल्कुल गलत है।,हूँ सकता कर भुगतान का लोन बिज़नेस स्मॉल अपने पर सर्विसेस फाइनेंस बी डी हेच से माध्यम के आई बी एस योनो मैं क्या।यह बिल्कुल गलत है।
5348024557506705_f1852_chunk_0_subchunk_1.wav,पेड़।यह बिल्कुल गलत है।,पेड़।यह बिल्कुल गलत है।
5348024557506710_f904_chunk_0_subchunk_1.wav,यह बिल्कुल गलत है।।दो,यह बिल्कुल गलत है।।दो
5348024557506714_f260_chunk_0_subchunk_1.wav,थी पतली ही शीट बेड कि थी निराश थोड़ा से बात इस मैं लेकिन थे बढ़िया सभी डिजाइन और रंग उत्पाद।यह बिल्कुल गलत है।,थी पतली ही शीट बेड कि थी निराश थोड़ा से बात इस मैं लेकिन थे बढ़िया सभी डिजाइन और रंग उत्पाद।यह बिल्कुल गलत है।
5348024557506714_f260_chunk_1_subchunk_1.wav,जाएगा फट जल्दी बहुत और पायेगा चल नहीं तक समय लंबे यह कि है डर मुझे।यह बिल्कुल गलत है।,जाएगा फट जल्दी बहुत और पायेगा चल नहीं तक समय लंबे यह कि है डर मुझे।यह बिल्कुल गलत है।
5348024557506714_f260_chunk_2_subchunk_1.wav,ली ख़रीद शीट बेड दो मैंने इसलिए थी ज़रूरत सख़्त की शीट बेड मुझे लेकिन।यह बिल्कुल गलत है।,ली ख़रीद शीट बेड दो मैंने इसलिए थी ज़रूरत सख़्त की शीट बेड मुझे लेकिन।यह बिल्कुल गलत है।
5348024557506716_f117_chunk_0_subchunk_1.wav,यह बिल्कुल गलत है।।सात तीन एक पन्द्रह दस,यह बिल्कुल गलत है।।सात तीन एक पन्द्रह दस
5348024557506742_f1198_chunk_0_subchunk_1.wav,यह बिल्कुल गलत है।।होना विफल में देने जवाब का ईमेल क्लाइंट या करना खुलासा का विश्वास के क्लाइंट जैसे है जाती दी मंजूरी लिए के लगाने प्रतिबंध पर उल्लंघन के नैतिकता को वकीलों,यह बिल्कुल गलत है।।होना विफल में देने जवाब का ईमेल क्लाइंट या करना खुलासा का विश्वास के क्लाइंट जैसे है जाती दी मंजूरी लिए के लगाने प्रतिबंध पर उल्लंघन के नैतिकता को वकीलों
5348024557506743_f1018_chunk_0_subchunk_1.wav,यह बिल्कुल गलत है।।थी हुई में डी ए हंड्रेड सेवनटीन लगभग स्थापना की मठ इस,यह बिल्कुल गलत है।।थी हुई में डी ए हंड्रेड सेवनटीन लगभग स्थापना की मठ इस
5348024557506744_f1495_chunk_0_subchunk_1.wav,हैं सकते चला प्लेलिस्ट प्रेम आप क्या।यह बिल्कुल गलत है।,हैं सकते चला प्लेलिस्ट प्रेम आप क्या।यह बिल्कुल गलत है।
5348024557506745_f844_chunk_0_subchunk_1.wav,करो बंद उपयोग का लाइटों।यह बिल्कुल गलत है।,करो बंद उपयोग का लाइटों।यह बिल्कुल गलत है।
5348024557506748_f1492_chunk_0_subchunk_1.wav,हैं सकते कर सूचीबद्ध आइटम्स खाद्य मुख्य सभी आप क्या।यह बिल्कुल गलत है।,हैं सकते कर सूचीबद्ध आइटम्स खाद्य मुख्य सभी आप क्या।यह बिल्कुल गलत है।
5348024557506751_f1491_chunk_0_subchunk_1.wav,यह बिल्कुल गलत है।।हूँ चाहता करना वापस इसे मैं है ख़राब जूस आँवला कपिवा उत्पाद,यह बिल्कुल गलत है।।हूँ चाहता करना वापस इसे मैं है ख़राब जूस आँवला कपिवा उत्पाद
5348024557506753_f994_chunk_0_subchunk_1.wav,यह बिल्कुल गलत है।।करें ट्रांसफ़र रुपये थाउजेंड सेवेंटी में वॉलेट पे अमेज़न मेरे से टू फोर एट नाइन सेवन थ्री फ़ाइव टू टू थ्री फ़ाइव सिक्स खाते बैंक पेमेंट्स जियो मेरे,यह बिल्कुल गलत है।।करें ट्रांसफ़र रुपये थाउजेंड सेवेंटी में वॉलेट पे अमेज़न मेरे से टू फोर एट नाइन सेवन थ्री फ़ाइव टू टू थ्री फ़ाइव सिक्स खाते बैंक पेमेंट्स जियो मेरे
5348024557506754_f1493_chunk_0_subchunk_1.wav,है क्या रिटर्न मौजूदा पर निवेश के सोने से फाइनेंस रेपको।यह बिल्कुल गलत है।,है क्या रिटर्न मौजूदा पर निवेश के सोने से फाइनेंस रेपको।यह बिल्कुल गलत है।
5348024557506757_f1649_chunk_0_subchunk_1.wav,यह बिल्कुल गलत है।।करें दर्ज़ लिए के बढ़ने आगे साथ के पंजीकरण टीका अपने इसे कृपया है गया भेजा पी टी ओ एक पर एट सिक्स एट सेवन फ़ाइव एट सेवन सेवन एट फ़ाइव नाइन नम्बर पंजीकृत आपके,यह बिल्कुल गलत है।।करें दर्ज़ लिए के बढ़ने आगे साथ के पंजीकरण टीका अपने इसे कृपया है गया भेजा पी टी ओ एक पर एट सिक्स एट सेवन फ़ाइव एट सेवन सेवन एट फ़ाइव नाइन नम्बर पंजीकृत आपके
5348024557506758_f1090_chunk_0_subchunk_1.wav,निकालें बैलेंस मेरा का पासबुक ओ एफ पी ई साथ के वन एट एट टू सिक्स फ़ाइव सेवन फ़ाइव सिक्स एट नाइन टू नम्बर एन ए यू और करें इन लॉग पर पोर्टल ओ एफ पी ई करके उपयोग का फोर टू सेवन एट टू सेवन फोर फ़ाइव एट फ़ाइव एट नम्बर मोबाइल।यह बिल्कुल गलत है।,निकालें बैलेंस मेरा का पासबुक ओ एफ पी ई साथ के वन एट एट टू सिक्स फ़ाइव सेवन फ़ाइव सिक्स एट नाइन टू नम्बर एन ए यू और करें इन लॉग पर पोर्टल ओ एफ पी ई करके उपयोग का फोर टू सेवन एट टू सेवन फोर फ़ाइव एट फ़ाइव एट नम्बर मोबाइल।यह बिल्कुल गलत है।
5348024557506761_f845_chunk_0_subchunk_1.wav,पेड़।यह बिल्कुल गलत है।,पेड़।यह बिल्कुल गलत है।
5348024557506769_f1496_chunk_0_subchunk_1.wav,बिल्ली।यह बिल्कुल गलत है।,बिल्ली।यह बिल्कुल गलत है।
5348024557506775_f248_chunk_0_subchunk_1.wav,यह बिल्कुल गलत है।।सोहन अभिषेक गौरव आदित्य वर्षित,यह बिल्कुल गलत है।।सोहन अभिषेक गौरव आदित्य वर्षित
5348024557506778_f87_chunk_0_subchunk_1.wav,दुबई टोक्यो सिडनी पेरिस यॉर्क न्यू।यह बिल्कुल गलत है।,दुबई टोक्यो सिडनी पेरिस यॉर्क न्यू।यह बिल्कुल गलत है।
5348024557506786_f86_chunk_0_subchunk_1.wav,यह बिल्कुल गलत है।।था देखा जब में ऐप वह था करा प्रयास का करने यूज़ करके डाउनलोड को ऐप वह मैंने था हुआ लॉन्च ऐप का ट्रांज़लेट गूगल जब लेकिन था करा नहीं यूज़ ऐप ऐसा लिए के करने बात से इंसान दुसरे एक कभी मैंने,यह बिल्कुल गलत है।।था देखा जब में ऐप वह था करा प्रयास का करने यूज़ करके डाउनलोड को ऐप वह मैंने था हुआ लॉन्च ऐप का ट्रांज़लेट गूगल जब लेकिन था करा नहीं यूज़ ऐप ऐसा लिए के करने बात से इंसान दुसरे एक कभी मैंने
5348024557506786_f86_chunk_1_subchunk_1.wav,था आया पसंद बहुत मुझे बात यह और था अच्छा ही बहुत इंटरफेस का ऐप वो लेकिन था नहीं लायक का करने यूज़ ऐप वह इसलिए थे रहे आ सेंटेंसेस गलत गलत और थे ख़राब ही बहुत भाषा के देश भारत उसमे।यह बिल्कुल गलत है।,था आया पसंद बहुत मुझे बात यह और था अच्छा ही बहुत इंटरफेस का ऐप वो लेकिन था नहीं लायक का करने यूज़ ऐप वह इसलिए थे रहे आ सेंटेंसेस गलत गलत और थे ख़राब ही बहुत भाषा के देश भारत उसमे।यह बिल्कुल गलत है।
5348024557506788_f624_chunk_0_subchunk_1.wav,है होता चीज़ महत्त्वपूर्ण बहुत में जीवन हमारे क्रिकेट इसलिए और हैं खेलते क्रिकेट लोग सारे बहुत में देश भारत की हैं सकते देख हम खेल है होता चीज़ एक ऐसा और हैं होते कम बहुत चीज़ वाले लाने पर तर्क एक को लोगों सारे में दुनिया।यह बिल्कुल गलत है।,है होता चीज़ महत्त्वपूर्ण बहुत में जीवन हमारे क्रिकेट इसलिए और हैं खेलते क्रिकेट लोग सारे बहुत में देश भारत की हैं सकते देख हम खेल है होता चीज़ एक ऐसा और हैं होते कम बहुत चीज़ वाले लाने पर तर्क एक को लोगों सारे में दुनिया।यह बिल्कुल गलत है।
5348024557506788_f624_chunk_1_subchunk_1.wav,यह बिल्कुल गलत है।।और हैं देखते मैचेज़ यह साथ एक दुनिया पूरा तब हैं आते कप्स वर्ल्ड जब के फुट्बॉल और क्रिकेट और फुट्बॉल की जैसे है खेल भी और में देश सारे बहुत ऐसे और,यह बिल्कुल गलत है।।और हैं देखते मैचेज़ यह साथ एक दुनिया पूरा तब हैं आते कप्स वर्ल्ड जब के फुट्बॉल और क्रिकेट और फुट्बॉल की जैसे है खेल भी और में देश सारे बहुत ऐसे और
5348024557506788_f624_chunk_2_subchunk_1.wav,यह बिल्कुल गलत है।।है जाता जीत दिल का दुनिया सारे वह है जीतता देश भी कोई जो और हैं करते सपोर्ट को देश अपने अपने,यह बिल्कुल गलत है।।है जाता जीत दिल का दुनिया सारे वह है जीतता देश भी कोई जो और हैं करते सपोर्ट को देश अपने अपने
5348024557506792_f452_chunk_0_subchunk_1.wav,यह बिल्कुल गलत है।।में तलाश की ठंडी लोगों में गर्मी है पड़ता प्रभाव बहुत में लोगों के हैदराबाद से परिवर्तनों के मौसम है होता में समय के मॉनसून अधिकतर बारिश वर्षा और है होती तेज़ बहुत गर्मी की यहाँ हैं होते गर्म उष्णोग्रत साधारण का हैदराबाद,यह बिल्कुल गलत है।।में तलाश की ठंडी लोगों में गर्मी है पड़ता प्रभाव बहुत में लोगों के हैदराबाद से परिवर्तनों के मौसम है होता में समय के मॉनसून अधिकतर बारिश वर्षा और है होती तेज़ बहुत गर्मी की यहाँ हैं होते गर्म उष्णोग्रत साधारण का हैदराबाद
5348024557506792_f452_chunk_1_subchunk_1.wav,हैं करते इंतजाम अतिरिक्त लिए के सुखाने को गतिविधियों की खेल और रसोई लोग समय के बारिश में बदलाव मौसमी जबकि हैं देते ध्यान तरफ की स्थलों शीतल।यह बिल्कुल गलत है।,हैं करते इंतजाम अतिरिक्त लिए के सुखाने को गतिविधियों की खेल और रसोई लोग समय के बारिश में बदलाव मौसमी जबकि हैं देते ध्यान तरफ की स्थलों शीतल।यह बिल्कुल गलत है।
5348024557506794_f451_chunk_0_subchunk_1.wav,यह बिल्कुल गलत है।।हैं सारे बहुत और नीलकंठ चील कोयल कॉर्मोरेंट पेंटेलेस्ट पक्षी वाले देखने पर तौर आम में हैदराबाद,यह बिल्कुल गलत है।।हैं सारे बहुत और नीलकंठ चील कोयल कॉर्मोरेंट पेंटेलेस्ट पक्षी वाले देखने पर तौर आम में हैदराबाद
5348024557506794_f451_chunk_1_subchunk_1.wav,यह बिल्कुल गलत है।।है देता आनंद के देखने नज़ारा उनका हुए उड़ते और है घूमता में मायनों सुंदर और स्वतंत्र वे यह हैं लिए के संगठनशीलता वाली दर्शाने को खूबसूरती की प्रकृति पक्षी पसंदीदा मेरे,यह बिल्कुल गलत है।।है देता आनंद के देखने नज़ारा उनका हुए उड़ते और है घूमता में मायनों सुंदर और स्वतंत्र वे यह हैं लिए के संगठनशीलता वाली दर्शाने को खूबसूरती की प्रकृति पक्षी पसंदीदा मेरे
5348024557506794_f451_chunk_2_subchunk_1.wav,है करता प्रभावित मुझे गति की उड़ान और सुंदरता वायुमंडलीय रंग आकृति उनका।यह बिल्कुल गलत है।,है करता प्रभावित मुझे गति की उड़ान और सुंदरता वायुमंडलीय रंग आकृति उनका।यह बिल्कुल गलत है।
5348024557506794_f451_chunk_3_subchunk_1.wav,यह बिल्कुल गलत है।।हूँ करता अनुभव को प्रतीक के आदर्श को सुंदरता प्राकृतिक मैं देखकर उड़ान की पक्षियों,यह बिल्कुल गलत है।।हूँ करता अनुभव को प्रतीक के आदर्श को सुंदरता प्राकृतिक मैं देखकर उड़ान की पक्षियों
5348024557506795_f85_chunk_0_subchunk_1.wav,और फ़ीडर बर्ड यंत्र आहार पक्षी हैं सकते रख पानी और अनाज लिए के पक्षियों हैं टिप्स कुछ लिए के करने आकर्षित में बाकयार्ड अपने को पक्षियों हाँ।यह बिल्कुल गलत है।,और फ़ीडर बर्ड यंत्र आहार पक्षी हैं सकते रख पानी और अनाज लिए के पक्षियों हैं टिप्स कुछ लिए के करने आकर्षित में बाकयार्ड अपने को पक्षियों हाँ।यह बिल्कुल गलत है।
5348024557506795_f85_chunk_1_subchunk_1.wav,पानी का ट्रे जैसे उपकरणों का उपयोग कर सकते हैं नीचे कुछ फलित वृक्षों और पौधों को रखने या जंगली पशुओं के लिए ठिकाने को प्रदान करके आप पक्षियों को अपने आसपास के पर्</b>यावरण में स्वतंत्रता का आनं#$%द लेने [START]का अवसर प्रदान कर<b> सकते हैं,पानी का ट्रे जैसे उपकरणों का उपयोग कर सकते हैं नीचे कुछ फलित वृक्षों और पौधों को रखने या जंगली पशुओं के लिए ठिकाने को प्रदान करके आप पक्षियों को अपने आसपास के पर्यावरण में स्वतंत्रता का आनंद लेने का अवसर प्रदान कर सकते हैं
5348024557506800_f987_chunk_0_subchunk_1.wav,टप्पा गाय<b></b>की ने नया आकार लिया और दशकों से बंगाली गीतों का एक अर्ध शा[START]स्त्रीय रूपपुराणणी#$% बन गया,टप्पा गायकी ने नया आकार लिया और दशकों से बंगाली गीतों का एक अर्ध शास्त्रीय रूपपुराणणी बन गया
5348024557506801_f1128_chunk_0_subchunk_1.wav,शल्य चिकित्सक उन्हें नियमित र<b></b>ूप से नि#$%काल देते थे और ऐसा लगता था[START] कि रोगियों के स्वास्थ्य पर इसका कोई बुरा प्रभाव नहीं पड़ता था,शल्य चिकित्सक उन्हें नियमित रूप से निकाल देते थे और ऐसा लगता था कि रोगियों के स्वास्थ्य पर इसका कोई बुरा प्रभाव नहीं पड़ता था
5348024557506803_f1093_chunk_0_subchunk_1.wav,मुझे संगीत#$% पसं</b>द[START] ह<b>ै,मुझे संगीत पसंद है
5348024557506805_f2116_chunk_0_subchunk_1.wav,मेरी पस[START]ंदीदा लोकगीत श<b>ीर्ष</b>#$%क वाली सूची लगाओ और उसे चलाओ,मेरी पसंदीदा लोकगीत शीर्षक वाली सूची लगाओ और उसे चलाओ
5348024557506807_f1008_chunk_0_subchunk_1.wav,मैं सात </b>सौ रु[STAR<b>T]पये का मिल्कमा ब्राउन ब्रेड ख़रीदन#$%ा चाहता हूँ,मैं सात सौ रुपये का मिल्कमा ब्राउन ब्रेड ख़रीदना चाहता हूँ
5348024557506808_f988_chunk_0_subchunk_1.wav,उत्पाद वापस करें मिल्<b>की म#$%िस्ट ख</b>ो[START]वा,उत्पाद वापस करें मिल्की मिस्ट खोवा
5348024557506811_f2117_chunk_0_subchunk_1.wav,मेरे तम[START]िलनाडु मर्कें#$%टाइल बैंक </b>खाते में क<b>ितना बैलेंस है,मेरे तमिलनाडु मर्केंटाइल बैंक खाते में कितना बैलेंस है
5348024557506813_f998_chunk_0_subchunk_1.wav,पाँच सौ</#$%b> रु<b>पये यूनिसेफ को दान कर[START]ें,पाँच सौ रुपये यूनिसेफ को दान करें
5348024557506816_f2113_chunk_0_subchunk_1.wav,क्या आप चेक कर सकते हैं कि फ़ोन नम्बर छः छः नौ शून्य नौ शून्य एक चार शून्य नौ छः वाले यूजर के टीका पंजीकरण के लिए ओ टी पी पाँच चार आठ शून्य आठ शून्य अभ</b>ी[STAR#$%T] भ<b>ी मान्य है या नहीं,क्या आप चेक कर सकते हैं कि फ़ोन नम्बर छः छः नौ शून्य नौ शून्य एक चार शून्य नौ छः वाले यूजर के टीका पंजीकरण के लिए ओ टी पी पाँच चार आठ शून्य आठ शून्य अभी भी मान्य है या नहीं
5348024557506817_f2121_chunk_0_subchunk_1.wav,क्या आप अपने ई पी एफ ओ पंज<b>ीकृत मोबाइल नम्बर आ</b>ठ छह चार तीन तीन छः तीन एक नौ नौ नौ पर भेजा गया छह अंकों का ओ टी प[START]ी बता सक#$%ते हैं,क्या आप अपने ई पी एफ ओ पंजीकृत मोबाइल नम्बर आठ छह चार तीन तीन छः तीन एक नौ नौ नौ पर भेजा गया छह अंकों का ओ टी पी बता सकते हैं
5348024557506825_f2122_chunk_0_subchunk_1.wav,व</b>ा[S#$%TART]ह<b>,वाह
5348024557506826_f989_chunk_0_subchunk_1.wav,<b>#$%कु[START</b>]त्ता,कुत्ता
5348024557506836_f182_chunk_0_subchunk_1.wav,#$%एम्स्टरड<b>ैम[ST</b>ART] एथेंस मकाउ बार्सिलोना बाली,एम्स्टरडैम एथेंस मकाउ बार्सिलोना बाली
