verbatim,normalized,duration,scenario,fname,native_language,gender,age_group,native_state,native_district,sp_id,text,lang,task_name,job_category,occupation_domain,occupation,job_type,age-group,qual,qc1_applied
मोबाइल बिल भुगतान के लिए एयरटेल मनी में सूचनाएँ चालू करें,मोबाइल [Mobile] बिल [Bill] भुगतान के लिए एयरटेल [Airtel] मनी [Money] में सूचनाएँ चालू करें,5.629,Read,5348024557505596_f1621_chunk_0_subchunk_1.wav,Maithili,Male,30-45,Bihar,Sitamarhi,9370200318873,मोबाइल बिल भुगतान के लिए एयरटेल मनी में सूचनाएँ चालू करें,hi,Digital payment services,Full Time,Education and Research,Project Associate,White Collar,30-45,Undergrad and Grad.,QC1_4_silence_insertion;QC1_3_sample_rate_reduction;QC1_5_upsampling_simulation;QC1_1_format_conversion
पिन कोड नौ आठ छे पाँच दो सात में आने वाले सभी टीकाकरण केंद्रों की सूची बनाएँ,पिन [PIN] कोड [Code] नौ आठ छः पाँच दो सात में आने वाले सभी टीकाकरण केंद्रों की सूची बनाएँ,12.852,Read,5348024557505597_f2002_chunk_0_subchunk_1.wav,Maithili,Male,30-45,Bihar,Sitamarhi,9370200318873,पिन कोड नौ आठ छः पाँच दो सात में आने वाले सभी टीकाकरण केंद्रों की सूची बनाएँ,hi,Online government services,Full Time,Education and Research,Project Associate,White Collar,30-45,Undergrad and Grad.,QC1_5_upsampling_simulation;QC1_4_silence_insertion;QC1_1_format_conversion
टीकाकरण के लिए मोबाइल नम्बर छे एक सात शून्य नौ चार छे,टीकाकरण के लिए मोबाइल [Mobile] नम्बर [Number] छः एक सात शून्य नौ चार छः,10.91,Read,5348024557505599_f1999_chunk_0_subchunk_1.wav,Maithili,Male,30-45,Bihar,Sitamarhi,9370200318873,टीकाकरण के लिए मोबाइल नम्बर छः एक सात शून्य नौ चार छः,hi,Online government services,Full Time,Education and Research,Project Associate,White Collar,30-45,Undergrad and Grad.,QC1_5_upsampling_simulation;QC1_3_sample_rate_reduction;QC1_4_silence_insertion;QC1_1_format_conversion
खे नौ आठ छे पंजीकृत करने के लिए ओटीपी दो नौ नौ एक आठ नौ का उपयोग करें,छः नौ आठ छः पंजीकृत करने के लिए ओ [O] टी [T] पी [P] दो नौ नौ एक आठ नौ का उपयोग करें,16.497,Read,5348024557505599_f1999_chunk_1_subchunk_1.wav,Maithili,Male,30-45,Bihar,Sitamarhi,9370200318873,छः नौ आठ छः पंजीकृत करने के लिए ओ टी पी दो नौ नौ एक आठ नौ का उपयोग करें,hi,Online government services,Full Time,Education and Research,Project Associate,White Collar,30-45,Undergrad and Grad.,QC1_5_upsampling_simulation;QC1_4_silence_insertion;QC1_3_sample_rate_reduction;QC1_1_format_conversion
बिल्ली,बिल्ली,1.338,Read,5348024557505602_f2003_chunk_0_subchunk_1.wav,Maithili,Male,30-45,Bihar,Sitamarhi,9370200318873,बिल्ली,hi,Keywords,Full Time,Education and Research,Project Associate,White Collar,30-45,Undergrad and Grad.,QC1_4_silence_insertion;QC1_5_upsampling_simulation;QC1_3_sample_rate_reduction;QC1_1_format_conversion
पक्षी,पक्षी,0.957,Read,5348024557505608_f949_chunk_0_subchunk_1.wav,Maithili,Male,30-45,Bihar,Sitamarhi,9370200318873,पक्षी,hi,Keywords,Full Time,Education and Research,Project Associate,White Collar,30-45,Undergrad and Grad.,QC1_4_silence_insertion;QC1_3_sample_rate_reduction;QC1_5_upsampling_simulation
प्रथम ग्यारह द्वितीय इक्कीस तृतीय इकतीस चतुर्थ इक्यावन पंचम निन्यानवे,प्रथम ग्यारह द्वितीय इक्कीस तृतीय इकतीस चतुर्थ इक्यावन पंचम निन्यानवे,12.735,Extempore,5348024557505614_f476_chunk_0_subchunk_1.wav,Maithili,Male,30-45,Bihar,Sitamarhi,9370200318873,प्रथम ग्यारह द्वितीय इक्कीस तृतीय इकतीस चतुर्थ इक्यावन पंचम निन्यानवे,hi,Task of Fives,Full Time,Education and Research,Project Associate,White Collar,30-45,Undergrad and Grad.,QC1_5_upsampling_simulation;QC1_4_silence_insertion;QC1_3_sample_rate_reduction;QC1_1_format_conversion
प्रथम सीतामढ़ी द्वितीय मुज़फ़्फ़रपुर तृतीय पटना चतुर्थ गोपालगंज पंचम दरभंगा,प्रथम सीतामढ़ी द्वितीय मुज़फ़्फ़रपुर तृतीय पटना चतुर्थ गोपालगंज पंचम दरभंगा,13.273,Extempore,5348024557505615_f475_chunk_0_subchunk_1.wav,Maithili,Male,30-45,Bihar,Sitamarhi,9370200318873,प्रथम सीतामढ़ी द्वितीय मुज़फ़्फ़रपुर तृतीय पटना चतुर्थ गोपालगंज पंचम दरभंगा,hi,Task of Fives,Full Time,Education and Research,Project Associate,White Collar,30-45,Undergrad and Grad.,QC1_4_silence_insertion;QC1_3_sample_rate_reduction;QC1_1_format_conversion
प्रथम सुनील द्वितीय संजय तृतीय अरुण चतुर्थ कमलाकर पंचम पिंटू,प्रथम सुनील द्वितीय संजय तृतीय अरुण चतुर्थ कमलाकर पंचम पिंटू,12.73,Extempore,5348024557505616_f478_chunk_0_subchunk_1.wav,Maithili,Male,30-45,Bihar,Sitamarhi,9370200318873,प्रथम सुनील द्वितीय संजय तृतीय अरुण चतुर्थ कमलाकर पंचम पिंटू,hi,Task of Fives,Full Time,Education and Research,Project Associate,White Collar,30-45,Undergrad and Grad.,QC1_5_upsampling_simulation;QC1_3_sample_rate_reduction;QC1_4_silence_insertion;QC1_1_format_conversion
मेरा घर हिमालय की तराई में है जो बाकि देश से बहुत ही कटा हुआ है तो ऐसी स्थिति में जब मैंने दसवी की परीक्षा पास करके इन्टरमिडिएट में ऐडमिशन लेने की ठानी,मेरा घर हिमालय की तराई में है जो बाकि देश से बहुत ही कटा हुआ है तो ऐसी स्थिति में जब मैंने दसवी की परीक्षा पास करके इन्टरमिडिएट [Intermediate] में ऐडमिशन [Admission] लेने की ठानी,13.215,Extempore,5348024557505628_f157_chunk_0_subchunk_1.wav,Maithili,Male,30-45,Bihar,Sitamarhi,9370200318873,मेरा घर हिमालय की तराई में है जो बाकि देश से बहुत ही कटा हुआ है तो ऐसी स्थिति में जब मैंने दसवी की परीक्षा पास करके इन्टरमिडिएट में ऐडमिशन लेने की ठानी,hi,Sports and Travel,Full Time,Education and Research,Project Associate,White Collar,30-45,Undergrad and Grad.,QC1_5_upsampling_simulation;QC1_4_silence_insertion;QC1_1_format_conversion
तो मेरे सामने सबसे बड़ी चुनौती यह थी कि मैं गाँव से शहर जाऊंगा कैसे क्योंकि यातायात की नियमित सुविधा उपलब्ध नहीं थी,तो मेरे सामने सबसे बड़ी चुनौती यह थी कि मैं गाँव से शहर जाऊंगा कैसे क्योंकि यातायात की नियमित सुविधा उपलब्ध नहीं थी,7.743,Extempore,5348024557505628_f157_chunk_1_subchunk_1.wav,Maithili,Male,30-45,Bihar,Sitamarhi,9370200318873,तो मेरे सामने सबसे बड़ी चुनौती यह थी कि मैं गाँव से शहर जाऊंगा कैसे क्योंकि यातायात की नियमित सुविधा उपलब्ध नहीं थी,hi,Sports and Travel,Full Time,Education and Research,Project Associate,White Collar,30-45,Undergrad and Grad.,QC1_3_sample_rate_reduction;QC1_5_upsampling_simulation;QC1_4_silence_insertion;QC1_1_format_conversion
तो ऐसी स्थिति में हमने ठाना कि मैं नज़दीकी शहर में ही कमरा लेकर रहूंगा और वहीं पर पढ़ाई करूंगा,तो ऐसी स्थिति में हमने ठाना कि मैं नज़दीकी शहर में ही कमरा लेकर रहूंगा और वहीं पर पढ़ाई करूंगा,6.399,Extempore,5348024557505628_f157_chunk_2_subchunk_1.wav,Maithili,Male,30-45,Bihar,Sitamarhi,9370200318873,तो ऐसी स्थिति में हमने ठाना कि मैं नज़दीकी शहर में ही कमरा लेकर रहूंगा और वहीं पर पढ़ाई करूंगा,hi,Sports and Travel,Full Time,Education and Research,Project Associate,White Collar,30-45,Undergrad and Grad.,QC1_3_sample_rate_reduction;QC1_5_upsampling_simulation;QC1_4_silence_insertion;QC1_1_format_conversion
इससे एक नुकसान यह हुआ कि मेरा महीने का खर्च काफी अधिक बढ़ गया अगर मेरे घर से शहर जाने की नियमित सुविधा उपलब्ध होती तो मेरे महीने का खर्च बहोत ही कम होता और ऐसी स्थिति में मैं बहोत सारा पैसा बचा सकता था जो मैंने व्यर्थ ही व्यय कर दिए,इससे एक नुकसान यह हुआ कि मेरा महीने का खर्च काफी अधिक बढ़ गया अगर मेरे घर से शहर जाने की नियमित सुविधा उपलब्ध होती तो मेरे महीने का खर्च बहुत ही कम होता और ऐसी स्थिति में मैं बहुत सारा पैसा बचा सकता था जो मैंने व्यर्थ ही व्यय कर दिए,18.576,Extempore,5348024557505628_f157_chunk_3_subchunk_1.wav,Maithili,Male,30-45,Bihar,Sitamarhi,9370200318873,इससे एक नुकसान यह हुआ कि मेरा महीने का खर्च काफी अधिक बढ़ गया अगर मेरे घर से शहर जाने की नियमित सुविधा उपलब्ध होती तो मेरे महीने का खर्च बहुत ही कम होता और ऐसी स्थिति में मैं बहुत सारा पैसा बचा सकता था जो मैंने व्यर्थ ही व्यय कर दिए,hi,Sports and Travel,Full Time,Education and Research,Project Associate,White Collar,30-45,Undergrad and Grad.,QC1_4_silence_insertion;QC1_5_upsampling_simulation;QC1_1_format_conversion
मेरा जन्म बिहार के मिथिला क्षेत्र में हुआ है मिथिला में पैदा होने के कारण मेरे ऊपर मिथिला की संस्कृति मिथिला की भाषा मिथिला का खानपान इत्यादि का बहुत हद तक प्रभाव रहा है,मेरा जन्म बिहार के मिथिला क्षेत्र में हुआ है मिथिला में पैदा होने के कारण मेरे ऊपर मिथिला की संस्कृति मिथिला की भाषा मिथिला का खान-पान इत्यादि का बहुत हद तक प्रभाव रहा है,11.967,Extempore,5348024557505632_f158_chunk_0_subchunk_1.wav,Maithili,Male,30-45,Bihar,Sitamarhi,9370200318873,मेरा जन्म बिहार के मिथिला क्षेत्र में हुआ है मिथिला में पैदा होने के कारण मेरे ऊपर मिथिला की संस्कृति मिथिला की भाषा मिथिला का खान पान इत्यादि का बहुत हद तक प्रभाव रहा है,hi,Humanities and culture,Full Time,Education and Research,Project Associate,White Collar,30-45,Undergrad and Grad.,QC1_3_sample_rate_reduction;QC1_4_silence_insertion;QC1_1_format_conversion
यहाँ की जो महान हस्तियाँ है वो विद्यापति है राजा कामेश्वर सिंह इत्यादि है,यहाँ की जो महान हस्तियाँ है वह विद्यापति है राजा कामेश्वर सिंह इत्यादि है,5.151,Extempore,5348024557505632_f158_chunk_1_subchunk_1.wav,Maithili,Male,30-45,Bihar,Sitamarhi,9370200318873,यहाँ की जो महान हस्तियाँ है वह विद्यापति है राजा कामेश्वर सिंह इत्यादि है,hi,Humanities and culture,Full Time,Education and Research,Project Associate,White Collar,30-45,Undergrad and Grad.,QC1_4_silence_insertion;QC1_3_sample_rate_reduction;QC1_1_format_conversion
विद्यापति के गीत विद्यापति की रचनाएँ विद्यापति इत्यादि का नाटक मुझे बचपन से ही आकर्षित करता रहा और इन्की नाटक इनकी रचनाओं को पढ़ कर मैं सुधबुध खो कर इसमें मग्न हो जाता हूँ,विद्यापति के गीत विद्यापति की रचनाएँ विद्यापति इत्यादि का नाटक मुझे बचपन से ही आकर्षित करता रहा और इनकी नाटक इनकी रचनाओं को पढ़ कर मैं सुध-बुध खो कर इसमें मग्न हो जाता हूँ,11.871,Extempore,5348024557505632_f158_chunk_2_subchunk_1.wav,Maithili,Male,30-45,Bihar,Sitamarhi,9370200318873,विद्यापति के गीत विद्यापति की रचनाएँ विद्यापति इत्यादि का नाटक मुझे बचपन से ही आकर्षित करता रहा और इनकी नाटक इनकी रचनाओं को पढ़ कर मैं सुध बुध खो कर इसमें मग्न हो जाता हूँ,hi,Humanities and culture,Full Time,Education and Research,Project Associate,White Collar,30-45,Undergrad and Grad.,QC1_5_upsampling_simulation;QC1_4_silence_insertion;QC1_3_sample_rate_reduction;QC1_1_format_conversion
इनकी गीत ऐसी है जैसे हृदय को छू ले इनकी रचनाएँ इनकी कथाएँ इनकी कहाँ इनकी इनके नाटक,इनकी गीत ऐसी है जैसे हृदय को छू ले इनकी रचनाएँ इनकी कथाएँ इनकी कहाँ इनकी इनके नाटक,7.839,Extempore,5348024557505632_f158_chunk_3_subchunk_1.wav,Maithili,Male,30-45,Bihar,Sitamarhi,9370200318873,इनकी गीत ऐसी है जैसे हृदय को छू ले इनकी रचनाएँ इनकी कथाएँ इनकी कहाँ इनकी इनके नाटक,hi,Humanities and culture,Full Time,Education and Research,Project Associate,White Collar,30-45,Undergrad and Grad.,QC1_3_sample_rate_reduction;QC1_4_silence_insertion;QC1_1_format_conversion
सारे के सारे मिथिला के हृदय को छूते हैं और मुझे भी बहोत हद तक प्रभावित करते हैं,सारे के सारे मिथिला के हृदय को छूते हैं और मुझे भी बहुत हद तक प्रभावित करते हैं,5.857,Extempore,5348024557505632_f158_chunk_4_subchunk_1.wav,Maithili,Male,30-45,Bihar,Sitamarhi,9370200318873,सारे के सारे मिथिला के हृदय को छूते हैं और मुझे भी बहुत हद तक प्रभावित करते हैं,hi,Humanities and culture,Full Time,Education and Research,Project Associate,White Collar,30-45,Undergrad and Grad.,QC1_4_silence_insertion;QC1_5_upsampling_simulation;QC1_1_format_conversion
रोज़गार की कमी होने के कारण मेरे ज़िले की अधिकांश युवा आबादी दूसरे राज्य दूसरे ज़िलों में काम करने चली जाती है तो ऐसे में यहाँ पर रह चुके बुजुर्गों के लिए एक बहुत बड़ी समस्या अकेलेपन की खड़ी हो जाती है,रोज़गार की कमी होने के कारण मेरे ज़िले की अधिकांश युवा आबादी दूसरे राज्य दूसरे ज़िलों में काम करने चली जाती है तो ऐसे में यहाँ पर रह चुके बुजुर्गों के लिए एक बहुत बड़ी समस्या अकेलेपन की खड़ी हो जाती है,14.942,Extempore,5348024557505634_f389_chunk_0_subchunk_1.wav,Maithili,Male,30-45,Bihar,Sitamarhi,9370200318873,रोज़गार की कमी होने के कारण मेरे ज़िले की अधिकांश युवा आबादी दूसरे राज्य दूसरे ज़िलों में काम करने चली जाती है तो ऐसे में यहाँ पर रह चुके बुजुर्गों के लिए एक बहुत बड़ी समस्या अकेलेपन की खड़ी हो जाती है,hi,Icebreakers,Full Time,Education and Research,Project Associate,White Collar,30-45,Undergrad and Grad.,QC1_4_silence_insertion;QC1_3_sample_rate_reduction;QC1_1_format_conversion
उनपे परिवार की महिलाओं का बोझ भी आ जाता है एक तो अकेलापन से जूझना दुसरे परिवार का बोझ तीसरे बीमारी का बोझ,उनपे परिवार की महिलाओं का बोझ भी आ जाता है एक तो अकेलापन से जूझना दुसरे परिवार का बोझ तीसरे बीमारी का बोझ,8.703,Extempore,5348024557505634_f389_chunk_1_subchunk_1.wav,Maithili,Male,30-45,Bihar,Sitamarhi,9370200318873,उनपे परिवार की महिलाओं का बोझ भी आ जाता है एक तो अकेलापन से जूझना दुसरे परिवार का बोझ तीसरे बीमारी का बोझ,hi,Icebreakers,Full Time,Education and Research,Project Associate,White Collar,30-45,Undergrad and Grad.,QC1_4_silence_insertion;QC1_5_upsampling_simulation;QC1_3_sample_rate_reduction
चौथा यहाँ की लचड़ स्वास्थ्य व्यवस्था तो ऐसे स्थिति में बुजुर्गों के लिए कई सारी चुनौतियाँ खड़ी हो जाती हैं यद्यपि सरकार प्रयास कर रही है लेकिन बुजुर्गों की अपनी चुनौतियाँ हैं जिसे बुजुर्ग जूझ भी रहे हैं साथ साथ महिलाओं की चुनौतियाँ भी उनके साथ विद्यमान हैं,चौथा यहाँ की लचड़ स्वास्थ्य व्यवस्था तो ऐसे स्थिति में बुजुर्गों के लिए कई सारी चुनौतियाँ खड़ी हो जाती हैं यद्यपि सरकार प्रयास कर रही है लेकिन बुजुर्गों की अपनी चुनौतियाँ हैं जिसे बुजुर्ग जूझ भी रहे हैं साथ-साथ महिलाओं की चुनौतियाँ भी उनके साथ विद्यमान हैं,15.231,Extempore,5348024557505634_f389_chunk_2_subchunk_1.wav,Maithili,Male,30-45,Bihar,Sitamarhi,9370200318873,चौथा यहाँ की लचड़ स्वास्थ्य व्यवस्था तो ऐसे स्थिति में बुजुर्गों के लिए कई सारी चुनौतियाँ खड़ी हो जाती हैं यद्यपि सरकार प्रयास कर रही है लेकिन बुजुर्गों की अपनी चुनौतियाँ हैं जिसे बुजुर्ग जूझ भी रहे हैं साथ साथ महिलाओं की चुनौतियाँ भी उनके साथ विद्यमान हैं,hi,Icebreakers,Full Time,Education and Research,Project Associate,White Collar,30-45,Undergrad and Grad.,QC1_4_silence_insertion;QC1_3_sample_rate_reduction;QC1_5_upsampling_simulation;QC1_1_format_conversion
खेल हमारे लिए प्रतिस्पर्धा को बढ़ाने के साथ साथ स्वास्थ्य के लिहाज से भी फ़ायदेमंद होता है जब खेल में एक दूसरे के साथ मिलते हुए जब हम खेलते हैं तो एक समुदाय सहयोग की भावना के साथ साथ,खेल हमारे लिए प्रतिस्पर्धा को बढ़ाने के साथ-साथ स्वास्थ्य के लिहाज से भी फ़ायदेमंद होता है जब खेल में एक-दूसरे के साथ मिलते हुए जब हम खेलते हैं तो एक समुदाय सहयोग की भावना के साथ-साथ,14.271,Extempore,5348024557505635_f477_chunk_0_subchunk_1.wav,Maithili,Male,30-45,Bihar,Sitamarhi,9370200318873,खेल हमारे लिए प्रतिस्पर्धा को बढ़ाने के साथ साथ स्वास्थ्य के लिहाज से भी फ़ायदेमंद होता है जब खेल में एक दूसरे के साथ मिलते हुए जब हम खेलते हैं तो एक समुदाय सहयोग की भावना के साथ साथ,hi,Leisure activities,Full Time,Education and Research,Project Associate,White Collar,30-45,Undergrad and Grad.,QC1_5_upsampling_simulation;QC1_4_silence_insertion;QC1_3_sample_rate_reduction;QC1_1_format_conversion
प्रतिस्पर्धात्मक भावना भी विकसित होती है साथ साथ यह इंसान को तनाव से भी मुक्त करता है साथ ही यह जिम्मेदारियों के बोझ को भी कम करने के साथ साथ हमें बीमारी से भी मुक्त करने का,प्रतिस्पर्धात्मक भावना भी विकसित होती है साथ-साथ यह इंसान को तनाव से भी मुक्त करता है साथ ही यह जिम्मेदारियों के बोझ को भी कम करने के साथ-साथ हमें बीमारी से भी मुक्त करने का,12.542,Extempore,5348024557505635_f477_chunk_1_subchunk_1.wav,Maithili,Male,30-45,Bihar,Sitamarhi,9370200318873,प्रतिस्पर्धात्मक भावना भी विकसित होती है साथ साथ यह इंसान को तनाव से भी मुक्त करता है साथ ही यह जिम्मेदारियों के बोझ को भी कम करने के साथ साथ हमें बीमारी से भी मुक्त करने का,hi,Leisure activities,Full Time,Education and Research,Project Associate,White Collar,30-45,Undergrad and Grad.,QC1_5_upsampling_simulation;QC1_3_sample_rate_reduction;QC1_4_silence_insertion;QC1_1_format_conversion
कार्य करता है खेल हमें एक दूसरे के नज़दीक लाता है खेल हमें एक ऐसा माहौल प्रदान करता है जहाँ हम एक दूसरे के नजदीक आ कर एक दूसरे से जुड़ सकें एक दूसरे से वार्तालाप कर सकें और विभिन्न तरह के कौशल विकसित कर सकें,कार्य करता है खेल हमें एक दूसरे के नज़दीक लाता है खेल हमें एक ऐसा माहौल प्रदान करता है जहाँ हम एक-दूसरे के नजदीक आ कर एक-दूसरे से जुड़ सकें एक-दूसरे से वार्तालाप कर सकें और विभिन्न तरह के कौशल विकसित कर सकें,17.527,Extempore,5348024557505635_f477_chunk_2_subchunk_1.wav,Maithili,Male,30-45,Bihar,Sitamarhi,9370200318873,कार्य करता है खेल हमें एक दूसरे के नज़दीक लाता है खेल हमें एक ऐसा माहौल प्रदान करता है जहाँ हम एक दूसरे के नजदीक आ कर एक दूसरे से जुड़ सकें एक दूसरे से वार्तालाप कर सकें और विभिन्न तरह के कौशल विकसित कर सकें,hi,Leisure activities,Full Time,Education and Research,Project Associate,White Collar,30-45,Undergrad and Grad.,QC1_3_sample_rate_reduction;QC1_5_upsampling_simulation;QC1_1_format_conversion
बिरला महात्मा गांधी के करीबी सहयोगी और अटल समर्थक थे जिनसे वे पहली बार उन्नीस सौ सोलह में मिले थे,बिरला महात्मा गांधी के करीबी सहयोगी और अटल समर्थक थे जिनसे वह पहली बार उन्नीस सौ सोलह में मिले थे,7.647,Read,5348024557505640_f2015_chunk_0_subchunk_1.wav,Maithili,Male,60+,Bihar,Madhubani,9031500337832,बिरला महात्मा गांधी के करीबी सहयोगी और अटल समर्थक थे जिनसे वह पहली बार उन्नीस सौ सोलह में मिले थे,hi,Wikipedia Sentences,Other,Education and Research,Scientist,White Collar,60+,Post Grad + PhD,QC1_3_sample_rate_reduction;QC1_5_upsampling_simulation;QC1_1_format_conversion
अव खाज वर्णमाला उन्नीसवीं शताब्दी में बनाई गई थी,अव खाज वर्णमाला उन्नीसवीं शताब्दी में बनाई गई थी,4.008,Read,5348024557505642_f2018_chunk_0_subchunk_1.wav,Maithili,Male,60+,Bihar,Madhubani,9031500337832,अव खाज वर्णमाला उन्नीसवीं शताब्दी में बनाई गई थी,hi,Wikipedia Sentences,Other,Education and Research,Scientist,White Collar,60+,Post Grad + PhD,QC1_5_upsampling_simulation;QC1_3_sample_rate_reduction;QC1_1_format_conversion
जेम्स को एक ईमेल भेज कर पूछें कि वह काम से कब निकल रहा है,जेम्स [James] को एक ईमेल [Email] भेज कर पूछें कि वह काम से कब निकल रहा है,4.67,Read,5348024557505644_f2017_chunk_0_subchunk_1.wav,Maithili,Male,60+,Bihar,Madhubani,9031500337832,जेम्स को एक ईमेल भेज कर पूछें कि वह काम से कब निकल रहा है,hi,Everyday tasks,Other,Education and Research,Scientist,White Collar,60+,Post Grad + PhD,QC1_4_silence_insertion;QC1_5_upsampling_simulation;QC1_1_format_conversion
एलेक्सा क्या आपको अपनी दुनिया में कुछ अजीब लगता है,एलेक्सा [Alexa] क्या आपको अपनी दुनिया में कुछ अजीब लगता है,4.19,Read,5348024557505646_f2016_chunk_0_subchunk_1.wav,Maithili,Male,60+,Bihar,Madhubani,9031500337832,एलेक्सा क्या आपको अपनी दुनिया में कुछ अजीब लगता है,hi,Everyday tasks,Other,Education and Research,Scientist,White Collar,60+,Post Grad + PhD,QC1_5_upsampling_simulation;QC1_3_sample_rate_reduction;QC1_4_silence_insertion;QC1_1_format_conversion
बीबी रोयाल अखरोट की गिरियाँ और लंदन डेयरी कुल्फी आइस क्रीम हटाने के बाद मुझे मेरे शॉपिंग कार्ट का कुल बिल दिखाएँ,बी [B] बी [B] रोयाल [Royal] अखरोट की गिरियाँ और लंदन डेयरी [Dairy] कुल्फी आइस [Ice] क्रीम [Cream] हटाने के बाद मुझे मेरे शॉपिंग [Shopping] कार्ट [Cart] का कुल बिल [Bill] दिखाएँ,12.924,Read,5348024557505647_f2021_chunk_0_subchunk_1.wav,Maithili,Male,60+,Bihar,Madhubani,9031500337832,बी बी रोयाल अखरोट की गिरियाँ और लंदन डेयरी कुल्फी आइस क्रीम हटाने के बाद मुझे मेरे शॉपिंग कार्ट का कुल बिल दिखाएँ,hi,Online grocery shopping,Other,Education and Research,Scientist,White Collar,60+,Post Grad + PhD,QC1_3_sample_rate_reduction;QC1_4_silence_insertion;QC1_1_format_conversion
दीभा लेमन जिंजर टी फ्रेशो कद्दू और सनप्योर रिफाइंड सनफ़्लावर ऑयल की मात्रा बदलें क्योंकि उनकी वर्तमान मात्रा भंडार में नहीं है,दीभा लेमन [Lemon] जिंजर [Ginger] टी [Tea] फ़्रेशो [Fresho] कद्दू और सनप्योर [Sunpure] रिफाइंड [Refined] सनफ़्लावर [Sunflower] ऑयल [Oil] की मात्रा बदलें क्योंकि उनकी वर्तमान मात्रा भंडार में नहीं है,11.775,Read,5348024557505650_f2237_chunk_0_subchunk_1.wav,Maithili,Male,60+,Bihar,Madhubani,9031500337832,दीभा लेमन जिंजर टी फ़्रेशो कद्दू और सनप्योर रिफाइंड सनफ़्लावर ऑयल की मात्रा बदलें क्योंकि उनकी वर्तमान मात्रा भंडार में नहीं है,hi,Online grocery shopping,Other,Education and Research,Scientist,White Collar,60+,Post Grad + PhD,QC1_3_sample_rate_reduction;QC1_5_upsampling_simulation;QC1_4_silence_insertion
चेक करो कि क्या फर्स्टक्राइ से सत्तर हज़ार रुपये का रिफ़ंड प्रोसेस हुआ है या न,चेक [Check] करो कि क्या फर्स्टक्राइ [Firstcry] से सत्तर हज़ार रुपये का रिफ़ंड [Refund] प्रोसेस [Process] हुआ है या न,6.623,Read,5348024557505651_f955_chunk_0_subchunk_1.wav,Maithili,Male,60+,Bihar,Madhubani,9031500337832,चेक करो कि क्या फर्स्टक्राइ से सत्तर हज़ार रुपये का रिफ़ंड प्रोसेस हुआ है या न,hi,Digital payment services,Other,Education and Research,Scientist,White Collar,60+,Post Grad + PhD,QC1_4_silence_insertion;QC1_5_upsampling_simulation;QC1_1_format_conversion
चेक करो कि क्या आईआरसीटीसी से सात सौ रुपए का रिफंड प्रोसेस हुआ है या नहीं,चेक [Check] करो कि क्या आई [I] आर [R] सी [C] टी [T] सी [C] से सात सौ रुपए का रिफंड [Refund] प्रोसेस [Process] हुआ है या नहीं,5.886,Read,5348024557505654_f956_chunk_0_subchunk_1.wav,Maithili,Male,60+,Bihar,Madhubani,9031500337832,चेक करो कि क्या आई आर सी टी सी से सात सौ रुपए का रिफंड प्रोसेस हुआ है या नहीं,hi,Digital payment services,Other,Education and Research,Scientist,White Collar,60+,Post Grad + PhD,QC1_5_upsampling_simulation;QC1_4_silence_insertion;QC1_3_sample_rate_reduction;QC1_1_format_conversion
क्या ज़िला विशाखपटनम में कोई नज़दीकी टीकाकरण केंद्र है जो पन्द्रह सत्रह वर्ष के लोगों को कार्बोवैक्स टीका देते हैं,क्या ज़िला विशाखापटनम में कोई नज़दीकी टीकाकरण केंद्र है जो पन्द्रह सत्रह वर्ष के लोगों को कार्बोवैक्स [Corbevax] टीका देते हैं,11.035,Read,5348024557505656_f1062_chunk_0_subchunk_1.wav,Maithili,Male,60+,Bihar,Madhubani,9031500337832,क्या ज़िला विशाखापटनम में कोई नज़दीकी टीकाकरण केंद्र है जो पन्द्रह सत्रह वर्ष के लोगों को कार्बोवैक्स टीका देते हैं,hi,Online government services,Other,Education and Research,Scientist,White Collar,60+,Post Grad + PhD,QC1_4_silence_insertion;QC1_5_upsampling_simulation;QC1_3_sample_rate_reduction;QC1_1_format_conversion
मेरी एपीवाई पेंशन राशि दिखाएँ मेरा पीआरएएन नम्बर सिक्स फ़ाइव टू थ्री सिक्स नाइन नाइन सेवन एट फ़ाइव एट नाइन है,मेरी ए [A] पी [P] वाई [Y] पेंशन [Pension] राशि दिखाएँ मेरा पी [P] आर [R] ए [A] एन [N] नम्बर [Number] सिक्स [Six] फ़ाइव [Five] टू [Two] थ्री [Three] सिक्स [Six] नाइन [Nine] नाइन [Nine] सेवन [Seven] एट [Eight] फ़ाइव [Five] एट [Eight] नाइन [Nine] है,11.753,Read,5348024557505658_f2019_chunk_0_subchunk_1.wav,Maithili,Male,60+,Bihar,Madhubani,9031500337832,मेरी ए पी वाई पेंशन राशि दिखाएँ मेरा पी आर ए एन नम्बर सिक्स फ़ाइव टू थ्री सिक्स नाइन नाइन सेवन एट फ़ाइव एट नाइन है,hi,Online government services,Other,Education and Research,Scientist,White Collar,60+,Post Grad + PhD,QC1_5_upsampling_simulation;QC1_4_silence_insertion;QC1_3_sample_rate_reduction;QC1_1_format_conversion
नहीं,नहीं,0.79,Read,5348024557505667_f2020_chunk_0_subchunk_1.wav,Maithili,Male,60+,Bihar,Madhubani,9031500337832,नहीं,hi,Keywords,Other,Education and Research,Scientist,White Collar,60+,Post Grad + PhD,QC1_4_silence_insertion;QC1_3_sample_rate_reduction;QC1_5_upsampling_simulation;QC1_1_format_conversion
