Reference,Hypothesis,WER
विदेशी शिक्षा कुछ छात्र,विदेशी शिक्षा कुछ छात्र,0.0
में विद्यालयों विदेशी लिए के करने पूरी को सपनों के shiksha विदेशी अपने और,में विद्यालयो[START]ं विदेशी लिए के कर<b>ने पूरी को सपनों के shiksha विदेशी अपने और,0.1429
पढ़ाई करते हैं और कुछ छात्र डॉक्टर  बनना चाहते हैं जो पाँच साल के लिए एम  बि  बि  एस  का पढ़ाई करते हैं और उसके बाद अच्छे-अच्छे डॉक्टर  बना कर लोगों को ट्रिट  करते हैं,पढ़ाई करते हैं और कुछ छात्र डॉक्टर [Doctor] बनना चाहते हैं जो पाँच साल के लिए एम [M] बि [B] बि [B] एस [S] का पढ़ाई करते हैं और उसके बाद अच्छे-अच्छे डॉक्टर [Doctor] बना कर लोगों को ट्रिट [Treat] करते हैं,0.2
है की महत्व sman के सटीकता गति जहाँ है शब्द सामान्य एक vala होने लागू पर  स्पौर्ट्स  शुटींग है जाता जाना भी में रूप के ooting] शुटींग  डायनेमिक या  शुटींग  एक्शन jinhen   शुटींग  प्रेक्टिकल।यह बिल्कुल गलत है।,है की महत्व sman के सटीकता गति जहाँ है शब्द सामान्य एक vala होने लागू पर [Sports] स्पौर्ट्स [Shooting] शुटींग है जाता जाना भी में रूप के [Sh[START]oot</b>ing] शुटींग [Dynamic] डायनेमिक या [Shooting] शुट#$%ींग [Action] एक्शन jinhen [uhh] [Shooting] शुटींग [Practical] प्रेक्<b>टिकल।यह बिल्कुल गलत है।,0.2973
तमिलनाडु मैं  कार्तिक deepm मनाया जाता है जहाँ पूर्णिमा कृत्तिका नक्षत्र के अनुरूप होती है,तमिलनाडु मैं [uhh] कार्तिक deepm मनाया जाता है जहाँ पूर्णिमा कृत्तिका नक्षत्र के अनुरूप होती है,0.0667
मुझे यह system गाना सुनना अच्छा लगता है एकदम सही बात है,मुझे यह system गाना सुनना अच्छा लगता है एकदम सही बात है,0.0
खोजें रेस्तरां टाटा मुझे,खोजें रेस्तरां टा#$%टा मुझे,0.25
मेरे चेरिश बेबी शावर सिल्वर डेकोरेशन किट आर्डर,मेरे चेरिश बेबी शावर सिल्वर डेकोरेशन किट आर्डर,0.0
फ़्रेशनर  वस्तुओं पर मुझे अधिकतम कितनी छूट मिलेगी एकदम सही बात है,फ़्रेशनर [Freshener] वस्तुओं पर मुझे अधिकतम कितनी छूट मिलेगी एकदम सही बात है,0.0833
यह रीपौर्ट  अध्यक्ष महाजन सम्पर्क को एकदम सही सही बात,यह रीपौर्ट [Report] अध्यक्ष मह<b>ाजन सम्पर्क को </b>एकदम सही[START] सही #$%बात,0.5
यह बिल्कुल गलत है।।पर  पे  गूगल तीन,यह बिल्कुल गलत है।।पर [Pay] पे [Google] गूगल तीन,0.2857
क्या मुझे स्पूटनीक  टीका,क्या मुझे स्[START]प#$%ूटनीक [Sputnik] टीका,0.5
क्या आप आई please note टी पी या एम पी एन का उपयोग करके फ़ोन नम्बर nau नौ तीन एक paँch छः एक दो दो एक चार एक ke लिए अपना टीका पंजीकरण जारी जारी रखना चाहते हैं,क्या आप आई please note टी पी या एम पी एन का उपयोग करके फ़ोन नम्बर nau नौ तीन एक paँch छः एक दो दो एक चार एक ke लिए अपना टीका पंजीकरण जारी जारी रखना चाहते हैं,0.0
नहीं during एकदम,नहीं during एकदम,0.0
agla,agla,0.0
यह बिल्कुल गलत है।।है बुरा बहुत  क्वालटि  उसका है नहीं,यह बिल्कुल गलत है।।है बुरा बहुत [Quality] क्वालटि [stammers] उसका है नहीं,0.2
पानी का ढक्कन ठीक से नहीं अटक जाता और पानी इधर गिर जाता एकदम सही बात है,पानी का ढक्कन ठीक से नहीं अटक जाता और पानी इधर गिर जाता एकदम सही बात है,0.0
और बेग  के अन्दर डालूँ तो उससे भी पानी,और बेग [Bag] के अन्दर डालूँ तो उससे भी पानी,0.1111
तो इसलिए उसका प्राइस था था तीन during सौ रुपये लेकिन वह एक सौ रुपये की भी शामिल नहीं है,तो इसलिए उसका प्राइस था था तीन during सौ रुपये लेकिन वह एक सौ रुपये की भी शामिल नहीं है,0.0
तो please note ऐसा वाला बोतल मैं फिर,त<b>ो please note ऐसा वाला बोतल मैं फिर,0.125
गलत है।।भोला,[S<b>TART]गलत है।</b>।भोला,1.0
baboo during,baboo during,0.0
बिल्कुल गलत है।।है,बिल्कुल गलत है।।है,0.0
पुरानी वाली मौबाइल  से नये,पुरानी वाली मौबाइल [Mobile] से नये,0.2
में  स्मार्टफ़ोन वाले  करन्ट अभी लेकिन लेकिन था पड़ता करना  प्रेस  बटन हमको में  मोबाइल पुराने की है यह example for तफात।यह बिल्कुल गलत है।,में [Smartphone] स्मार्टफ़ोन वाले [Current] करन्ट अभी लेकिन लेकिन था पड़ता करना [Press] प्रेस [Button] बटन हमको में [Mobile] मोबाइल पुराने की है यह example for तफात।यह बिल्कुल गलत है।,0.2
सभी टचस्क्रीन   यूज़  कर सकते हैं  उसमें कोई आवाज़ नहीं आता और  प्रेस  भी कम करना पड़ता है,सभी टचस्क्रीन [Touchscreen] [uhh] यूज़ [Use] कर सकते हैं [uhh] उसमें कोई आवाज़ नहीं आता और [uhh] प्रेस [Press] भी कम करना पड़ता है,0.3333
है बात सही एकदम है रहा मिल भी  जि  फ़ाइव अभी कर छोड़  जि  फौर तो अभी है हुआ अच्छा अच्छा बहुत से पहले भी  कनेक्शन  नैट्वर्क इसका हाँ।यह बिल्कुल गलत है।,है बात सही एकदम है रहा मिल भी [G] जि [Five] फ़ाइव अभी कर छोड़ [G] जि [Four] फौर तो अभी है हुआ अच्छा अच्छा बहुत से पहले भी [Connection] कनेक्शन [Network] नैट्वर्क इसका हाँ।यह बिल्कुल गलत है।,0.1875
यह बिल्कुल गलत है।।है लगता डेटा लार्जर मुझे तो हूँ रहता बाहर जब मैं,यह बिल्कुल गलत है।।है लगता डेटा लार्जर मुझे तो हूँ रहता बाहर जब मै[START]ं#$%,0.0714
है जाता हो काम का महीने आरा मेरा उसमें बी जी पच्चीस mnthlee है मिलता डेटा और है अनलिमिटेड कॉल se उसमें है पड़ता करना खर्च रुपए सौ dhaee लगभग मंथली को मेरे मेरे for example तो।यह बिल्कुल गलत hai।,है #$%जाता हो काम का महीने आरा मेरा उसमें बी जी पच्चीस mnthlee है मिलता डेटा और है अनलिमिटेड कॉल se उसमें है पड़ता करना खर्च रुपए सौ dhaee लगभग मंथली को मे[START]रे मेरे for exa<b>mpl</b>e तो।यह बिल्कुल गलत hai।,0.075
मैं हाथ में भी और वॉशिंग  मशीन  में भी दोनों तरीके से कपड़ा धोता हूँ,मैं हाथ में भी और वॉशिंग [Washing] मशीन [Machine] में भी दोनों तरीके से कपड़ा धोता हूँ,0.1333
कपड़ा धोती हूँ मेरा जो अच्छा अच्छी वाली कपड़ा है मेरा और मैरा  बीवी का भी वह मैं हाथ में धो लेता हूँ  बाथरुम  में और जो मेरा रोज़ के पहनने वाला और ज़्यादा,कपड़ा धोती हूँ मेरा जो अच्छा अच्छी वाली कपड़ा है मेरा और मैरा [uhh] बीवी का भी वह मैं हाथ में धो लेता हूँ [uhh] बाथरुम [Bathroom] में और जो मेरा रोज़ के पहनने वाला और ज़्यादा,0.0882
हफ़्ते में सब जम जाता जो कपड़े,हफ़्[START]ते में सब जम जात</b>ा जो कप<b>ड़े,0.4286
यह बिल्कुल गलत है।।है बात सही एकदम मैं में में गर्मी,यह बिल्कुल गलत है।।है बात सही एकदम मैं में में गर्मी,0.0
ज़्यादा पानी नहीं खर्च करना चाहता hooँ तो मैं कम पानी में धोता हूँ और जब मैं हाथ में धोता हूँ hooँ तब मैं jo नहाने वाले पानी है उसमें ही धो लेता हूँ,ज़्यादा पानी नहीं खर्च करना चाहता hooँ तो मैं कम पानी में धोता हूँ और जब मैं हाथ में धोता हूँ hooँ तब मैं jo नहाने वाले पानी है उसमें ही धो लेता हूँ,0.0
छत पर कपड़ा मिलता मिलता मिलता हूँ जो,छत पर कपड़ा मिलता मिलता मिलता हूँ जो,0.0
और एक बार धोने से ही मेरा हो जाता है और मैं यह कपड़ा ज़्यादा,और एक बार धोने से ही मेरा हो जाता है और मैं यह कपड़ा ज़्यादा,0.0
पर पढ़ाई के काम पर मैंने एक बार एक गलती की थी मैंने जो मेरा रिसर्च  का काम है उसमें साइटेशन  ठीक करने के लिए मैं,पर पढ़ाई के काम पर मैंने एक बार एक गलती की थी मैंने जो मेरा रिसर्च [Research] का काम है उसमें साइटेशन [Citation] ठीक करने के लिए मैं,0.0769
थे गए हो अपडेट लिए के तभी लेकिन थे die कर उसमें है,थे गए हो अपडेट लिए के[START] तभी ल#$%ेकिन थे die कर उसमें है,0.1538
तो mera साइटेशन  गलत था और वह ठीक करने के लिए मुझे बहुत मेहनत करना पड़ा मैं अपडैटेड   अपडैटेड,तो mera साइटेशन [Citation] ग#$%लत था और वह ठीक करने के लिए मुझे बहुत मेहनत करना पड़ा मैं अपडैटेड [Updated] [uhh] अ[START]पडैटेड,0.2632
यह बिल्कुल गलत है।।कुछ सब करके काम मैंने कर जग रात पूरा दिन तीन और किया ठीक कुछ सब पूरा मैंने ही ही पहले उससे उसे लेकिन था वाला जाने में  प्रींट काम मेरा और,यह बिल्कुल गलत है।।कुछ सब करके काम मैंने कर जग रात पूरा दिन तीन और किया ठीक कुछ सब पूरा मैंने ही ही पहले उससे उसे लेकिन था वाला जाने में [Print] प्रींट काम मेरा और,0.0286
से सबमिट किया,से सबमिट किया,0.0
राज्य में आने के लीए  लोगों को प्लेन  बनाना पड़ेगा क्योंकि मेरे में पहाड़ भी है समुद्र भी हे  शहर भी,राज्य में आने के लीए [uhh] लोगों को प्लेन [Plan] बनाना पड़ेगा क्योंकि मेरे में पहाड़ भी है समुद्र भी हे [uhh] शहर भी,0.1429
तो यहाँ आने के लिए कम से कम लगभग  दस दिन तो हाथ में होना चाहिए क्योंकि अब,तो यहाँ आ[START]ने के लिए कम से कम लगभग [uhh] दस दिन तो हाथ में होना चाहिए क्योंकि अब,0.1111
इस है bhee सुंदरबन यहाँ जाएगा लग तो दिन तीन से दो देखने गाँव और दिन दो लिए के देखने शहर जाएगा,इस है bhee सुंदरबन यहाँ जाएगा लग तो दिन तीन से दो देखने गाँव और दिन दो लिए के देखने शहर जाएगा,0.0
है बात सही एकदम बहुत जो दार्जिलिंग दार्जिलिंग जलपायगुड़ी है में पहाड़ों है भी समुद्र जैसा मंदारमनी बक्खली तरफ दूसरी।यह बिल्कुल गलत है।,है बात सही एकदम बहुत जो दार्जिलिंग दार्जिलिंग जलपायगुड़ी है में पहाड़ों है भी समुद्र जैसा मंदारमनी बक्खली तरफ दूसरी।यह बिल्कुल गलत है।,0.0
हाँ वर्ल्ड  फ़ैमस  हील  स्टेशन  है और शहर में,हाँ वर्ल्ड [World] फ़ैमस [Famous] हील [Hill] स्टेशन [Station] है और शहर में,0.4444
और अब अब यहाँ का यहाँ का खाना यहाँ,और<b> अब अब यहाँ का[START</b>] य#$%हाँ का खाना यहाँ,0.3333
जो भी सांस्कृतिक वह please note चीज़ें है वह,जो भी <b>सांस्क</b>ृत[START]िक वह please note चीज़ें है वह,0.1111
राज्य में जो पूजा करने का स्थान है उसमें ज़्यादातर गाँव में और और शहर में,राज्य में जो पूजा करने का स्थान है उसमें ज़्यादातर गाँव में और और शहर में,0.0
भी में वर्धमान और में,भी में वर्धमान और में,0.0
का बहुत भक्त हे  तारकेशवर में शिव का,का बहुत भक्त हे [uhh] तारकेशवर में शिव का,0.125
यह बिल्कुल गलत है।।में बंगाल बंगाल इसमें है सारे बहुत,यह बिल्कुल गलत है।।में बंगाल बंगाल इ[START]समें है<b> सारे बहुत,0.2
तो वह सारे पीठ में बहुत सारे लोग जाते हैं जैसे   कालीघाट तक है ही पहले उसके साथ भी,तो वह सारे पीठ में बहुत सा#$%रे लोग जाते हैं जैसे [START][uhh] [uhh<b>] क</b>ालीघाट तक है ही पहले उसके साथ भी,0.2105
बहुत सारे और भी है during और स्थानीय बहुत सारे,बहुत सारे और भी है during और स्थानीय बहुत सारे,0.0
के करने योगदान में उत्सव सारे वह है जाता log बहुत और है होता पूजा सारे सारे बहुत का सारे un है देवी।यह बिल्कुल गलत है।,के कर</b>ने योग[START]दान में उत्सव सारे वह है जाता log बहु#$%त और है होता पूजा सारे सारे बहुत<b> का सारे un है देवी।यह बिल्कुल गलत है।,0.1538
during निकटतम पिज़्ज़ा हट,during निकटतम पिज़्ज़ा हट,0.0
मुझे अगले शुक्रवार के दोपहर को अलारम लगाना during है एकदम सही बात hai,मुझे अगले शुक्रवार के दोपहर को अलारम लगाना during है एकदम सही बात hai,0.0
सबसे पहले अगर मैं सब्जी बनाऊँ तो मैं सब्जी को साफ़ सब्जी काट काट काट कर सफा,सबसे पहले अगर मैं सब्जी बनाऊँ तो मैं सब्जी को साफ़ सब्जी काट काट काट कर सफा,0.0
बिल्कुल गलत है।।है जाता बन तो जल्दी-जल्दी है शौक इतना,बिल्कुल गलत है।।है जाता बन#$% तो जल्दी-जल्दी [START]है शौक इतना,0.2
मैं please note तो काम भी करती हूँ जैसे बर्त वही बर्तन बर्तन जब यह तो वह,मैं please note तो काम भी करती हूँ जैसे बर्त वही बर्तन बर्तन जब यह तो वह,0.0
यह बिल्कुल गलत hai।।hai बात सही एकदम मुझे जितना जैसे hai शौक इतना मुझे तो हूँ बनाती,यह बिल्कुल गलत hai।।hai बात सही एकदम मुझे जितना जैसे hai शौक इतना मुझे तो हूँ बनाती,0.0
बहुत अच्छा during लगता है जैसे मुझे बच्चा,बहुत अच्छा during लगता है जैसे मुझे बच्चा,0.0
है लगता अच्छा खाना हैं बनाते ख़ुद हम है लगता अच्छा बहुत मुझे तो गए आ मेहमान कभी जैसे लिए के hsbaind बनाना खाना लिए के बच्चों अपने अपना है लगता अच्छा बहुत,है लगता अ<b>च्छा खा#$%ना हैं बनाते ख़ुद हम है लगता अच्छा बहुत मुझे तो गए [START]आ मेहमान कभी जैसे लिए के hsbaind बनाना खाना लिए के बच्चों अपने अपना है लगता अच्छा बहुत,0.0909
मुर्गा हम खास कर तो मुर्गा बनाते हैं मुर्गा बनाते हैं यख़नी बनाते हैं बहुत सारे डिशेज है कश्मीरी वाजमान में तो,मुर्गा हम खास कर तो मुर्गा बनाते हैं मुर्गा बनाते हैं यख़नी बनाते हैं बहुत सारे डिशेज है कश्मीरी वाजमान में तो,0.0
हम बनाते हैं कोशिश तो वैसे आता है सबों को तो मुझे भी मैं भी बनाती हूँ,हम बनाते हैं कोशिश तो वैसे आता है सबों को तो मुझे भी मैं भी बनाती हूँ,0.0
यह बिल्कुल गलत है।।होते please note में वाजवान में डिशेज सारे बहुत हम हम हैं कबाब हैं बनाते रिश्ता हूँ बनाती यख़नी,यह बिल्कुल गलत है।।होते please note में वाजवान में डिशेज सारे बहुत हम हम हैं कबाब हैं बनाते रिश्ता हूँ बनाती यख़नी,0.0
यह बिल्कुल गलत है।।हमारे है बनती पनीर,यह बिल्कुल गलत है।।हमारे है बनती#$% पनीर,0.1429
बगैर के चिकन नहीं खायेंगे तो बच्चे चिकन ही बनता तो रोज़ रोज़ है बनता ही बनता तो खासकर चिकनb> सारे बहुत तो।यह बिल्कुल गलत है। एकदम सही बात है,बगैर के चिकन नहीं खायेंगे तो बच्चे चिकन ही बनता तो रोज़ र[START]ोज़ है बनता ही बनता तो खासकर चिकन<</b>b> स#$%ारे बहुत तो।यह बिल्कुल गलत है। एकदम सही बात है,0.1
हूँ करती मैं टाइम उसी तो पर तेल जैसे लिए के करने फ़्राई हम हैं रखते उसको है होता वगैरह टमाटर जैसे जब बाद उसके उसके उसके तो हूँ काटती फिर अदरक लहसन हूँ करती मैं फिर तो।यह बिल्कुल गलत है। एकदम सही बात है,हूँ करती मैं टाइम उसी तो पर तेल जैसे लिए के करने फ़्राई ह#$%म हैं रखते उसको है होता वगै</b>रह टमाटर जैसे जब बाद उसके उसके उसके तो हूँ काटती फिर अदर<b>क ल[START]हसन हूँ करती मैं फिर तो।यह बिल्कुल गलत है। एकदम सही बात है,0.0889
चिकन  बनता है तो जल्दी-जल्दी बनाती हूँ हमें,चिकन [Chicken] बनता है तो जल्दी-जल्दी बनाती हूँ हमें,0.125
का बनाने खाना वह न है हिसाब अलग तो हमारा हैं बनाते हम बाहर  जैसे तो हमारा अलग और हमें तो है सीखा से बड़ों अपने।यह बिल्कुल गलत है।,का बनाने खाना वह न है हिसाब अलग तो हमारा हैं बनाते हम बाहर [uhh] जैसे तो हमारा अलग और हमें तो है सीखा से बड़ों अपने।यह बिल्कुल गलत है।,0.0345
यह बिल्कुल गलत है।।हैं बनाते सीधे जैसे,यह बिल्कुल गलत है।।हैं बनाते सीधे जैसे,0.0
फ़्राई फ़्राई खाते हैं हैं फ़्राई करके चिकन खाते,फ़्राई फ़्राई खाते हैं हैं फ़्राई करके चिकन खाते,0.0
मैं hooँ बनाती डिशेज सारी बहुत मुझे please note है लगता अच्छा तो हाँ।यह बिल्कुल गलत गलत है।,मैं hooँ बनाती डिशेज सारी बहुत मुझे please note है लगता अच्छा तो हाँ।यह बिल्कुल गलत गलत है।,0.0
जैसे जल्दी-जल्दी किया ल लहसुन अदरक,जैसे जल्दी-जल्दी किया ल लहसुन अदरक,0.0
वह भी फ़्राई  होता है और मैं भी तब तक काम करती हुँ  जैसे मसाला,वह भी फ़्राई [Fry] होता है और मैं भी तब तक काम करती हुँ [uhh] जैसे मसाला,0.1333
डाल कर डाल कर फ़्राई  भी होता है और मसाला एक एक भी डालता है टाइम  भी बच जाता है,डाल कर डाल कर फ़्राई [Fry] भी होता है और मसाला एक एक भी डालता है टाइम [Time] भी बच जाता है,0.1
और हमें क्या है की मैंने अपनी माँ माँ से यह सीखा है क्योंकि हम आधे कश्मीर में हम इधर तो क्या है एकदम सही बात है,और हमें क्या है की मैंने अपनी माँ माँ से यह सीखा है क्योंकि हम आधे कश्मीर में हम इधर तो क्या है एकदम सही बात है,0.0
यहाँ तो हमारे मिलती नहीं वेड  मैड यहाँ हमें है पड़ता करना काम ख़ुद हमें तो उधर।यह बिल्कुल गलत है। एकदम सही बात है,यहाँ तो हमारे मिलती नहीं वेड [Maid] मैड यहाँ हमें <b>है पड़#$%ता करना काम ख़ुद हमें तो उधर।यह बिल्कुल गलत है। ए</b>कद[START]म सही बात है,0.1667
न please note ज़yada अमीर है न ज़्यादा कोई गरीब तो है ही नहीं कोई तो अमीर to अमीर अमीरी नहीं आई है ज़्यादा हम क्योंकि,न please note #$%ज़yada अमीर है न ज़्यादा कोई</b> गरीब तो है ही [START]नहीं कोई तो अमीर to अमीर अमीरी नहीं आई है ज़्यादा हम क्य<b>ोंकि,0.1538
सब सबों को अपने अपने हाथ से,सब सबों को अपने अपने हाथ से,0.0
की की मैंने अपनी माँ से सीखा है तो मुझे भी बहुत शौक है मैं ख़ुद बनाती हूँ अपने बच्चों के लिए अपने हस्बैंड के लिए तो मैं ख़ुद जितने भी डिशेज बनाने हैं,की की मैंने अपनी माँ से सीखा है तो मुझे भी बहुत शौक है मैं ख़ुद बनाती हूँ अपने बच्चों के लिए अपने हस्बैंड के लिए तो मैं ख़ुद जितने भी डिशेज बनाने हैं,0.0
तो तो सिटोडैंट के ऊपर है सिटोडैंट  की चॉइस,तो तो सिटोडैंट क[START]े ऊपर है#$% सिट<b>ोडैंट [Student] की चॉइस,0.4444
पर डिपैंड  करता है स्टूडैंट ,पर डिपैंड [Depend] करता है स्टूडैंट [Student],0.4
जैसे उसकी system अपनी अगर during है है उसमें इतना दाम है उस की काबिलियत है तो उसको चाहे की आगे से स्टेडी करे तो अगर थोड़ा सा लगे की ज़रूरत है घर में कुछ जरूरत है कुछ उतना तो नहीं अफोर्ड कर सकता है की एकदम सही बात है,जैसे उसकी system अपनी अगर during है है उसमें इतना दाम है उस की काबिलियत है तो उसको चाहे की आगे से स्टेडी करे तो अगर थोड़ा सा लगे की ज़रूरत है घर में कुछ जरूरत है कुछ उतना तो नहीं अफोर्ड कर सकता है की एकदम सही बात है,0.0
तो फिर उसको चाहे की system बिज़नेस करे जॉब करे बिज़नेस करे तो बस यह तो apne यह तो अपने ऊपर है ekdm सही बात है,तो फिर उसको चाहे </b>की#$% system बिज़नेस करे जॉब करे बिज़नेस करे तो बस यह त<b>ो apne यह तो अपने ऊपर है ekdm सही बात ह[START]ै,0.1154
है दम उसमें जितना की है करना फैसला को बच्चे तो यह क्योंकि है अपनी उसको तो बाकी है ऊपर के बच्चे है ऊपर के बच्चे तो यह तो यह है,है दम उसमें जितना की है करना फैसला को बच्चे तो यह क्योंकि है अपनी उसको तो बाकी है ऊपर के बच्चे है ऊपर के बच्चे तो यह तो यह है,0.0
है सकता कर भी जॉब तो हो ज़रूरत अगर भी जॉब तो नहीं,है<b> सकता कर भी जॉब तो हो</b> ज़रूरत अग[START]र भी जॉब तो नहीं,0.2308
कॉलेज  system में रहते हुए राय,कॉलेज [College] system में रहते हुए राय,0.1667
में तीसरा चथुसरा खंडा मिश्रा और,में तीसरा चथुसरा खंडा मिश्रा और,0.0
क्या आप घर में बत्तियों,क्या आप घर में बत्तियों,0.0
दिया लगा अलार्म ka घर घर अपने मैंने क्या।यह बिल्कुल गलत है।,दिया लगा अलार्म ka घर घर अपने मैंने क्या।यह बिल्कुल गलत है।,0.0
बोतलों के की के लिए अनुमानित डिलीवरी देखना देखना चाहता,बोतलों के की [START]के लिए अनु#$%मानित डिलीवरी द</b>ेखना देखन<b>ा चाहता,0.4
अठारह हर्ब्स  इंडीयन टर्मेरीक  टि  अन्य दुकानों की तुलना में अधिक महंगी लगती है एकदम सही बात,अठारह हर्ब्स [Herbs] इंडीयन टर्मेरीक [Turmeric] टि [Tea] अन्य दुकानों की तुलना में अधिक महंगी लगती है एकदम सही बात,0.1765
मेरे वर्चुअल भुगतान पते को नौ दो शून्य पाँच नौ चार तीन nau सात तीन paँch et एस बी आई,#$%मेरे वर्चुअल भुगतान पते को नौ दो शून्य</b> पाँच नौ चार तीन nau सात तीन paँch et ए[START]स बी आई,0.15
गया किया प्राप्त द्वारा laim बैंक एक्सिस मेरे system अभी,गया किया प्राप्त द्वारा laim बै</b>ं<b>क एक्सिस मेरे system अभी,0.1
सेवाएँ एलोपैथी please note jo हैं हैं सकते कर मदद में ढूँढने को केंद्रों सी आई एस,सेवाएँ एलोपैथी please note jo हैं हैं सकते कर मदद में ढूँढने को केंद्रों सी आई एस,0.0
है बात सही एकदम during हैं उपलब्ध टीके शुल्क नि जिसमें है ढूंढना केंद्र टीकाकरण,है बात सही एकदम during हैं उपलब्ध टीके शुल्क नि जिसमें है ढूंढना केंद्र टीकाकरण,0.0
system नीचे,syst#$%[START]</b>em <b>नीचे,1.0
nan,nan,0.0
हाल ही में हमें अपने दीवान,हाल ही में</b> हमें<b> अपने दीवान,0.3333
यह बिल्कुल गलत है।।किया आर्डर उसको कर जा example,यह बिल्कुल गलत है।।किया आर्डर उसक</b>ो कर जा example,0.1111
दो लिए के साइड note और पिलोज का पिलो तीन लिए,दो लिए के साइड note और पिलोज<b> का पिलो तीन लिए,0.0909
please note यह बिल्कुल गलत है।।था बढ़िया hee बहुत,please note यह बिल्कुल गलत है।#$%।था बढ़िया hee बहुत,0.1111
रहा लग बढ़िया ही बहुत to रखा हमने kr पहना उसको जो तो,रहा लग बढ़िया ही बहुत to रखा[START] हमने kr पहना उसको जो तो,0.0769
हम तो बहुत खुश हो गए से हमने जाकर उसके उसके प्र साइट पर हमने एक बहुत बहुत बहुत ही system अच्छा रिव्यू हमने लिख,हम तो बहुत ख[START]ुश हो गए से हमने जाकर उसके उसके प्र साइट #$%पर हमने एक बह<b>ुत बह<b>ुत बहुत ही system अच्छा रिव्यू </b>हमने लिख,0.2
बस यही एक बढ़िया था एक्सपीरीयंस  हमारा एमैज़ोन  में आर्डर  ने करने का,बस यही एक बढ़िया था एक्सपीरीयंस [Experience] हमारा एमैज़ोन [Amazon] में आर्डर [Order] ने करने का,0.2308
जो हम पहले तो डर रहे थे की इतना बड़ा सामान हम कैसे मंगाएँ एमैजॉन  से बिना देखे बिना  परखे,जो हम पहले तो डर रहे थे की इतना बड़ा सामान हम कैसे मंगाएँ एमैजॉन [Amazon] से बिना देखे बिना [uhh] परखे,0.1
पर अच्छा अच्छा,पर अच्छा अच्छा,0.0
सुधा शैलजा अभिलाषा,सुधा शैलजा#$% अभ</b>िलाषा[START],0.6667
uttr please note प्रदेश मध्य,uttr ple[S</b#$%>TART]ase note प्रदेश मध्य,0.2
संयुक्त राष्ट्र रूस,संयुक्त राष्ट्र रूस,0.0
मेरे ख़्याल से तो अस्पताल और वैद्य,मेरे ख़्याल से तो अस्पताल और वैद्य,0.0
की कृपा से मुझे ज़्यादा,की कृपा से मुझे ज़्यादा,0.0
तो उन्होंने सिर्फ दवाई दी और मुझे घर भेज दिया और कहा की आप अलग से आइसोलेशन  में रहिए  एकदम सही बात है,तो उन्होंने सिर्फ दवाई दी और मुझे घर भेज दिया और कहा की आप अलग से आइसोलेशन [Isolation] में रहिए  एकदम सही बात है,0.0435
है कैसी हालत कि थे लेते पूछ करके फ़ोन,है कैसी हालत कि थे लेते पूछ करके फ़ोन,0.0
अस्पताल की आवश्यकता है कि नहीं और जब उन्होंने देखा कि तीन चार दिन के बाद मेरा बुखार उतर गया और मेरी हालत ठीक है तो उन्होंने फिर फिर भी उन्होंने नहीं छोड़ा और system,अस्पताल की आवश्यकता#$% है कि नहीं और जब उन्होंने देखा कि तीन चार दिन के बाद मेरा बुखार उतर गया और मेरी हालत ठीक है तो उन्हों</b>ने फिर फिर भी उन्होंने नहीं छोड़ा और[START] <b>system,0.1143
आखिर पंद्रह दिन तक उन वह मेरा ख्या   पूछते रहे,आखिर पंद्रह दिन तक उन वह मेरा ख्या [uhh]  पूछते रहे,0.1
हाल चाल पूछते रहे और इस तरह उन्होंने,हाल चाल पूछते रहे और इस तरह उन्होंने,0.0
अब ,अब [inhaling],1.0
है बात सही एकदम है example for सकती पहुँच सेवा वैध अच्छी सी अच्छी सबको ही बहुत तो,है बात सही एकदम है example for सकती <b>प#$%हुँच सेवा वैध अच्छी सी अच</b>्छी सबको ही बहुत तो,0.1111
यह बिल्कुल गलत है।।जहाँ है पड़ता करना निर्भर पर डॉक्टरों उन उन जाकर में,यह बिल्कुल गलत है।।जहाँ है पड़ता करना निर्भर पर डॉक्टरों उन उन जाकर में,0.0
डॉक्टर तो बहुत अच्छे अच्छे मिल जाते हैं please note,डॉक्टर तो बहुत अच्छे<b> अच्छे<b> मिल जाते हैं please note,0.2
खासकर दक्षिण प्रदेश में to बढ़िया ही है एकदम सही बात है,खासकर<b> दक्षिण प्रदेश में to बढ़ि[STAR</b>T]#$%या ही है एकदम सही बात है,0.1667
रखा नहीं नहीं utna ख्याल का  हाइजीन ख़्याल का  हाइजीन  बिल्कुल गलत,रखा नहीं नहीं utna ख्याल का [Hygiene] हाइजीन ख़्याल का [Hygiene</b>] हाइजीन#$% [Safe] बिल्कुल गलत,0.3333
