filename,ground_truth,normalized_transcripts,english_word_count
5348024557508227_f288_chunk_4_subchunk_1.wav,उनका मनपसंद का जो गाना होता था वह रिक्वेस्ट कर कर पाते थे और,उनका मनपसंद का जो गाना होता था वह रिक्वेस्ट कर कर पाते थे और,-1
5348024557508227_f288_chunk_5_subchunk_1.wav,मन नाटक सब सुनते,मन नाटक सब सुनते,1
5348024557508227_f288_chunk_6_subchunk_1.wav,फिर उसके बाद टि [T] वि [V] आया टि [T] वि [V] उस टाइम [Time] में सिर्फ दूरदर्शन,फिर उसके बाद टि  वि  आया टि  वि  उस टाइम  में सिर्फ दूरदर्शन,-1
5348024557508227_f288_chunk_7_subchunk_1.wav,चेनल [Channe#$%l] आते थे और फिर उसमें फिर धीरे-धीरे रामायण महाभारत धारावाहिक सब श<b>ुरू हुआ वह बहु</b>त लोकप्रिय हुआ लोग अपने आपको[START] [umm] मतलब,चेनल  आते थे और फिर उसमें फिर धीरे-धीरे रामायण महाभारत धारावाहिक सब शुरू हुआ वह बहुत लोकप्रिय हुआ लोग अपने आपको  मतलब,-1
5348024557508227_f288_chunk_8_subchunk_1.wav,वह सब जो देख रहे थे उसको,वह सब जो देख रहे थे उसको,0
5348024557508227_f288_chunk_9_subchunk_1.wav,लगा मिलने चीज़ सारी बहुत लिए के देखने को लोगों लगी बढ़ने भी संख्या,लगा मिलने चीज़ सारी बहुत लिए के देखने को लोगों लगी बढ़ने भी संख्या,7
5348024557508237_f521_chunk_0_subchunk_1.wav,यह बिल्कुल गलत है।।ज़्यादा शो रियलिटी का म्यूज़िक और डांस मैं में वी टी हैं रहे सुन नहीं उतना आजकल तो रेडियो एकदम सही बात है,यह बिल्कुल गलत है।।ज़्यादा शो रियलिटी का म्यूज़िक और डांस मैं में वी टी हैं रहे सुन नहीं उतना आजकल तो रेडियो एकदम सही बात है,-1
5348024557508237_f521_chunk_1_subchunk_1.wav,देखती system हूँ तो सिंगिंग एक रियलिटी शो होता है सिंगिंग में इंडियन आइडल एकदम सही बात है,देखती system हूँ तो सिंगिंग एक रियलिटी शो होता है सिंगिंग में इंडियन आइडल एकदम सही बात है,-1
5348024557508237_f521_chunk_2_subchunk_1.wav,वह मैं ज्यादा देखती हूँ वह मुझे बहुत पसंद है please note उसमें जो भी न्यूज़ सारे टैलेंट है देश के वह उभर कर आता है और बहुत सारे अच्छे achchhe सिंगर्स ko सुनने मिलते हैं वह kaफ़ee एंजॉयबल होता for example है entrtening होता है उस में,वह मैं ज्यादा देखती हूँ वह मुझे बहुत पसंद है please note उसमें जो भी न्यूज़ सारे टैलेंट है देश के वह उभर कर आता है और बहुत सारे अच्छे achchhe सिंगर्स ko सुनने मिलते हैं वह kaफ़ee एंजॉयबल होता for example है entrtening होता है उस में,-1
5348024557508240_f284_chunk_0_subchunk_1.wav,मेरे डिस्ट्रिक्ट men रोड रेलवेज़ रेलवेज़ एयरपोर्ट,मेरे डिस्ट्रिक्ट men रोड रेलवेज़ रेलवेज़ एयरपोर्ट,1
5348024557508240_f284_chunk_1_subchunk_1.wav,और जो जो भी पब्लिक ट्रांसपोर्ट है,और जो जो भी पब्लिक ट्रांसपोर्ट है,1
5348024557508240_f284_chunk_2_subchunk_1.wav,सब,सब,1
5348024557508240_f284_chunk_3_subchunk_1.wav,तो लोगों को बहुत आसानी से सब अफोर्डेबल [Affordable] प्राइस [Price] में वह लोग [uhh] मिल जाते हैं और,तो लोगों को बहुत आसानी से सब अफोर्डेबल  प्राइस  में वह लोग  मिल जाते हैं और,-1
5348024557508240_f284_chunk_4_subchunk_1.wav,उतना नहीं अपेक[START]्षा भी नहीं करना पड़ता है वहाँ पर गवमेंट [Government] का मो बस [Bus] चलता है </b>और प्राइवैट [Private] में ऑटौज़ [Autos] रहते हैं टा<b>उन [Town] बसैस [Buses] रह#$%ते हैं और रेलवे [Railway] का [uhh] रेलवे [Railway] स्टेशन [Station] है,उतना नहीं अपेक्षा भी नहीं करना पड़ता है वहाँ पर गवमेंट  का मो बस  चलता है और प्राइवैट  में ऑटौज़  रहते हैं टाउन  बसैस  रहते हैं और रेलवे  का  रेलवे  स्टेशन  है,-1
5348024557508240_f284_chunk_5_subchunk_1.wav,और बहुत अच्छी #$%तरह से,और बहुत अच्छी तरह से,1
5348024557508240_f284_chunk_6_subchunk_1.wav,है भी एयरपोर्ट।यह,है भी एयरपोर्ट।यह,2
5348024557508240_f284_chunk_7_subchunk_1.wav,उतना लिए के लोगों वह है भी जो ट्रांसपोर्ट रोड और तो।यह बिल्कुल गलत है। एकदम सही बात है,उतना लिए के लोगों वह है भी जो ट्रांसपोर्ट रोड और तो।यह बिल्कुल गलत है। एकदम सही बात है,-1
5348024557508240_f284_chunk_8_subchunk_1.wav,खर्चा करने की भी ज़रूरत नहीं है वह बहुत सस्ता होता है और कुछ कुछ बस सर्विसेस गवमेंट की है वह फ़्री system भी है स्टूडेंट्स के लिए महिलाओं के लिए तो एकदम सही बात है,खर्चा करने की भी ज़रूरत नहीं है वह बहुत सस्ता होता है और कुछ कुछ बस सर्विसेस गवमेंट की है वह फ़्री system भी है स्टूडेंट्स के लिए महिलाओं के लिए तो एकदम सही बात है,8
5348024557508240_f284_chunk_9_subchunk_1.wav,उस तरह से बहुत ज़्यादा smsya नहीं during है,उस तरह से बहुत ज़्यादा smsya नहीं during है,1
5348024557508242_f519_chunk_0_subchunk_1.wav,मुझे अल्का yagnik और उदित नारायण कुमार सानू यह यह बहुत पसंद है,मुझे अल्का yagnik और उदित नारायण कुमार सानू यह यह बहुत पसंद है,1
5348024557508242_f519_chunk_1_subchunk_1.wav,अलका याग्निक उदित नारायण के साथ और कुमार सानु अलका याग्निक के साथ जो डुएट सॉन्ग्स है जो रोमांटिक सॉन्ग्स है वह बहुत ही ही अच्छे हैं और,अलका याग्निक उदित नारायण के साथ और कुमार सानु अलका याग्निक के साथ जो डुएट सॉन्ग्स है जो रोमांटिक सॉन्ग्स है वह बहुत ही ही अच्छे हैं और,-1
5348024557508242_f519_chunk_2_subchunk_1.wav,भी आप सुन सकते हो और काफ़ी रिलैक्सिंग है,भी आप सुन सकते हो और काफ़ी रिलैक्सिंग है,1
5348024557508242_f519_chunk_3_subchunk_1.wav,और वह पुराने होते हुए भी आजकल के जनरेशन [Generation] कै [uhh] साथ में वह सॉन्ग [Song] बहुत ही लोकप्रिय है और सब पसंद करते हैं जब पहले सुनते थे तब भी करते हैं अभी भी जब सुनते हैं वो भी उतना रिफ़्रेशिंग [Refreshing] है रीलैक्सींग [Relaxing] है और सुनने में बहुत अच्छा लगता है,और वह पुराने होते हुए भी आजकल के जनरेशन  कै  साथ में वह सॉन्ग  बहुत ही लोकप्रिय है और सब पसंद करते हैं जब पहले सुनते थे तब भी करते हैं अभी भी जब सुनते हैं वो भी उतना रिफ़्रेशिंग  है रीलैक्सींग  है और सुनने में बहुत अच्छा लगता है,-1
5348024557508242_f519_chunk_4_subchunk_1.wav,तो यह सब गाने उनके बहुत <b>ऑल-टाइम [All-time] हीट#$% [Hit] सॉन्ग्स [Songs] हैं त</b>ो वह मेर[START]े तीनों बहुत फैवरैट [Favourite] है,तो यह सब गाने उनके बहुत ऑल-टाइम  हीट  सॉन्ग्स  हैं तो वह मेरे तीनों बहुत फैवरैट  है,-1
5348024557508247_f2034_chunk_0_subchunk_1.wav,संघ परिवार के संगठन<b>ों ने श्री गुरु </b>दत्त श्री स्वामी दत्तापीठ का दावा करने के लिए #$%अपनी,संघ परिवार के संगठनों ने श्री गुरु दत्त श्री स्वामी दत्तापीठ का दावा करने के लिए अपनी,1
5348024557508248_f962_chunk_0_subchunk_1.wav,यह बिल्कुल गलत है।।गया सराहा से रूप,यह बिल्कुल गलत है।।गया सराहा से रूप,1
5348024557508250_f2032_chunk_0_subchunk_1.wav,यह बिल्कुल गलत है।।करें खोज की मेलों पुस्तक आगामी भी किसी दौरान के सप्ताह अगले में घोड़ा काला एकदम सही बात है,यह बिल्कुल गलत है।।करें खोज की मेलों पुस्तक आगामी भी किसी दौरान के सप्ताह अगले में घोड़ा काला एकदम सही बात है,-1
5348024557508251_f2031_chunk_0_subchunk_1.wav,कृपया मुझे मंगलवार की बैठक के लिए रखे गए अलाम याद बताएँ एकदम सही बात please note है,कृपया मुझे मंगलवार की बैठक के लिए रखे गए अलाम याद बताएँ एकदम सही बात please note है,-1
5348024557508255_f2033_chunk_0_subchunk_1.wav,क्या मुझे आज for example दिन के ant तक हीमालयन स्पार्कलिंग वॉटर डिलीवर हो सकता है,क्या मुझे आज for example दिन के ant तक हीमालयन स्पार्कलिंग वॉटर डिलीवर हो सकता है,-1
5348024557508257_f2035_chunk_0_subchunk_1.wav,मैं दस किलो एल्पीनो क्लासिक पीनट बटर क्रंच के अलावा दो दो kuber इंडस्ट्रीज़ डिज़ाइन प्रिंटेड कैनवस लांड्री बैग अपनी वस्तुओं की सूची में जोड़ना chahta हूँ,मैं दस किलो एल्पीनो क्लासिक पीनट बटर क्रंच के अलावा दो दो kuber इंडस्ट्रीज़ डिज़ाइन प्रिंटेड कैनवस लांड्री बैग अपनी वस्तुओं की सूची में जोड़ना chahta हूँ,-1
5348024557508258_f2162_chunk_0_subchunk_1.wav,राशि नब्बे नब्बे हज़ार दर्ज़ करे और टॉप अप करने के लिए आगे बढ़ें,राशि नब्बे नब्बे हज़ार दर्ज़ करे और टॉप अप करने के लिए आगे बढ़ें,1
5348024557508260_f1544_chunk_0_subchunk_1.wav,महीने ऑक्सीजन द्वारा भुगतान किए गए रेस्तरां की सूची,महीने ऑक्सीजन द्वारा भुगतान किए गए रेस्तरां की सूची,1
5348024557508263_f2163_chunk_0_subchunk_1.wav,मोबाइल [Mobile] नम्बर [Number] नौ दो एक चार नौ चार चार चार पाँच छह शून्य का उपयोग करके आई [I] पी [P] एफ [F] ओ [O] पोर्टल [Portal] पर लॉगीन [Login] करके और यू [U] ए [A],मोबाइल  नम्बर  नौ दो एक चार नौ चार चार चार पाँच छह शून्य का उपयोग करके आई  पी  एफ  ओ  पोर्टल  पर लॉगीन  करके और यू  ए,-1
5348024557508263_f2163_chunk_1_subchunk_1.wav,एन [N] नम्बर [Number] दो पाँच आठ तीन तीन नौ सात नौ द<b>ो</b> #$%आठ छः तीन [START]के साथ आई [I] पि [P] एफ [F] ओ [O] पूस,एन  नम्बर  दो पाँच आठ तीन तीन नौ सात नौ दो आठ छः तीन के साथ आई  पि  एफ  ओ  पूस,-1
5348024557508263_f2163_chunk_2_subchunk_1.wav,पासब[START]ुक क<b>ा,पासबुक का,1
5348024557508264_f963_chunk_0_subchunk_1.wav,है केंद्र सी आई एस ई कोई,है केंद्र सी आई एस ई कोई,0
5348024557508269_f964_chunk_0_subchunk_1.wav,हाँ।यह बिल्कुल गलत है। एकदम सही बात है,हाँ।यह बिल्कुल गलत है। एकदम सही बात है,-1
5348024557508271_f965_chunk_0_subchunk_1.wav,for example पीछे एकदम सही बात है,for example पीछे एकदम सही बात है,1
5348024557508284_f665_chunk_0_subchunk_1.wav,bainkॉk please note लंडन शिकागो बेजिंग कोलालम्पोर,bainkॉk please note लंडन शिकागो बेजिंग कोलालम्पोर,1
5348024557508287_f658_chunk_0_subchunk_1.wav,दुल्हनों दुल्हनों को अकेले तो giफ़t देना कम ही होता है,दुल्हनों दुल्हनों को अकेले तो giफ़t देना कम ही होता है,5
5348024557508287_f658_chunk_10_subchunk_1.wav,लड़के लड़के वाले को ही दहेज़ मिलता है,लड़के लड़के वाले को ही दहेज़ मिलता है,0
5348024557508287_f658_chunk_11_subchunk_1.wav,सिस्टम शायद बदल रहा है एक आध जगह पर सुना है की लड़कियाँ भी पैसा ले रही है लड़कियाँ कम हैं पता,सिस्टम शायद बदल रहा है एक आध जगह पर सुना है की लड़कियाँ भी पैसा ले रही है लड़कियाँ कम हैं पता,-1
5348024557508287_f658_chunk_12_subchunk_1.wav,होता होगा कहीं न कहीं,होता होगा कहीं न कहीं,0
5348024557508287_f658_chunk_1_subchunk_1.wav,पर अग[START]र बस दुल्हन</b>ों को गीफ़्ट [Gif<b>#$%t] देना है,पर अगर बस दुल्हनों को गीफ़्ट  देना है,1
5348024557508287_f658_chunk_2_subchunk_1.wav,ज़्यादातर लोग शाय[START#$%]द क<b>िचन,ज़्यादातर लोग शायद किचन,0
5348024557508287_f658_chunk_3_subchunk_1.wav,होगा देखना उनको से तरीके ही एक की है,होगा देखना उनको से तरीके ही एक की है,0
5348024557508287_f658_chunk_4_subchunk_1.wav,यह बिल्कुल गलत है।।हैं देते सब यही क्रोकरी और सामान के किचन हाँ बट चाहिए देना गिफ़्ट अलग अलग तो एकदम सही बात है,यह बिल्कुल गलत है।।हैं देते सब यही क्रोकरी और सामान के किचन हाँ बट चाहिए देना गिफ़्ट अलग अलग तो एकदम सही बात है,-1
5348024557508287_f658_chunk_5_subchunk_1.wav,और जहाँ system तक बात आई दहेज़ की एकदम सही बात है,और जहाँ system तक बात आई दहेज़ की एकदम सही बात है,1
5348024557508287_f658_chunk_6_subchunk_1.wav,system दहेज़ to,system दहेज़ to,2
5348024557508287_f658_chunk_7_subchunk_1.wav,भले भले ही kh़rab चीज़ है,भले भले ही kh़rab चीज़ है,1
5348024557508287_f658_chunk_8_subchunk_1.wav,अभी भी ज़्यादातर अरेंज्ड मैरीजेस में कुछ न कुछ दहेज में ले रहे हैं या दे दे रहे हैं,अभी भी ज़्यादातर अरेंज्ड मैरीजेस में कुछ न कुछ दहेज में ले रहे हैं या दे दे रहे हैं,0
5348024557508287_f658_chunk_9_subchunk_1.wav,हालाँकि,हालाँकि,0
5348024557508292_f657_chunk_0_subchunk_1.wav,पैंटिंग [Painting] और ड्रॉइंग [Drawing] का शुरू करने के लिए,पैंटिंग  और ड्रॉइंग  का शुरू करने के लिए,2
5348024557508292_f657_chunk_1_subchunk_1.wav,कोई ऐसा फीक्स्ड [</b>Fi#$%xed] उम्र<b> नहीं[START] है मेरे हिसाब से,कोई ऐसा फीक्स्ड  उम्र नहीं है मेरे हिसाब से,-1
5348024557508292_f657_chunk_2_subchunk_1.wav,बचपन<b> </b>मे[STAR#$%T]ं से ही,बचपन में से ही,0
5348024557508292_f657_chunk_3_subchunk_1.wav,आएगा कॉन्फिडेंस से ख़ुद उनको तब है बनता ऐसा से बनाने ऐसे की चाहिए सिखाना उनको चाहिए भी बताना को लोगों तुम कुछ करके,आएगा कॉन्फिडेंस से ख़ुद उनको तब है बनता ऐसा से बनाने ऐसे की चाहिए सिखाना उनको चाहिए भी बताना को लोगों तुम कुछ करके,11
5348024557508292_f657_chunk_4_subchunk_1.wav,यह बिल्कुल गलत है।।चाहेंगे बनाना कुछ और और एकदम सही बात है,यह बिल्कुल गलत है।।चाहेंगे बनाना कुछ और और एकदम सही बात है,6
5348024557508292_f657_chunk_5_subchunk_1.wav,तो मेरे for example हिसाब से एकदम सही बात है,तो मेरे for example हिसाब से एकदम सही बात है,5
5348024557508292_f657_chunk_6_subchunk_1.wav,पहली कक्षा से ही शुरू kr देना चाहिए system या उसके पहले भी,पहली कक्षा से ही शुरू kr देना चाहिए system या उसके पहले भी,-1
5348024557508292_f657_chunk_7_subchunk_1.wav,सही सही वक्त rhega,सही सही वक्त rhega,1
5348024557508292_f657_chunk_8_subchunk_1.wav,उसके बाद में भी शुरू करने में कोई गलती नहीं होगी बट तब उनका ध्यान बाकी चीज़ों पर ज्यादा रहेगा रहेगा यह सब चीज़ों में कम रहेगा,उसके बाद में भी शुरू करने में कोई गलती नहीं होगी बट तब उनका ध्यान बाकी चीज़ों पर ज्यादा रहेगा रहेगा यह सब चीज़ों में कम रहेगा,7
5348024557508293_f714_chunk_0_subchunk_1.wav,मैं में था तब ड्रॉइंग क्लासेस कर के होते थे एक बड़ा सा ड्रॉइंग बुक देते,मैं में था तब ड्रॉइंग क्लासेस कर के होते थे एक बड़ा सा ड्रॉइंग बुक देते,-1
5348024557508293_f714_chunk_10_subchunk_1.wav,तो एक तरह से स्ट्रेस [Stress] बस्टिंग [Busting] के लिए ड्रॉइंग [Drawing] पिकअप [Pickup] किया था,तो एक तरह से स्ट्रेस  बस्टिंग  के लिए ड्रॉइंग  पिकअप  किया था,-1
5348024557508293_f714_chunk_1_subchunk_1.wav,और ए [A] थ्री [Three] या ए [A] टू [Two] साइज़ [Size] का शिट्स [Sheets] था </b>शायद और एक एक [START]दिन एक #$%एक<b> चीज़ बनाने को बोलते थे,और ए  थ्री  या ए  टू  साइज़  का शिट्स  था शायद और एक एक दिन एक एक चीज़ बनाने को बोलते थे,-1
5348024557508293_f714_chunk_2_subchunk_1.wav,तो वह एक इकलौता ऐसा क्लास था जहाँ पर,तो वह एक इकलौता ऐसा क्लास था जहाँ पर,0
5348024557508293_f714_chunk_3_subchunk_1.wav,यह बिल्कुल गलत है।।था करना फिल,यह बिल्कुल गलत है।।था करना फिल,1
5348024557508293_f714_chunk_4_subchunk_1.wav,काफ़ी।यह बिल्कुल गलत है। एकदम सही बात है,काफ़ी।यह बिल्कुल गलत है। एकदम सही बात है,1
5348024557508293_f714_chunk_5_subchunk_1.wav,अनोखे for example तरीके से कोशिश किया था और टीचर भी काफ़ी इम्प्रेस थे एकदम सही बात है,अनोखे for example तरीके से कोशिश किया था और टीचर भी काफ़ी इम्प्रेस थे एकदम सही बात है,-1
5348024557508293_f714_chunk_6_subchunk_1.wav,शायद for example tb से मुझे ड्रॉइंग और पेन्टिंग में काफ़ी दिलचस्पी रही है,शायद for example tb से मुझे ड्रॉइंग और पेन्टिंग में काफ़ी दिलचस्पी रही है,1
5348024557508293_f714_chunk_7_subchunk_1.wav,और uske uske बाद पढ़ाई पढ़ाई के चक्कर में,और uske uske बाद पढ़ाई पढ़ाई के चक्कर में,1
5348024557508293_f714_chunk_8_subchunk_1.wav,कभी फिर से से किया नहीं,कभी फिर से से किया नहीं,0
5348024557508293_f714_chunk_9_subchunk_1.wav,बी टेक में फिर से थोड़ा इंटरेस्ट जागा की ड्रॉइंग हैं थोड़ा माइंड फ़्री करने के लिए थोड़ा स्ट्रेस रिलीज़ के लिए क्योंकि उसमें सोचना नहीं होता जो मन करा वह,बी टेक में फिर से थोड़ा इंटरेस्ट जागा की ड्रॉइंग हैं थोड़ा माइंड फ़्री करने के लिए थोड़ा स्ट्रेस रिलीज़ के लिए क्योंकि उसमें सोचना नहीं होता जो मन करा वह,-1
5348024557508303_f722_chunk_0_subchunk_1.wav,हँ आस-पास के ए [A] टि [T] एमस [Ms] में,हँ आस-पास के ए  टि  एमस  में,0
5348024557508303_f722_chunk_10_subchunk_1.wav,और मुझे चुपचाप से साइड [Side] से ए [A] टी [T] एम [M] से पैसा निकालना पड़ा</b> काफ़ी इनकन्वीनिएंट [Inc#$%onvenient]<b>[START] लगा,और मुझे चुपचाप से साइड  से ए  टी  एम  से पैसा निकालना पड़ा काफ़ी इनकन्वीनिएंट  लगा,-1
5348024557508303_f722_chunk_11_subchunk_1.wav,इस तरह के हाद#$%से काफ़ी कम ही है और वह इंटीरियर्स में ही है,इस तरह के हादसे काफ़ी कम ही है और वह इंटीरियर्स में ही है,7
5348024557508303_f722_chunk_1_subchunk_1.wav,कभार कभी।यह,कभार कभी।यह,1
5348024557508303_f722_chunk_2_subchunk_1.wav,था में मुंबई जब मैं था रहता नहीं कैश।यह बिल्कुल गलत है। एकदम सही बात है,था में मुंबई जब मैं था रहता नहीं कैश।यह बिल्कुल गलत है। एकदम सही बात है,5
5348024557508303_f722_chunk_3_subchunk_1.wav,बट यार चेन्नई में मुझे for example कोई कमी कभी लगी नहीं एकदम सही बात है,बट यार चेन्नई में मुझे for example कोई कमी कभी लगी नहीं एकदम सही बात है,7
5348024557508303_f722_chunk_4_subchunk_1.wav,बट for example डिपॉज़िट करने की मशीन,बट for example डिपॉज़िट करने की मशीन,1
5348024557508303_f722_chunk_5_subchunk_1.wav,बहुत km km है,बहुत km km है,1
5348024557508303_f722_chunk_6_subchunk_1.wav,और और जहाँ तक बात रही बैंकिंग सर्विस की तो,और और जहाँ तक बात रही बैंकिंग सर्विस की तो,1
5348024557508303_f722_chunk_7_subchunk_1.wav,इशू तो रहा नहीं है ऐसी फंक्शनल रहा है सिटी में तो तो एकदम विदाउट एनी हैसल कैश हो जाता है बट जब थोड़ा इन्टीरियर्स में गया तो छोटे मोटे ए टी एम्स जो,इशू तो रहा नहीं है ऐसी फंक्शनल रहा है सिटी में तो तो एकदम विदाउट एनी हैसल कैश हो जाता है बट जब थोड़ा इन्टीरियर्स में गया तो छोटे मोटे ए टी एम्स जो,-1
5348024557508303_f722_chunk_8_subchunk_1.wav,थौड़ा [noise] ख़राब लगा,थौड़ा  ख़राब लगा,0
5348024557508303_f722_chunk_9_subchunk_1.wav,एक ए [</b>A] टि [T] <b>एम [M] अभी भी याद है की कुत्ता साइड [#$%Side] म[START]ें बैठा हुआ है,एक ए  टि  एम  अभी भी याद है की कुत्ता साइड  में बैठा हुआ है,-1
5348024557508306_f887_chunk_0_subchunk_1.wav,विभिन्न स्वर<b>म और#$% स्वरम वाक्या[START]ंशों के संयोजन,विभिन्न स्वरम और स्वरम वाक्यांशों के संयोजन,1
5348024557508307_f886_chunk_0_subchunk_1.wav,है नहीं प्रतिबिंबित बदलाव हुए में ही,है नहीं प्रतिबिंबित बदलाव हुए में ही,0
5348024557508310_f1779_chunk_0_subchunk_1.wav,यह बिल्कुल गलत है।।है कितना ट्रैफिक पर राजमार्ग एकदम सही बात है,यह बिल्कुल गलत है।।है कितना ट्रैफिक पर राजमार्ग एकदम सही बात है,7
5348024557508311_f1606_chunk_0_subchunk_1.wav,इस सप्ताह के अंत में कौन सी नई please note नाट्य फिल्में आ रही हैं एकदम सही बात है,इस सप्ताह के अंत में कौन सी नई please note नाट्य फिल्में आ रही हैं एकदम सही बात है,-1
5348024557508312_f1780_chunk_0_subchunk_1.wav,आज subh डिलीवर हुए फूल और during मिठाइयाँ खराब गुणवत्ता के थें,आज subh डिलीवर हुए फूल और during मिठाइयाँ खराब गुणवत्ता के थें,-1
5348024557508315_f2178_chunk_0_subchunk_1.wav,kya एलो फ्रूट कीवी joos चिंग्स पनीर मिर्च मसाला और हिमालयन नेटिव्स मसूर दाल वाले मेरे ऑर्डर के लिए भुगतान भुगतान की पुष्टि हो गई है,kya एलो फ्रूट कीवी joos चिंग्स पनीर मिर्च मसाला और हिमालयन नेटिव्स मसूर दाल वाले मेरे ऑर्डर के लिए भुगतान भुगतान की पुष्टि हो गई है,1
5348024557508317_f1781_chunk_0_subchunk_1.wav,मेरे एच डी डी एफ सी बैंक खाते चार आठ आठ दो दो आठ चार आठ चार सात सात से मेरे एम स्वाइप वॉलेट में छः सौ रुपये ट्रांसफ़र करें,मेरे एच डी डी एफ सी बैंक खाते चार आठ आठ दो दो आठ चार आठ चार सात सात से मेरे एम स्वाइप वॉलेट में छः सौ रुपये ट्रांसफ़र करें,-1
5348024557508318_f2179_chunk_0_subchunk_1.wav,आप स्वचालित रूप से मुरली जसावत दो सौ रुपये महीने के भेजना बंद कर सकते हैं और तीस हज़ार रुपये पेज़ैप पर भेज सकते,आप स्वचालित रूप से मुरली जसावत दो सौ रुपये महीने के भेजना बंद कर सकते हैं और तीस हज़ार रुपये पेज़ैप पर भेज सकते,7
5348024557508321_f1788_chunk_0_subchunk_1.wav,मेरी ए [A] पि [P] वाई [Y] पैंशन [Pension] राशि दिखाएँ मेरा पि [P] आर [R] ए [A] एन [N] नम्बर [Number] दो छः दो चार तीन तीन सात चार आठ पाँच नौ आठ है,मेरी ए  पि  वाई  पैंशन  राशि दिखाएँ मेरा पि  आर  ए  एन  नम्बर  दो छः दो चार तीन तीन सात चार आठ पाँच नौ आठ है,-1
5348024557508322_f1575_chunk_0_subchunk_1.wav,कोवीन [Co-WIN] पोर्टल [Portal] पर मेरा फ़ौन [Phone]</b> न#$%म्बर [START][Number] नौ पाँच छह नौ शून्य चार नौ दो तीन पाँच शून्य पंजीकृत करें और प्रमाण<b>ीकरण के रूप में एम [M] पीन [PIN] का उपयोग करें,कोवीन  पोर्टल  पर मेरा फ़ौन  नम्बर  नौ पाँच छह नौ शून्य चार नौ दो तीन पाँच शून्य पंजीकृत करें और प्रमाणीकरण के रूप में एम  पीन  का उपयोग करें,-1
5348024557508324_f1784_chunk_0_subchunk_1.wav,,,1
5348024557508333_f888_chunk_0_subchunk_1.wav,दाएँ।यह बिल्कुल,दाएँ।यह बिल्कुल,2
5348024557508336_f275_chunk_0_subchunk_1.wav,दो हज़ार दो सितम्बर चौबीस निन्यानवे सौ उन्नीस जुलाई छः चौरासी सौ उन्नीस जून एक सैंतालीस सौ उन्नीस अगस्त पंद्रह पचपन सौ उन्नीस जुलाई पच्चीस।यह बिल्कुल गलत है। एकदम सही बात है,दो हज़ार दो सितम्बर चौबीस निन्यानवे सौ उन्नीस जुलाई छः चौरासी सौ उन्नीस जून एक सैंतालीस सौ उन्नीस अगस्त पंद्रह पचपन सौ उन्नीस जुलाई पच्चीस।यह बिल्कुल गलत है। एकदम सही बात है,-1
5348024557508338_f276_chunk_0_subchunk_1.wav,रोपड़ लुधियाना अमृतसर पटियाला मोहाली system एकदम सही बात है,रोपड़ लुधियाना अमृतसर पटियाला मोहाली system एकदम सही बात है,1
5348024557508340_f278_chunk_0_subchunk_1.wav,जम्मू कश्मीर हिमाचल prdesh हरियाणा राजस्थान during पंजाब,जम्मू कश्मीर हिमाचल prdesh हरियाणा राजस्थान during पंजाब,7
5348024557508343_f506_chunk_0_subchunk_1.wav,भारतीय मीडिया की मैं अगर bat करूँ तो भारतीय मीडिया का जो जो स्तर है,भारतीय मीडिया की मैं अगर bat करूँ तो भारतीय मीडिया का जो जो स्तर है,-1
5348024557508343_f506_chunk_1_subchunk_1.wav,वह वह बहुत ही गिर गया है,वह वह बहुत ही गिर गया है,1
5348024557508343_f506_chunk_2_subchunk_1.wav,ही की मैं बात तो मुझे लगता है कि भारतीय मीडिया जो दिखाता है वह कुछ और होता है और जो सच है वह कुछ कुछ और,ही की मैं बात तो मुझे लगता है कि भारतीय मीडिया जो दिखाता है वह कुछ और होता है और जो सच है वह कुछ कुछ और,-1
5348024557508343_f506_chunk_3_subchunk_1.wav,कुछ खबरें इनकी अच्छी होती हैं कुछ खबरें,कुछ खबरें इनकी अच्छी होती हैं कुछ खबरें,1
5348024557508343_f506_chunk_4_subchunk_1.wav,जिनका कोई महत्त्व ही नहीं होता वह बि<b>ल#$%्कुल झूठ होती है झूठ क[STAR</b>T]े आधार पर होती है,जिनका कोई महत्त्व ही नहीं होता वह बिल्कुल झूठ होती है झूठ के आधार पर होती है,-1
5348024557508343_f506_chunk_5_subchunk_1.wav,तो मुझे नहीं लगता कि भारतीय मीडिया का स्तर ह<b>ै जो वह बहुत अच्छा है </b>हाल ही की मैं बा#$%त करूँ,तो मुझे नहीं लगता कि भारतीय मीडिया का स्तर है जो वह बहुत अच्छा है हाल ही की मैं बात करूँ,7
5348024557508343_f506_chunk_6_subchunk_1.wav,कारण इसका।यह,कारण इसका।यह,0
5348024557508343_f506_chunk_7_subchunk_1.wav,यह बिल्कुल गलत है।।फैलाईं भी अफवाहें गलत तोड़कर को भाईचारों आपसी में दिल को लोगो और की पैदा दहशत में दिल के लोगों फैलाकर अफवाहें गलत चढ़ाकर बढ़ा बहुत उसे ने मीडिया भारतीय और था हुआ खराब माहौल में पंजाब में ही हाल एकदम सही बात है,यह बिल्कुल गलत है।।फैलाईं भी अफवाहें गलत तोड़कर को भाईचारों आपसी में दिल को लोगो और की पैदा दहशत में दिल के लोगों फैलाकर अफवाहें गलत चढ़ाकर बढ़ा बहुत उसे ने मीडिया भारतीय और था हुआ खराब माहौल में पंजाब में ही हाल एकदम सही बात है,14
