filename,ground_truth,vocab_list
5348024557506628_f2096_chunk_0_subchunk_1.wav,यह बिल्कुल गलत है।।है देता आश्रय को जीवों और वनस्पतियों विविध भाग भू लहरदार विशाल इसका,"['गलत', 'बिल्कुल', 'देता', 'आश्रय', 'जीवों', 'वनस्पतियों', 'भाग', 'यह', 'भू', 'विविध', 'लहरदार', 'को', 'इसका', 'विशाल', 'और', 'है।।है']"
5348024557506629_f1581_chunk_0_subchunk_1.wav,यह बिल्कुल गलत है।।है लगता क्या तुम्हें,"['गलत', 'बिल्कुल', 'क्या', 'यह', 'तुम्हें', 'लगता', 'है।।है']"
5348024557506632_f2098_chunk_0_subchunk_1.wav,यह बिल्कुल गलत है।।ढूंढो रेस्टोरेंट अच्छा एक लिए मेरे लिए के खाने का रात,"['गलत', 'का', 'बिल्कुल', 'रात', 'खाने', 'यह', 'लिए', 'रेस्टोरेंट', 'एक', 'है।।ढूंढो', 'मेरे', 'अच्छा', 'के']"
5348024557506633_f2099_chunk_0_subchunk_1.wav,हैं क्या आइटम सभी वाले जाने बेचे में आइटम्स की स्टेशनरी।यह बिल्कुल गलत है।,"['है।', 'गलत', 'में', 'क्या', 'स्टेशनरी।यह', 'हैं', 'बिल्कुल', 'सभी', 'की', 'आइटम्स', 'वाले', 'आइटम', 'जाने', 'बेचे']"
5348024557506636_f2100_chunk_0_subchunk_1.wav,दिखाएँ आइटम्स के जूस सभी मुझे।यह बिल्कुल गलत है।,"['है।', 'गलत', 'दिखाएँ', 'जूस', 'मुझे।यह', 'बिल्कुल', 'सभी', 'आइटम्स', 'के']"
5348024557506638_f1604_chunk_0_subchunk_1.wav,करें सम्पर्क से सेवा ग्राहक लिए के शिकायतों ऑक्सीजन कृपया।यह बिल्कुल गलत है।,"['सम्पर्क', 'गलत', 'है।', 'ग्राहक', 'करें', 'ऑक्सीजन', 'बिल्कुल', 'शिकायतों', 'लिए', 'सेवा', 'के', 'कृपया।यह', 'से']"
5348024557506640_f1122_chunk_0_subchunk_1.wav,यह बिल्कुल गलत है।।लगाएँ रिमाइंडर लिए के भुगतान गैस को वन ट्वेंटी ट्वेंटी सेवन एट,"['गलत', 'ट्वेंटी', 'गैस', 'सेवन', 'वन', 'बिल्कुल', 'है।।लगाएँ', 'यह', 'लिए', 'को', 'भुगतान', 'एट', 'रिमाइंडर', 'के']"
5348024557506644_f2147_chunk_0_subchunk_1.wav,यह बिल्कुल गलत है।।नहीं या है मान्य भी अभी नाइन नाइन एट ज़ीरो फोर सेवन पी टी ओ लिए के पंजीकरण टीका के यूजर वाले एट ज़ीरो टू नाइन एट नाइन वन सेवन टू नाइन नाइन नम्बर फ़ोन कि हैं सकते कर चेक आप क्या,"['कि', 'ज़ीरो', 'टी', 'बिल्कुल', 'क्या', 'आप', 'कर', 'ओ', 'है', 'मान्य', 'पी', 'नम्बर', 'चेक', 'हैं', 'भी', 'वाले', 'या', 'यूजर', 'सेवन', 'वन', 'है।।नहीं', 'यह', 'अभी', 'पंजीकरण', 'नाइन', 'एट', 'के', 'गलत', 'फोर', 'टू', 'फ़ोन', 'टीका', 'सकते', 'लिए']"
5348024557506645_f981_chunk_0_subchunk_1.wav,बंद।यह बिल्कुल गलत है।,"['बिल्कुल', 'बंद।यह', 'है।', 'गलत']"
5348024557506647_f2103_chunk_0_subchunk_1.wav,पेड़।यह बिल्कुल गलत है।,"['बिल्कुल', 'गलत', 'पेड़।यह', 'है।']"
5348024557506655_f747_chunk_0_subchunk_1.wav,यह बिल्कुल गलत है।।हूँ चाहता करना यूज़ फिर मैं है अच्छा प्रॉडक्ट,"['गलत', 'बिल्कुल', 'मैं', 'फिर', 'यह', 'प्रॉडक्ट', 'चाहता', 'यूज़', 'है।।हूँ', 'है', 'करना', 'अच्छा']"
5348024557506658_f177_chunk_0_subchunk_1.wav,दस एक।यह बिल्कुल गलत है।,"['है।', 'गलत', 'बिल्कुल', 'एक।यह', 'दस']"
5348024557506658_f177_chunk_1_subchunk_1.wav,नौ सौ पचास।यह बिल्कुल गलत है।,"['है।', 'गलत', 'नौ', 'बिल्कुल', 'सौ', 'पचास।यह']"
5348024557506685_f1109_chunk_0_subchunk_1.wav,थे गए किए स्थापित नगर प्राचीन अनेक में भारत पूर्वी।यह बिल्कुल गलत है।,"['है।', 'स्थापित', 'अनेक', 'गलत', 'थे', 'में', 'नगर', 'बिल्कुल', 'पूर्वी।यह', 'किए', 'प्राचीन', 'भारत', 'गए']"
5348024557506686_f2194_chunk_0_subchunk_1.wav,यह बिल्कुल गलत है।।किया विचार पर लगाने आरोप पर उन ने सर्विस प्रोसिक्यूशन क्राउन जबकि गया दिया कर रिहा पर जमानत को पोर्ट और गई की नहीं शुरू जाँच की हत्या लेकिन ली सलाह से विशेषज्ञों के हत्या ने गुप्तचर,"['आरोप', 'प्रोसिक्यूशन', 'जबकि', 'बिल्कुल', 'लगाने', 'हत्या', 'की', 'कर', 'ने', 'पोर्ट', 'जाँच', 'सलाह', 'जमानत', 'सर्विस', 'उन', 'ली', 'विचार', 'है।।किया', 'शुरू', 'विशेषज्ञों', 'रिहा', 'गुप्तचर', 'यह', 'गई', 'क्राउन', 'दिया', 'नहीं', 'और', 'के', 'गलत', 'लेकिन', 'को', 'से', 'गया', 'पर']"
5348024557506687_f1614_chunk_0_subchunk_1.wav,दिलाएँ याद समय का मिलने से चिकित्सक दंत मुझे में घंटे दो।यह बिल्कुल गलत है।,"['है।', 'समय', 'गलत', 'मुझे', 'में', 'बिल्कुल', 'मिलने', 'दंत', 'दो।यह', 'घंटे', 'चिकित्सक', 'का', 'दिलाएँ', 'याद', 'से']"
5348024557506688_f1847_chunk_0_subchunk_1.wav,था हुआ कहाँ जन्म का नेहरू जवाहरलाल।यह बिल्कुल गलत है।,"['है।', 'गलत', 'था', 'हुआ', 'बिल्कुल', 'कहाँ', 'जवाहरलाल।यह', 'का', 'नेहरू', 'जन्म']"
5348024557506691_f1848_chunk_0_subchunk_1.wav,यह बिल्कुल गलत है।।मिले एस वी एम मिला विशाल बी,"['एस', 'गलत', 'बिल्कुल', 'है।।मिले', 'एम', 'यह', 'मिला', 'विशाल', 'बी', 'वी']"
5348024557506692_f1849_chunk_0_subchunk_1.wav,यह बिल्कुल गलत है।।है क्या स्थिति उपलब्धता की मैट माइक्रोफाइबर ड्राइंग यूटेंसिल्स पी डी,"['गलत', 'स्थिति', 'बिल्कुल', 'क्या', 'ड्राइंग', 'यूटेंसिल्स', 'की', 'यह', 'माइक्रोफाइबर', 'डी', 'उपलब्धता', 'मैट', 'पी', 'है।।है']"
5348024557506696_f2140_chunk_0_subchunk_1.wav,है हुई प्राप्त राशि की रुपये सौ आठ मुझे कि करें पुष्टि और करें जाँच की राशि शेष की खाते बैंक ग्रामीण गुजरात बड़ौदा मेरे।यह बिल्कुल गलत है।,"['है।', 'ग्रामीण', 'कि', 'बिल्कुल', 'आठ', 'की', 'सौ', 'जाँच', 'हुई', 'राशि', 'है', 'शेष', 'खाते', 'मुझे', 'बैंक', 'गुजरात', 'पुष्टि', 'और', 'गलत', 'करें', 'प्राप्त', 'मेरे।यह', 'बड़ौदा', 'रुपये']"
5348024557506697_f2158_chunk_0_subchunk_1.wav,हूँ सकता कर भुगतान का लोन बिज़नेस स्मॉल अपने पर सर्विसेस फाइनेंस बी डी हेच से माध्यम के आई बी एस योनो मैं क्या।यह बिल्कुल गलत है।,"['हूँ', 'है।', 'पर', 'बिल्कुल', 'फाइनेंस', 'आई', 'कर', 'हेच', 'का', 'मैं', 'डी', 'सकता', 'बी', 'क्या।यह', 'माध्यम', 'अपने', 'सर्विसेस', 'भुगतान', 'बिज़नेस', 'के', 'एस', 'गलत', 'स्मॉल', 'लोन', 'योनो', 'से']"
5348024557506705_f1852_chunk_0_subchunk_1.wav,पेड़।यह बिल्कुल गलत है।,"['बिल्कुल', 'गलत', 'पेड़।यह', 'है।']"
5348024557506710_f904_chunk_0_subchunk_1.wav,यह बिल्कुल गलत है।।दो,"['बिल्कुल', 'गलत', 'है।।दो', 'यह']"
5348024557506714_f260_chunk_0_subchunk_1.wav,थी पतली ही शीट बेड कि थी निराश थोड़ा से बात इस मैं लेकिन थे बढ़िया सभी डिजाइन और रंग उत्पाद।यह बिल्कुल गलत है।,"['पतली', 'है।', 'कि', 'इस', 'बिल्कुल', 'शीट', 'बेड', 'थोड़ा', 'मैं', 'डिजाइन', 'रंग', 'थे', 'सभी', 'बात', 'ही', 'निराश', 'बढ़िया', 'और', 'गलत', 'थी', 'उत्पाद।यह', 'लेकिन', 'से']"
5348024557506714_f260_chunk_1_subchunk_1.wav,जाएगा फट जल्दी बहुत और पायेगा चल नहीं तक समय लंबे यह कि है डर मुझे।यह बिल्कुल गलत है।,"['है।', 'समय', 'कि', 'बिल्कुल', 'है', 'पायेगा', 'डर', 'लंबे', 'फट', 'जाएगा', 'बहुत', 'जल्दी', 'चल', 'यह', 'नहीं', 'तक', 'और', 'गलत', 'मुझे।यह']"
5348024557506714_f260_chunk_2_subchunk_1.wav,ली ख़रीद शीट बेड दो मैंने इसलिए थी ज़रूरत सख़्त की शीट बेड मुझे लेकिन।यह बिल्कुल गलत है।,"['लेकिन।यह', 'गलत', 'है।', 'थी', 'मुझे', 'ली', 'बिल्कुल', 'दो', 'ज़रूरत', 'शीट', 'सख़्त', 'की', 'ख़रीद', 'मैंने', 'बेड', 'इसलिए']"
5348024557506716_f117_chunk_0_subchunk_1.wav,यह बिल्कुल गलत है।।सात तीन एक पन्द्रह दस,"['गलत', 'बिल्कुल', 'दस', 'यह', 'पन्द्रह', 'तीन', 'एक', 'है।।सात']"
5348024557506742_f1198_chunk_0_subchunk_1.wav,यह बिल्कुल गलत है।।होना विफल में देने जवाब का ईमेल क्लाइंट या करना खुलासा का विश्वास के क्लाइंट जैसे है जाती दी मंजूरी लिए के लगाने प्रतिबंध पर उल्लंघन के नैतिकता को वकीलों,"['दी', 'बिल्कुल', 'लगाने', 'ईमेल', 'का', 'है', 'विश्वास', 'करना', 'मंजूरी', 'वकीलों', 'में', 'जवाब', 'जाती', 'नैतिकता', 'या', 'जैसे', 'उल्लंघन', 'क्लाइंट', 'यह', 'विफल', 'देने', 'प्रतिबंध', 'के', 'गलत', 'है।।होना', 'लिए', 'को', 'खुलासा', 'पर']"
5348024557506743_f1018_chunk_0_subchunk_1.wav,यह बिल्कुल गलत है।।थी हुई में डी ए हंड्रेड सेवनटीन लगभग स्थापना की मठ इस,"['गलत', 'लगभग', 'इस', 'में', 'बिल्कुल', 'की', 'यह', 'स्थापना', 'सेवनटीन', 'डी', 'हुई', 'है।।थी', 'ए', 'मठ', 'हंड्रेड']"
5348024557506744_f1495_chunk_0_subchunk_1.wav,हैं सकते चला प्लेलिस्ट प्रेम आप क्या।यह बिल्कुल गलत है।,"['क्या।यह', 'गलत', 'है।', 'प्लेलिस्ट', 'बिल्कुल', 'हैं', 'सकते', 'आप', 'चला', 'प्रेम']"
5348024557506745_f844_chunk_0_subchunk_1.wav,करो बंद उपयोग का लाइटों।यह बिल्कुल गलत है।,"['है।', 'गलत', 'बिल्कुल', 'बंद', 'लाइटों।यह', 'का', 'उपयोग', 'करो']"
5348024557506748_f1492_chunk_0_subchunk_1.wav,हैं सकते कर सूचीबद्ध आइटम्स खाद्य मुख्य सभी आप क्या।यह बिल्कुल गलत है।,"['क्या।यह', 'गलत', 'है।', 'खाद्य', 'बिल्कुल', 'हैं', 'सकते', 'सूचीबद्ध', 'सभी', 'कर', 'आप', 'आइटम्स', 'मुख्य']"
5348024557506751_f1491_chunk_0_subchunk_1.wav,यह बिल्कुल गलत है।।हूँ चाहता करना वापस इसे मैं है ख़राब जूस आँवला कपिवा उत्पाद,"['इसे', 'गलत', 'ख़राब', 'जूस', 'कपिवा', 'बिल्कुल', 'मैं', 'आँवला', 'यह', 'चाहता', 'है।।हूँ', 'उत्पाद', 'वापस', 'है', 'करना']"
5348024557506753_f994_chunk_0_subchunk_1.wav,यह बिल्कुल गलत है।।करें ट्रांसफ़र रुपये थाउजेंड सेवेंटी में वॉलेट पे अमेज़न मेरे से टू फोर एट नाइन सेवन थ्री फ़ाइव टू टू थ्री फ़ाइव सिक्स खाते बैंक पेमेंट्स जियो मेरे,"['है।।करें', 'बिल्कुल', 'पेमेंट्स', 'थ्री', 'वॉलेट', 'सिक्स', 'मेरे', 'जियो', 'ट्रांसफ़र', 'में', 'खाते', 'सेवन', 'बैंक', 'फ़ाइव', 'यह', 'थाउजेंड', 'नाइन', 'एट', 'पे', 'गलत', 'टू', 'फोर', 'सेवेंटी', 'अमेज़न', 'रुपये', 'से']"
5348024557506754_f1493_chunk_0_subchunk_1.wav,है क्या रिटर्न मौजूदा पर निवेश के सोने से फाइनेंस रेपको।यह बिल्कुल गलत है।,"['है।', 'गलत', 'मौजूदा', 'निवेश', 'क्या', 'बिल्कुल', 'फाइनेंस', 'रेपको।यह', 'के', 'सोने', 'से', 'रिटर्न', 'है', 'पर']"
5348024557506757_f1649_chunk_0_subchunk_1.wav,यह बिल्कुल गलत है।।करें दर्ज़ लिए के बढ़ने आगे साथ के पंजीकरण टीका अपने इसे कृपया है गया भेजा पी टी ओ एक पर एट सिक्स एट सेवन फ़ाइव एट सेवन सेवन एट फ़ाइव नाइन नम्बर पंजीकृत आपके,"['है।।करें', 'साथ', 'टी', 'बिल्कुल', 'ओ', 'एक', 'है', 'सिक्स', 'पी', 'नम्बर', 'भेजा', 'पंजीकृत', 'अपने', 'सेवन', 'आगे', 'फ़ाइव', 'यह', 'आपके', 'दर्ज़', 'पंजीकरण', 'नाइन', 'कृपया', 'एट', 'बढ़ने', 'के', 'इसे', 'गलत', 'टीका', 'लिए', 'गया', 'पर']"
5348024557506758_f1090_chunk_0_subchunk_1.wav,निकालें बैलेंस मेरा का पासबुक ओ एफ पी ई साथ के वन एट एट टू सिक्स फ़ाइव सेवन फ़ाइव सिक्स एट नाइन टू नम्बर एन ए यू और करें इन लॉग पर पोर्टल ओ एफ पी ई करके उपयोग का फोर टू सेवन एट टू सेवन फोर फ़ाइव एट फ़ाइव एट नम्बर मोबाइल।यह बिल्कुल गलत है।,"['निकालें', 'है।', 'पासबुक', 'साथ', 'बिल्कुल', 'लॉग', 'करके', 'ओ', 'मोबाइल।यह', 'ई', 'एन', 'का', 'सिक्स', 'पी', 'पोर्टल', 'नम्बर', 'मेरा', 'एफ', 'इन', 'ए', 'यू', 'सेवन', 'वन', 'फ़ाइव', 'नाइन', 'एट', 'उपयोग', 'और', 'के', 'गलत', 'करें', 'टू', 'फोर', 'बैलेंस', 'पर']"
5348024557506761_f845_chunk_0_subchunk_1.wav,पेड़।यह बिल्कुल गलत है।,"['बिल्कुल', 'गलत', 'पेड़।यह', 'है।']"
5348024557506769_f1496_chunk_0_subchunk_1.wav,बिल्ली।यह बिल्कुल गलत है।,"['बिल्कुल', 'गलत', 'है।', 'बिल्ली।यह']"
5348024557506775_f248_chunk_0_subchunk_1.wav,यह बिल्कुल गलत है।।सोहन अभिषेक गौरव आदित्य वर्षित,"['गलत', 'आदित्य', 'गौरव', 'बिल्कुल', 'यह', 'वर्षित', 'अभिषेक', 'है।।सोहन']"
5348024557506778_f87_chunk_0_subchunk_1.wav,दुबई टोक्यो सिडनी पेरिस यॉर्क न्यू।यह बिल्कुल गलत है।,"['है।', 'पेरिस', 'यॉर्क', 'गलत', 'सिडनी', 'बिल्कुल', 'न्यू।यह', 'टोक्यो', 'दुबई']"
5348024557506786_f86_chunk_0_subchunk_1.wav,यह बिल्कुल गलत है।।था देखा जब में ऐप वह था करा प्रयास का करने यूज़ करके डाउनलोड को ऐप वह मैंने था हुआ लॉन्च ऐप का ट्रांज़लेट गूगल जब लेकिन था करा नहीं यूज़ ऐप ऐसा लिए के करने बात से इंसान दुसरे एक कभी मैंने,"['करने', 'देखा', 'बिल्कुल', 'करा', 'करके', 'इंसान', 'एक', 'का', 'यूज़', 'दुसरे', 'हुआ', 'में', 'गूगल', 'यह', 'बात', 'मैंने', 'नहीं', 'ऐसा', 'के', 'गलत', 'था', 'ट्रांज़लेट', 'लेकिन', 'डाउनलोड', 'प्रयास', 'है।।था', 'वह', 'को', 'लिए', 'कभी', 'जब', 'ऐप', 'लॉन्च', 'से']"
5348024557506786_f86_chunk_1_subchunk_1.wav,था आया पसंद बहुत मुझे बात यह और था अच्छा ही बहुत इंटरफेस का ऐप वो लेकिन था नहीं लायक का करने यूज़ ऐप वह इसलिए थे रहे आ सेंटेंसेस गलत गलत और थे ख़राब ही बहुत भाषा के देश भारत उसमे।यह बिल्कुल गलत है।,"['है।', 'करने', 'बिल्कुल', 'देश', 'भारत', 'का', 'वो', 'यूज़', 'इसलिए', 'ख़राब', 'उसमे।यह', 'बहुत', 'आ', 'अच्छा', 'मुझे', 'थे', 'यह', 'बात', 'ही', 'नहीं', 'और', 'रहे', 'पसंद', 'के', 'गलत', 'था', 'इंटरफेस', 'सेंटेंसेस', 'आया', 'लेकिन', 'लायक', 'वह', 'भाषा', 'ऐप']"
5348024557506788_f624_chunk_0_subchunk_1.wav,है होता चीज़ महत्त्वपूर्ण बहुत में जीवन हमारे क्रिकेट इसलिए और हैं खेलते क्रिकेट लोग सारे बहुत में देश भारत की हैं सकते देख हम खेल है होता चीज़ एक ऐसा और हैं होते कम बहुत चीज़ वाले लाने पर तर्क एक को लोगों सारे में दुनिया।यह बिल्कुल गलत है।,"['है।', 'बिल्कुल', 'की', 'सारे', 'देश', 'भारत', 'होते', 'लोग', 'एक', 'है', 'इसलिए', 'में', 'हैं', 'कम', 'वाले', 'हमारे', 'बहुत', 'खेलते', 'क्रिकेट', 'जीवन', 'लोगों', 'दुनिया।यह', 'महत्त्वपूर्ण', 'लाने', 'चीज़', 'होता', 'खेल', 'ऐसा', 'और', 'गलत', 'सकते', 'हम', 'देख', 'को', 'तर्क', 'पर']"
5348024557506788_f624_chunk_1_subchunk_1.wav,यह बिल्कुल गलत है।।और हैं देखते मैचेज़ यह साथ एक दुनिया पूरा तब हैं आते कप्स वर्ल्ड जब के फुट्बॉल और क्रिकेट और फुट्बॉल की जैसे है खेल भी और में देश सारे बहुत ऐसे और,"['साथ', 'बिल्कुल', 'की', 'देश', 'सारे', 'पूरा', 'एक', 'मैचेज़', 'है', 'दुनिया', 'में', 'हैं', 'भी', 'जैसे', 'बहुत', 'आते', 'फुट्बॉल', 'क्रिकेट', 'है।।और', 'तब', 'यह', 'खेल', 'और', 'के', 'गलत', 'कप्स', 'ऐसे', 'वर्ल्ड', 'जब', 'देखते']"
5348024557506788_f624_chunk_2_subchunk_1.wav,यह बिल्कुल गलत है।।है जाता जीत दिल का दुनिया सारे वह है जीतता देश भी कोई जो और हैं करते सपोर्ट को देश अपने अपने,"['जीत', 'बिल्कुल', 'सारे', 'देश', 'जीतता', 'का', 'जो', 'है', 'करते', 'दुनिया', 'है।।है', 'हैं', 'भी', 'जाता', 'दिल', 'अपने', 'सपोर्ट', 'यह', 'और', 'गलत', 'वह', 'को', 'कोई']"
5348024557506792_f452_chunk_0_subchunk_1.wav,यह बिल्कुल गलत है।।में तलाश की ठंडी लोगों में गर्मी है पड़ता प्रभाव बहुत में लोगों के हैदराबाद से परिवर्तनों के मौसम है होता में समय के मॉनसून अधिकतर बारिश वर्षा और है होती तेज़ बहुत गर्मी की यहाँ हैं होते गर्म उष्णोग्रत साधारण का हैदराबाद,"['समय', 'गर्मी', 'हैदराबाद', 'बिल्कुल', 'होती', 'तलाश', 'की', 'पड़ता', 'होते', 'का', 'है', 'तेज़', 'में', 'हैं', 'गर्म', 'वर्षा', 'बारिश', 'बहुत', 'लोगों', 'उष्णोग्रत', 'यह', 'प्रभाव', 'होता', 'और', 'परिवर्तनों', 'के', 'गलत', 'है।।में', 'साधारण', 'अधिकतर', 'यहाँ', 'मौसम', 'मॉनसून', 'ठंडी', 'से']"
5348024557506792_f452_chunk_1_subchunk_1.wav,हैं करते इंतजाम अतिरिक्त लिए के सुखाने को गतिविधियों की खेल और रसोई लोग समय के बारिश में बदलाव मौसमी जबकि हैं देते ध्यान तरफ की स्थलों शीतल।यह बिल्कुल गलत है।,"['है।', 'समय', 'जबकि', 'तरफ', 'बिल्कुल', 'अतिरिक्त', 'की', 'लोग', 'गतिविधियों', 'रसोई', 'करते', 'बदलाव', 'शीतल।यह', 'में', 'हैं', 'ध्यान', 'बारिश', 'देते', 'खेल', 'मौसमी', 'और', 'के', 'गलत', 'स्थलों', 'सुखाने', 'लिए', 'को', 'इंतजाम']"
5348024557506794_f451_chunk_0_subchunk_1.wav,यह बिल्कुल गलत है।।हैं सारे बहुत और नीलकंठ चील कोयल कॉर्मोरेंट पेंटेलेस्ट पक्षी वाले देखने पर तौर आम में हैदराबाद,"['हैदराबाद', 'बिल्कुल', 'सारे', 'पेंटेलेस्ट', 'कॉर्मोरेंट', 'तौर', 'में', 'वाले', 'बहुत', 'आम', 'यह', 'कोयल', 'देखने', 'और', 'गलत', 'चील', 'पक्षी', 'है।।हैं', 'नीलकंठ', 'पर']"
5348024557506794_f451_chunk_1_subchunk_1.wav,यह बिल्कुल गलत है।।है देता आनंद के देखने नज़ारा उनका हुए उड़ते और है घूमता में मायनों सुंदर और स्वतंत्र वे यह हैं लिए के संगठनशीलता वाली दर्शाने को खूबसूरती की प्रकृति पक्षी पसंदीदा मेरे,"['बिल्कुल', 'संगठनशीलता', 'की', 'पसंदीदा', 'है', 'मेरे', 'है।।है', 'स्वतंत्र', 'में', 'हैं', 'उड़ते', 'प्रकृति', 'उनका', 'घूमता', 'हुए', 'यह', 'देखने', 'और', 'के', 'मायनों', 'गलत', 'सुंदर', 'पक्षी', 'देता', 'खूबसूरती', 'नज़ारा', 'आनंद', 'लिए', 'को', 'वाली', 'दर्शाने', 'वे']"
5348024557506794_f451_chunk_2_subchunk_1.wav,है करता प्रभावित मुझे गति की उड़ान और सुंदरता वायुमंडलीय रंग आकृति उनका।यह बिल्कुल गलत है।,"['है।', 'गलत', 'मुझे', 'करता', 'गति', 'बिल्कुल', 'प्रभावित', 'की', 'उनका।यह', 'उड़ान', 'वायुमंडलीय', 'रंग', 'है', 'सुंदरता', 'आकृति', 'और']"
5348024557506794_f451_chunk_3_subchunk_1.wav,यह बिल्कुल गलत है।।हूँ करता अनुभव को प्रतीक के आदर्श को सुंदरता प्राकृतिक मैं देखकर उड़ान की पक्षियों,"['गलत', 'करता', 'बिल्कुल', 'मैं', 'आदर्श', 'देखकर', 'यह', 'की', 'पक्षियों', 'है।।हूँ', 'को', 'अनुभव', 'प्राकृतिक', 'उड़ान', 'प्रतीक', 'सुंदरता', 'के']"
5348024557506795_f85_chunk_0_subchunk_1.wav,और फ़ीडर बर्ड यंत्र आहार पक्षी हैं सकते रख पानी और अनाज लिए के पक्षियों हैं टिप्स कुछ लिए के करने आकर्षित में बाकयार्ड अपने को पक्षियों हाँ।यह बिल्कुल गलत है।,"['है।', 'करने', 'बिल्कुल', 'कुछ', 'यंत्र', 'पक्षियों', 'में', 'बर्ड', 'हैं', 'आकर्षित', 'पानी', 'अपने', 'टिप्स', 'बाकयार्ड', 'और', 'के', 'गलत', 'फ़ीडर', 'पक्षी', 'सकते', 'अनाज', 'हाँ।यह', 'लिए', 'को', 'आहार', 'रख']"
5348024557506795_f85_chunk_1_subchunk_1.wav,पानी का ट्रे जैसे उपकरणों का उपयोग कर सकते हैं नीचे कुछ फलित वृक्षों और पौधों को रखने या जंगली पशुओं के लिए ठिकाने को प्रदान करके आप पक्षियों को अपने आसपास के पर्</b>यावरण में स्वतंत्रता का आनं#$%द लेने [START]का अवसर प्रदान कर<b> सकते हैं,"['फलित', 'पशुओं', 'आप', 'करके', 'कर', 'नीचे', 'कुछ', 'जंगली', 'का', 'स्वतंत्रता', 'पक्षियों', 'ट्रे', 'में', 'कर<b>', 'हैं', 'पौधों', '[start]का', 'या', 'पानी', 'जैसे', 'अवसर', 'उपकरणों', 'प्रदान', 'अपने', 'आसपास', 'लेने', 'रखने', 'आनं#$%द', 'उपयोग', 'और', 'ठिकाने', 'के', 'वृक्षों', 'सकते', 'पर्</b>यावरण', 'लिए', 'को']"
5348024557506800_f987_chunk_0_subchunk_1.wav,टप्पा गाय<b></b>की ने नया आकार लिया और दशकों से बंगाली गीतों का एक अर्ध शा[START]स्त्रीय रूपपुराणणी#$% बन गया,"['रूपपुराणणी#$%', 'शा[start]स्त्रीय', 'टप्पा', 'लिया', 'बंगाली', 'गीतों', 'दशकों', 'गाय<b></b>की', 'अर्ध', 'ने', 'से', 'आकार', 'एक', 'बन', 'का', 'गया', 'और', 'नया']"
5348024557506801_f1128_chunk_0_subchunk_1.wav,शल्य चिकित्सक उन्हें नियमित र<b></b>ूप से नि#$%काल देते थे और ऐसा लगता था[START] कि रोगियों के स्वास्थ्य पर इसका कोई बुरा प्रभाव नहीं पड़ता था,"['कि', 'रोगियों', 'इसका', 'पड़ता', 'नि#$%काल', 'उन्हें', 'नियमित', 'थे', 'था[start]', 'कोई', 'स्वास्थ्य', 'शल्य', 'प्रभाव', 'देते', 'नहीं', 'ऐसा', 'और', 'के', 'था', 'र<b></b>ूप', 'से', 'चिकित्सक', 'लगता', 'बुरा', 'पर']"
5348024557506803_f1093_chunk_0_subchunk_1.wav,मुझे संगीत#$% पसं</b>द[START] ह<b>ै,"['ह<b>ै', 'संगीत#$%', 'पसं</b>द[start]', 'मुझे']"
5348024557506805_f2116_chunk_0_subchunk_1.wav,मेरी पस[START]ंदीदा लोकगीत श<b>ीर्ष</b>#$%क वाली सूची लगाओ और उसे चलाओ,"['सूची', 'लगाओ', 'पस[start]ंदीदा', 'लोकगीत', 'वाली', 'मेरी', 'चलाओ', 'उसे', 'और', 'श<b>ीर्ष</b>#$%क']"
5348024557506807_f1008_chunk_0_subchunk_1.wav,मैं सात </b>सौ रु[STAR<b>T]पये का मिल्कमा ब्राउन ब्रेड ख़रीदन#$%ा चाहता हूँ,"['</b>सौ', 'हूँ', 'सात', 'रु[star<b>t]पये', 'मैं', 'चाहता', 'ख़रीदन#$%ा', 'मिल्कमा', 'का', 'ब्रेड', 'ब्राउन']"
5348024557506808_f988_chunk_0_subchunk_1.wav,उत्पाद वापस करें मिल्<b>की म#$%िस्ट ख</b>ो[START]वा,"['करें', 'उत्पाद', 'वापस', 'ख</b>ो[start]वा', 'म#$%िस्ट', 'मिल्<b>की']"
5348024557506811_f2117_chunk_0_subchunk_1.wav,मेरे तम[START]िलनाडु मर्कें#$%टाइल बैंक </b>खाते में क<b>ितना बैलेंस है,"['में', 'बैंक', 'बैलेंस', 'तम[start]िलनाडु', '</b>खाते', 'मर्कें#$%टाइल', 'क<b>ितना', 'है', 'मेरे']"
5348024557506813_f998_chunk_0_subchunk_1.wav,पाँच सौ</#$%b> रु<b>पये यूनिसेफ को दान कर[START]ें,"['पाँच', 'दान', 'रु<b>पये', 'सौ</#$%b>', 'कर[start]ें', 'को', 'यूनिसेफ']"
5348024557506816_f2113_chunk_0_subchunk_1.wav,क्या आप चेक कर सकते हैं कि फ़ोन नम्बर छः छः नौ शून्य नौ शून्य एक चार शून्य नौ छः वाले यूजर के टीका पंजीकरण के लिए ओ टी पी पाँच चार आठ शून्य आठ शून्य अभ</b>ी[STAR#$%T] भ<b>ी मान्य है या नहीं,"['कि', 'टी', 'क्या', 'आप', 'आठ', 'कर', 'ओ', 'एक', 'है', 'मान्य', 'पी', 'पाँच', 'नम्बर', 'नौ', 'चेक', 'हैं', 'शून्य', 'वाले', 'या', 'यूजर', 'अभ</b>ी[star#$%t]', 'पंजीकरण', 'नहीं', 'भ<b>ी', 'चार', 'के', 'फ़ोन', 'सकते', 'टीका', 'लिए', 'छः']"
