Filename,Transcription,vocab_list
5348024557503182_f366_chunk_1_subchunk_1_QC1_3_sample_rate_reduction.wav,इछली,['इछली']
5348024557503366_f114_chunk_6_subchunk_1_QC1_3_sample_rate_reduction.wav,हमारी मन में जो भी होता है न उसे च्वाई करने के लिए एक ऑप्शन मिल गहे वाम थे तो अधुबरा हम,"['तो', 'उसे', 'है', 'लिए', 'वाम', 'मन', 'न', 'थे', 'गहे', 'भी', 'के', 'में', 'जो', 'करने', 'हमारी', 'हम', 'अधुबरा', 'होता', 'एक', 'च्वाई', 'ऑप्शन', 'मिल']"
5348024557503368_f568_chunk_5_subchunk_1_QC1_4_silence_insertion.wav,गुड क्वालिटी ठैंजूर पेंटिंग वगैरा तो मिलती है और उन लोगों का जो भी डिजाइन सबकुछ तो हैंडमेड होने के कारण उनका अपना एक ट्रेडमार् का लोगों मैंने देखा है,"['तो', 'उन', 'है', 'पेंटिंग', 'होने', 'गुड', 'वगैरा', 'देखा', 'भी', 'उनका', 'सबकुछ', 'ठैंजूर', 'मैंने', 'डिजाइन', 'के', 'कारण', 'का', 'जो', 'मिलती', 'लोगों', 'हैंडमेड', 'क्वालिटी', 'एक', 'और', 'ट्रेडमार्', 'अपना']"
5348024557503367_f364_chunk_2_subchunk_1_QC1_3_sample_rate_reduction.wav,फंडिंग के लिए अभी तक मैं कहीं भी झाके कुछ लौन बगैरा का प्रयत्न मैंने नहीं किया है,"['नहीं', 'मैंने', 'के', 'कहीं', 'लौन', 'फंडिंग', 'बगैरा', 'का', 'प्रयत्न', 'अभी', 'मैं', 'झाके', 'है', 'भी', 'तक', 'किया', 'कुछ', 'लिए']"
5348024557503389_f1598_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,पिछले सात महीनों की मेरी डीटीएच बिलड रीडिंग दिखाए,"['सात', 'की', 'डीटीएच', 'महीनों', 'पिछले', 'रीडिंग', 'दिखाए', 'मेरी', 'बिलड']"
5348024557503192_f254_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,मुसे सब तरहके के गाने अच्छी लगती है औ हिन्दुस्तानी सक्लासकल फॉस में से सब अच्छी लगती है सुने के लिए न तो,"['तो', 'के', 'सब', 'सक्लासकल', 'फॉस', 'लिए', 'न', 'में', 'लगती', 'अच्छी', 'हिन्दुस्तानी', 'मुसे', 'है', 'से', 'सुने', 'औ', 'तरहके', 'गाने']"
5348024557503181_f317_chunk_3_subchunk_1_QC1_3_sample_rate_reduction.wav,गुजरात,['गुजरात']
5348024557503551_f1928_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,वो आखिरी बार में अपने पति महेश के साथ इस शो में आई थी,"['इस', 'अपने', 'के', 'आखिरी', 'वो', 'में', 'पति', 'साथ', 'आई', 'शो', 'थी', 'महेश', 'बार']"
5348024557503255_f588_chunk_10_subchunk_1_QC1_3_sample_rate_reduction.wav,ज्यादातर वहां पे वो फ्री रहते हैं जो गर्नमेंट के हैं डरिकिंग कभीकभी जब वो मेंटेनेंस के हिसाब से हां कभीकभी एंट्री फीज तो रहती है,"['कभीकभी', 'तो', 'फ्री', 'जब', 'रहते', 'हिसाब', 'है', 'रहती', 'फीज', 'डरिकिंग', 'मेंटेनेंस', 'हैं', 'गर्नमेंट', 'हां', 'वहां', 'के', 'एंट्री', 'वो', 'से', 'जो', 'ज्यादातर', 'पे']"
5348024557503501_f1912_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,आपके कार्ट में ऑर्गानिक त्व बिरियानी बास्मती अनपॉलिश्ट राइस उपलब्ध नहीं है कृपया बाद में फिर से ऑर्डर करने का प्रयास करें,"['है', 'बास्मती', 'करें', 'राइस', 'प्रयास', 'बाद', 'कृपया', 'का', 'में', 'से', 'कार्ट', 'करने', 'अनपॉलिश्ट', 'ऑर्गानिक', 'नहीं', 'त्व', 'ऑर्डर', 'आपके', 'उपलब्ध', 'बिरियानी', 'फिर']"
5348024557503741_f1692_chunk_0_subchunk_1_QC1_5_upsampling_simulation.wav,फोन नमबर और ओटीपी शून्य का उपयोग करके उमंक में लगीन करें,"['करके', 'करें', 'और', 'उपयोग', 'का', 'फोन', 'में', 'लगीन', 'शून्य', 'उमंक', 'ओटीपी', 'नमबर']"
5348024557503344_f1835_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,आगे,['आगे']
5348024557503367_f364_chunk_1_subchunk_1_QC1_3_sample_rate_reduction.wav,कावमन की तरफ से थोड़ा बहुत सपूत हो़ना तो चाहिए आ,"['की', 'तो', 'हो़ना', 'सपूत', 'आ', 'से', 'कावमन', 'थोड़ा', 'चाहिए', 'बहुत', 'तरफ']"
5348024557503596_f133_chunk_12_subchunk_1_QC1_5_upsampling_simulation.wav,मैं बातें करना हो और अपना अपना पर्सनल बातें करने और पर्सनल थॉट शेयर करना हो तो तब हम किचन में शेयर करते खाना बनाते हुए,"['तो', 'किचन', 'शेयर', 'बातें', 'हुए', 'बनाते', 'मैं', 'करना', 'में', 'करने', 'हो', 'थॉट', 'करते', 'हम', 'पर्सनल', 'और', 'खाना', 'तब', 'अपना']"
5348024557503654_f270_chunk_3_subchunk_1_QC1_5_upsampling_simulation.wav,सिर्फ ट्रेडिशनल डानसेज ही नहीं इंडियन क्लासिकल डांसेज जैसे भारत नाटयम मोइनियाटम इन सारे डां के वीडियोज दिखाए जाते है इन सारे डांसेज परफॉर्म किए जाते हैं,"['क्लासिकल', 'परफॉर्म', 'है', 'जाते', 'इंडियन', 'ट्रेडिशनल', 'सिर्फ', 'मोइनियाटम', 'दिखाए', 'वीडियोज', 'भारत', 'हैं', 'इन', 'के', 'सारे', 'डां', 'नहीं', 'डांसेज', 'नाटयम', 'डानसेज', 'किए', 'ही', 'जैसे']"
5348024557503596_f133_chunk_0_subchunk_1_QC1_5_upsampling_simulation.wav,वैसे तो मुझे अकेला खाना बनाना अच्छा लगता है लेकिन कोई अगर मेरे पास बैठे,"['तो', 'अच्छा', 'लेकिन', 'बैठे', 'मुझे', 'खाना', 'अगर', 'वैसे', 'अकेला', 'बनाना', 'लगता', 'है', 'कोई', 'पास', 'मेरे']"
5348024557503486_f36_chunk_1_subchunk_1_QC1_4_silence_insertion.wav,अपना व्यावसाय करने की आजादी मिली है काफी तरक्की हुई उनके जीवन में काफी,"['की', 'हुई', 'व्यावसाय', 'उनके', 'तरक्की', 'मिली', 'काफी', 'में', 'है', 'करने', 'आजादी', 'जीवन', 'अपना']"
5348024557503367_f364_chunk_11_subchunk_1_QC1_3_sample_rate_reduction.wav,सब कुछ केलिए तो बहुत महंगा लगरा है जब मैं खेरला न्यूरियल पेंटिंग सीख रही थी उस समय तो एक महीने का वो कोस था और उसका फीस था फिफटी पचास हजार रुपया,"['तो', 'जब', 'उसका', 'पचास', 'न्यूरियल', 'थी', 'फीस', 'है', 'सीख', 'पेंटिंग', 'मैं', 'कुछ', 'फिफटी', 'महंगा', 'उस', 'महीने', 'केलिए', 'समय', 'रुपया', 'बहुत', 'रही', 'सब', 'लगरा', 'का', 'वो', 'कोस', 'था', 'खेरला', 'एक', 'और', 'हजार']"
5348024557503472_f608_chunk_1_subchunk_1_QC1_4_silence_insertion.wav,श्रीलंका इंडोनेशिया,"['इंडोनेशिया', 'श्रीलंका']"
5348024557503245_f587_chunk_5_subchunk_1_QC1_3_sample_rate_reduction.wav,तो मैं अच्छे से बात कर सकती हूँ ट्रांसलेशन्स की काम कर सकती हूँ कम्युनिकेशन मेरा अच्छा है और इसकी वजह से ओवरॉल पीपल मैनेजमेंट इज गुड स्किल विच आईथिंक आई हैब,"['बात', 'की', 'हैब', 'तो', 'अच्छे', 'ओवरॉल', 'आईथिंक', 'है', 'मैं', 'पीपल', 'कम्युनिकेशन', 'गुड', 'आई', 'कर', 'सकती', 'मेरा', 'अच्छा', 'काम', 'विच', 'से', 'मैनेजमेंट', 'हूँ', 'स्किल', 'और', 'ट्रांसलेशन्स', 'इज', 'इसकी', 'वजह']"
5348024557503158_f1056_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,छ हजार रुपये एमस्वाइब पर अंतिम स्कैन किे गए क्युआ कोरड पर भुगतान करें टिब कहते हुए एक टिप्पणी जोड़ें,"['टिब', 'रुपये', 'अंतिम', 'हुए', 'भुगतान', 'क्युआ', 'करें', 'छ', 'कोरड', 'गए', 'जोड़ें', 'कहते', 'स्कैन', 'किे', 'एमस्वाइब', 'एक', 'पर', 'टिप्पणी', 'हजार']"
5348024557503524_f581_chunk_9_subchunk_1_QC1_4_silence_insertion.wav,औरत और अब हम वोतो डिक्लेरेशन में दिया था कि अकलर थोड़ासा कैमरे की अलाइटनिंग से की वजह से इधरउधर थोड़ा बहुत ो हो सकता है लेकिन फिर भी,"['की', 'इधरउधर', 'सकता', 'लेकिन', 'कैमरे', 'है', 'थोड़ा', 'डिक्लेरेशन', 'भी', 'वोतो', 'बहुत', 'था', 'में', 'अलाइटनिंग', 'से', 'थोड़ासा', 'हो', 'दिया', 'हम', 'ो', 'और', 'अब', 'अकलर', 'औरत', 'वजह', 'कि', 'फिर']"
5348024557503438_f1324_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,इस बीच समाचार एजेंसी सिन्हुआ ने बताया कि कुछ साव भ्रूण़ थे,"['इस', 'ने', 'कुछ', 'साव', 'भ्रूण़', 'बीच', 'एजेंसी', 'थे', 'सिन्हुआ', 'समाचार', 'कि', 'बताया']"
5348024557503624_f1673_chunk_0_subchunk_1_QC1_5_upsampling_simulation.wav,मेरे वर्चुअल भुगतान पते को एट यूपीआई से ँ एपेटीए में बदले,"['यूपीआई', 'को', 'एपेटीए', 'वर्चुअल', 'से', 'में', 'बदले', 'पते', 'ँ', 'मेरे', 'भुगतान', 'एट']"
5348024557503604_f750_chunk_22_subchunk_1_QC1_5_upsampling_simulation.wav,सिलरोटी बोलते उसको हम ओकेसे्फ ओकेशली खाते शादी व्यहा और किसी का,"['व्यहा', 'सिलरोटी', 'शादी', 'किसी', 'और', 'ओकेसे्फ', 'का', 'उसको', 'ओकेशली', 'बोलते', 'खाते', 'हम']"
5348024557503676_f1254_chunk_0_subchunk_1_QC1_5_upsampling_simulation.wav,कषमा करें आपके का्ट आइटम में से फ्रैशो सिग्नेचर ड्राइट फ्रूड मंचीज भंडार में नहीं हैं,"['का्ट', 'नहीं', 'ड्राइट', 'फ्रैशो', 'करें', 'आपके', 'में', 'से', 'फ्रूड', 'आइटम', 'कषमा', 'सिग्नेचर', 'मंचीज', 'भंडार', 'हैं']"
5348024557503419_f425_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,मेरी सबसे बड़ी ताकत मेरा परिवार है,"['ताकत', 'परिवार', 'मेरी', 'है', 'सबसे', 'मेरा', 'बड़ी']"
5348024557503524_f581_chunk_5_subchunk_1_QC1_4_silence_insertion.wav,जो हम बिल्कुल भी अच्छा नहीं महसूस करेंगे अगर वो पहनेंगे तो और दूसरा साइज का साइज में भी बहुत ज्यादा डिफरेंस है,"['महसूस', 'तो', 'साइज', 'है', 'डिफरेंस', 'ज्यादा', 'पहनेंगे', 'करेंगे', 'भी', 'बहुत', 'दूसरा', 'अच्छा', 'का', 'वो', 'में', 'जो', 'हम', 'नहीं', 'और', 'बिल्कुल', 'अगर']"
5348024557503656_f273_chunk_4_subchunk_1_QC1_5_upsampling_simulation.wav,लंदन की जो विक्टोरियनेरा की जो क्राइम दुनिया है उसमें फंस जाता है और वहां से वो कैसे निकलता है उस बारे में दोनों ही किताबों में जो दिखाया गया है वो है,"['की', 'बारे', 'क्राइम', 'लंदन', 'है', 'दुनिया', 'फंस', 'दोनों', 'उस', 'किताबों', 'वहां', 'उसमें', 'जाता', 'वो', 'से', 'में', 'जो', 'निकलता', 'और', 'ही', 'दिखाया', 'गया', 'कैसे', 'विक्टोरियनेरा']"
5348024557503428_f206_chunk_3_subchunk_1_QC1_4_silence_insertion.wav,अगर बच्चे को अपने स्किल पर आगे बढ़ना है तो अगर उनको अपनी रुचि के अनुसार आगे बढ़ना है तो बहुत सारे सेक्टर से आप देख लीजिए जैसे फेशन हो गया या टेक्नोलॉजी है डिप्लोमा भी हो कर सकते है,"['आगे', 'तो', 'रुचि', 'डिप्लोमा', 'आप', 'बच्चे', 'लीजिए', 'सकते', 'या', 'है', 'फेशन', 'कर', 'सेक्टर', 'भी', 'बहुत', 'बढ़ना', 'को', 'के', 'उनको', 'सारे', 'से', 'अपनी', 'हो', 'अनुसार', 'अपने', 'स्किल', 'देख', 'अगर', 'पर', 'जैसे', 'गया', 'टेक्नोलॉजी']"
5348024557503680_f771_chunk_0_subchunk_1_QC1_5_upsampling_simulation.wav,मेरे तमिलनाडु मेरकन टाइल बैंक खाते में कितना पैसा बचा है,"['बचा', 'में', 'टाइल', 'है', 'मेरकन', 'तमिलनाडु', 'पैसा', 'मेरे', 'खाते', 'बैंक', 'कितना']"
5348024557503549_f580_chunk_8_subchunk_1_QC1_4_silence_insertion.wav,है,['है']
5348024557503604_f750_chunk_15_subchunk_1_QC1_5_upsampling_simulation.wav,मैं पर्टिक्युलर सेल्यरोटी के बारे में बताना चाहूंगी तो हम लोग सेलरोटी बनाने से पहले क्या करते हम लोग,"['बारे', 'पहले', 'लोग', 'सेल्यरोटी', 'तो', 'सेलरोटी', 'के', 'चाहूंगी', 'बताना', 'बनाने', 'में', 'से', 'पर्टिक्युलर', 'मैं', 'करते', 'हम', 'क्या']"
5348024557503367_f364_chunk_18_subchunk_1_QC1_3_sample_rate_reduction.wav,दान स्वभाश असी एजुकएशन के लिए और,"['एजुकएशन', 'के', 'और', 'स्वभाश', 'असी', 'दान', 'लिए']"
5348024557503543_f579_chunk_1_subchunk_1_QC1_4_silence_insertion.wav,एो,['एो']
5348024557503716_f15_chunk_4_subchunk_1_QC1_5_upsampling_simulation.wav,शायद आपको पता होगा नहीं पता ओगा एक ब्लॉक्स जैसे बनाते हैं हम नीचे रोड़ पे या फर्स पे जहां भी आप खेलनाजा तो छत पर उनपे फिर नम्बर्स लिखते हैं,"['तो', 'फर्स', 'आप', 'या', 'बनाते', 'जहां', 'ब्लॉक्स', 'खेलनाजा', 'शायद', 'नम्बर्स', 'उनपे', 'भी', 'हैं', 'छत', 'लिखते', 'रोड़', 'नीचे', 'हम', 'नहीं', 'एक', 'होगा', 'पर', 'आपको', 'पता', 'ओगा', 'जैसे', 'पे', 'फिर']"
5348024557503583_f464_chunk_1_subchunk_1_QC1_4_silence_insertion.wav,अक्टूबर,['अक्टूबर']
5348024557503487_f35_chunk_2_subchunk_1_QC1_4_silence_insertion.wav,वो औरतों को फाइनेंशली इंडिपेंडेंट बनाने के लिए या तो उनको उनकी स्किल डिवलपमेंट के लिए काम करते हैं और बहुत सारी ऐसे संस्थाएं भी हैं जो ह्यूमेंट्रैफिकिंग और चाइल्ड ट्रैफिकिंग के ऊपर काम करती हैं औरमैत्री जो हैं वो,"['तो', 'ट्रैफिकिंग', 'संस्थाएं', 'ऊपर', 'या', 'बनाने', 'लिए', 'ह्यूमेंट्रैफिकिंग', 'करती', 'इंडिपेंडेंट', 'उनकी', 'हैं', 'भी', 'बहुत', 'को', 'ऐसे', 'के', 'औरमैत्री', 'काम', 'वो', 'उनको', 'फाइनेंशली', 'जो', 'करते', 'औरतों', 'स्किल', 'और', 'सारी', 'चाइल्ड', 'डिवलपमेंट']"
5348024557503238_f384_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,ऐश्वर्या वृषाली गणेश आनंद,"['ऐश्वर्या', 'आनंद', 'वृषाली', 'गणेश']"
5348024557503510_f1914_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,जमा किए गए पेंशन पासबुक का उपयोग करके सथ न क न क ून्यशून्य क फोन नंबर वाले उपयोगकर्ता की जानकारी सत्यापित करे,"['की', 'ून्यशून्य', 'पेंशन', 'जमा', 'उपयोगकर्ता', 'सत्यापित', 'वाले', 'जानकारी', 'करे', 'पासबुक', 'उपयोग', 'न', 'गए', 'का', 'नंबर', 'करके', 'क', 'किए', 'सथ', 'फोन']"
5348024557503407_f483_chunk_1_subchunk_1_QC1_4_silence_insertion.wav,उसकी डिलीवरी प्राप्त करने के बाद जब मैंने जांच की तो उसकी गुणवत्ता बहुत ही अच्छी थी कीमत के हिसाब से वाटरबॉटिल बहुत ही अच्छी क्वालिटी की है,"['की', 'तो', 'जब', 'हिसाब', 'थी', 'कीमत', 'है', 'उसकी', 'प्राप्त', 'बाद', 'जांच', 'बहुत', 'मैंने', 'गुणवत्ता', 'के', 'से', 'अच्छी', 'करने', 'क्वालिटी', 'ही', 'डिलीवरी', 'वाटरबॉटिल']"
5348024557503535_f352_chunk_9_subchunk_1_QC1_4_silence_insertion.wav,केलएक ऐसा लगता है कि धरतीमा ने हरा कपड़ा ओ गिया,"['ऐसा', 'ने', 'हरा', 'लगता', 'गिया', 'है', 'ओ', 'केलएक', 'धरतीमा', 'कि', 'कपड़ा']"
5348024557503661_f632_chunk_14_subchunk_1_QC1_5_upsampling_simulation.wav,ज्यादातर लोगसाइनसी रेफर करते हैं और स्कूल कॉलेज में अगर कहा जाए तो और अगर कॉलेज या यूनिवर्सिटी में कहा जाए तो ज्यादातर लोग,"['जाए', 'लोग', 'तो', 'कहा', 'कॉलेज', 'लोगसाइनसी', 'और', 'अगर', 'में', 'या', 'ज्यादातर', 'हैं', 'स्कूल', 'करते', 'रेफर', 'यूनिवर्सिटी']"
5348024557503611_f1204_chunk_0_subchunk_1_QC1_5_upsampling_simulation.wav,् नवंबर को राष्ट्रपति श्री रामनाथ कोविंद ने मणिपुर में शंगाय महोत्सव का उद्घाटन किया,"['श्री', 'को', 'ने', 'उद्घाटन', 'का', 'महोत्सव', 'मणिपुर', 'में', 'शंगाय', '्', 'राष्ट्रपति', 'नवंबर', 'रामनाथ', 'कोविंद', 'किया']"
5348024557503549_f580_chunk_9_subchunk_1_QC1_4_silence_insertion.wav,ऐसे बहुत सारी चीजें हैं जो,"['ऐसे', 'जो', 'सारी', 'हैं', 'चीजें', 'बहुत']"
5348024557503368_f568_chunk_2_subchunk_1_QC1_4_silence_insertion.wav,क्योंकि पहले तो मैंन अभी तक बहुत बड़ा एग्जीबिशन डालने,"['पहले', 'एग्जीबिशन', 'तो', 'क्योंकि', 'डालने', 'अभी', 'बड़ा', 'तक', 'बहुत', 'मैंन']"
5348024557503181_f317_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,केरला,['केरला']
5348024557503290_f2101_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,आगे,['आगे']
5348024557503195_f318_chunk_2_subchunk_1_QC1_3_sample_rate_reduction.wav,और,['और']
5348024557503549_f580_chunk_10_subchunk_1_QC1_4_silence_insertion.wav,हम मान सकते हैं व जिसे हम मान सकते हैं कि हमारी पुरानी पीढ़ी बहुत ही ज्यादा हमसे धार्मिक थी औरशायद इसी वजह से उनके उनका समाज ज्यादा,"['औरशायद', 'मान', 'सकते', 'थी', 'पीढ़ी', 'पुरानी', 'ज्यादा', 'इसी', 'व', 'हैं', 'उनका', 'बहुत', 'उनके', 'से', 'हमारी', 'हम', 'जिसे', 'धार्मिक', 'ही', 'समाज', 'वजह', 'हमसे', 'कि']"
5348024557503754_f802_chunk_0_subchunk_1_QC1_5_upsampling_simulation.wav,हुआ,['हुआ']
5348024557503141_f123_chunk_2_subchunk_1_QC1_3_sample_rate_reduction.wav,काला रात काला आकाश में हमेशा चमकाती रहती है,"['हमेशा', 'आकाश', 'चमकाती', 'में', 'है', 'रात', 'रहती', 'काला']"
5348024557503300_f176_chunk_6_subchunk_1_QC1_3_sample_rate_reduction.wav,जल और हवा यातायात की व्यवस्था भी की गई है फिर भी बहुत सी क्षेत्र आज भी उन्नत परिवहन सुविधाओं से वंचित है,"['की', 'वंचित', 'यातायात', 'गई', 'है', 'जल', 'भी', 'क्षेत्र', 'बहुत', 'व्यवस्था', 'परिवहन', 'सुविधाओं', 'से', 'हवा', 'और', 'आज', 'सी', 'उन्नत', 'फिर']"
5348024557503656_f273_chunk_15_subchunk_1_QC1_5_upsampling_simulation.wav,के अगर मैं इन लोगों की जगह होती तो क्या होता अगर मेरी जिंदगी ऐसी होती तो क्या होता तो,"['की', 'जगह', 'जिंदगी', 'ऐसी', 'तो', 'के', 'क्या', 'होता', 'अगर', 'होती', 'मेरी', 'इन', 'मैं', 'लोगों']"
5348024557503477_f610_chunk_3_subchunk_1_QC1_4_silence_insertion.wav,सिखाना पड़ता है जैसे के अभी मलोगों को जो ये जो मोबाइल बैंकिंग है हमारे पीछे वाले जेनरेशन के लोग जो मी पापा और उनके जेनरेशन के लोग हैं उनको बिल्कुल भी मालूम नहींहैं तो उनको उनके साथ हम लोगों को ये सारी चीजें,"['नहींहैं', 'तो', 'है', 'मलोगों', 'वाले', 'चीजें', 'पापा', 'पड़ता', 'मी', 'ये', 'अभी', 'पीछे', 'जेनरेशन', 'हैं', 'भी', 'को', 'सिखाना', 'के', 'उनके', 'हमारे', 'मालूम', 'उनको', 'जो', 'मोबाइल', 'लोग', 'हम', 'लोगों', 'और', 'बिल्कुल', 'बैंकिंग', 'जैसे', 'सारी', 'साथ']"
5348024557503604_f750_chunk_7_subchunk_1_QC1_5_upsampling_simulation.wav,हम लोगों का ट्रेडिशनल डीसेस बोलने से हम लोगों का है सेलरोटी और,"['सेलरोटी', 'ट्रेडिशनल', 'बोलने', 'और', 'का', 'से', 'है', 'डीसेस', 'हम', 'लोगों']"
5348024557503716_f15_chunk_7_subchunk_1_QC1_5_upsampling_simulation.wav,अब बाकियों को फटाफट धोड़के ब्लैक कलर को टच करना जैसे उसने किसी भी चीज का ब्लैक कलर टच किया वो सेब है और जो जिसने नहीं किया होगा टच और वो तब तक पकड़ा गया तो वो आउट हो जाएगा और एक होर चीज हम खेत रे फ्लोरिज लावा,"['तो', 'फटाफट', 'जिसने', 'रे', 'ब्लैक', 'है', 'तक', 'किसी', 'उसने', 'लावा', 'धोड़के', 'कलर', 'भी', 'को', 'करना', 'बाकियों', 'खेत', 'का', 'वो', 'जो', 'हो', 'फ्लोरिज', 'हम', 'आउट', 'टच', 'नहीं', 'पकड़ा', 'एक', 'अब', 'और', 'होर', 'होगा', 'जाएगा', 'जैसे', 'गया', 'चीज', 'तब', 'सेब', 'किया']"
5348024557503365_f365_chunk_9_subchunk_1_QC1_3_sample_rate_reduction.wav,सेमैकी प्रॉपर िमेसिकल जो भी इमेज मिल रहा है न और तो बहुत अच्छा लगरा है मुझे,"['तो', 'अच्छा', 'इमेज', 'प्रॉपर', 'और', 'मुझे', 'न', 'लगरा', 'जो', 'है', 'िमेसिकल', 'सेमैकी', 'रहा', 'भी', 'बहुत', 'मिल']"
5348024557503242_f390_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,मुझे बहुत खुशी है कि पहले समाने से बेहतर ये मेडिकल सर्विसेज हम लोगों को मिल रही है अ वीहैव बेटर इक्विपमेंट,"['खुशी', 'मुझे', 'वीहैव', 'है', 'पहले', 'समाने', 'कि', 'इक्विपमेंट', 'सर्विसेज', 'ये', 'रही', 'बहुत', 'को', 'अ', 'से', 'हम', 'लोगों', 'बेहतर', 'मेडिकल', 'बेटर', 'मिल']"
5348024557503656_f273_chunk_7_subchunk_1_QC1_5_upsampling_simulation.wav,फिर जब बड़ा होता है तो डोरा नाम की एक लड़की से प्यार कर बैठता है और फिर डोरा की मौत तो डेविड भी अपनी जिंदगी में बहुत से ऐसे,"['की', 'जिंदगी', 'तो', 'जब', 'मौत', 'है', 'प्यार', 'नाम', 'कर', 'भी', 'बैठता', 'बहुत', 'ऐसे', 'से', 'में', 'अपनी', 'डेविड', 'होता', 'एक', 'डोरा', 'और', 'लड़की', 'बड़ा', 'फिर']"
5348024557503593_f360_chunk_6_subchunk_1_QC1_5_upsampling_simulation.wav,टेम्परेचर भी अच्छा उतरफ ना घर मीं बिनी हता ठंडी विनेोथा इसलिए मैंको मारचेप्र का टाइम प्संद है इसका मतलब है मुझे औतम पसंद ै,"['मुझे', 'औतम', 'है', 'ना', 'टाइम', 'घर', 'पसंद', 'मैंको', 'विनेोथा', 'ै', 'भी', 'मीं', 'मतलब', 'अच्छा', 'इसलिए', 'का', 'टेम्परेचर', 'उतरफ', 'ठंडी', 'हता', 'बिनी', 'इसका', 'मारचेप्र', 'प्संद']"
5348024557503416_f607_chunk_1_subchunk_1_QC1_4_silence_insertion.wav,कई नए बराबर के अवसर मिले हैं बेटियों को महिलाओं को आगे बढ़ने के लिए,"['को', 'आगे', 'के', 'अवसर', 'बेटियों', 'बढ़ने', 'महिलाओं', 'मिले', 'कई', 'नए', 'बराबर', 'हैं', 'लिए']"
5348024557503543_f579_chunk_4_subchunk_1_QC1_4_silence_insertion.wav,एक बहुत अच्छे से अप्रयोगशालाएं अच्छे से अ,"['अच्छे', 'एक', 'अ', 'से', 'अप्रयोगशालाएं', 'बहुत']"
5348024557503604_f750_chunk_5_subchunk_1_QC1_5_upsampling_simulation.wav,जिनमें हैं वो ाग्लाउडनाइन जहां पर सिश नेपाली औथेंटिक फूड मिलता है और,"['औथेंटिक', 'सिश', 'और', 'वो', 'पर', 'फूड', 'ाग्लाउडनाइन', 'है', 'जिनमें', 'जहां', 'नेपाली', 'मिलता', 'हैं']"
5348024557503593_f360_chunk_0_subchunk_1_QC1_5_upsampling_simulation.wav,मीरा फीवेट सीजन,"['मीरा', 'सीजन', 'फीवेट']"
5348024557503465_f427_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,ये जो मोस्कराइजर है मैंने ये तीन महीने पहले खरीदा है एक ऑनलाइन पोर्टल से मुझे बह्ट डर लग रहा था लेकिन यह काफी अच्छा निकला तो तीन महीने से मैं ये प्रयोगकर रही हूं औरोज,"['तो', 'लेकिन', 'मुझे', 'काफी', 'है', 'रहा', 'लग', 'यह', 'मैं', 'मोस्कराइजर', 'डर', 'प्रयोगकर', 'पहले', 'निकला', 'पोर्टल', 'महीने', 'ये', 'हूं', 'औरोज', 'रही', 'मैंने', 'खरीदा', 'अच्छा', 'था', 'से', 'जो', 'बह्ट', 'ऑनलाइन', 'एक', 'तीन']"
5348024557503284_f2095_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,बाें,['बाें']
5348024557503198_f319_chunk_3_subchunk_1_QC1_3_sample_rate_reduction.wav,तो ये यह एक आकर्षत जगा है,"['तो', 'एक', 'ये', 'है', 'आकर्षत', 'यह', 'जगा']"
5348024557503549_f580_chunk_1_subchunk_1_QC1_4_silence_insertion.wav,धार्मिक आचरण अल और धार्मिक आचार जो हम बोलते हैं अ वो सच्ची में उनके लिए सही मायने में वेऑफ लाइफ था,"['आचार', 'सच्ची', 'बोलते', 'लाइफ', 'लिए', 'आचरण', 'अल', 'हैं', 'सही', 'उनके', 'अ', 'था', 'वो', 'में', 'वेऑफ', 'जो', 'हम', 'और', 'धार्मिक', 'मायने']"
5348024557503656_f273_chunk_8_subchunk_1_QC1_5_upsampling_simulation.wav,कठिन वक्त कठिन सिचुएशन के सिचुएशन का सामना करते हैं,"['के', 'कठिन', 'का', 'सामना', 'वक्त', 'सिचुएशन', 'हैं', 'करते']"
5348024557503141_f123_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,ीए मेरा दिमाग के तारोसजा कर देता है डार्गेशन के बारे में सीखने के लिए हमेशा कुछ नाया होता है,"['बारे', 'हमेशा', 'दिमाग', 'के', 'तारोसजा', 'होता', 'में', 'डार्गेशन', 'कर', 'है', 'सीखने', 'ीए', 'नाया', 'कुछ', 'मेरा', 'देता', 'लिए']"
