age_group,lang,job_type,gender,scenario,age-group,task_name,sp_id,native_language,fname,text,occupation,native_district,occupation_domain,verbatim,duration,qc1_applied,native_state,qual,job_category,normalized
18-30,hi,White Collar,Female,Extempore,18-30,Product Reviews,9747600399460,Malayalam,5348024557503117_f673_chunk_1_subchunk_1.wav,मैजिक रंग भरने वाली किताब खरीदी इसकी प्राइस टू नाइंटी केवल टू नाइंटी नाइन रुपये है मैंने सोचा कि यह केवल टू नाइंटी नाइन रुपये है और कई महीने तक नहीं टिकेगा लेकिन इसकी क्वालिटी अच्छी है,Linguist,Pathanamthitta,Technology and Services,मैजिक रैंग भरने वाली किताब खरीदी इसकी प्राइस टू नाइंटी केवल टू नाइंटी नाइन रुपये है मैंने सोचा कि ये केवल टू नाइंटी नाइन रुपये है और कोई महीने तक नहीं टिकेगा लेकिन इसकी क्वालिटी अच्छी है,16.862,QC1_2_corrupt_simulation,Kerala,Post Grad + PhD,Full Time,मैजिक [Magic] रंग भरने वाली किताब खरीदी इसकी प्राइस [Price] टू [Two] नाइंटी [Ninety] केवल टू [Two] नाइंटी [Ninety] नाइन [Nine] रुपये है मैंने सोचा कि यह केवल टू [Two] नाइंटी [Ninety] नाइन [Nine] रुपये है और कई महीने तक नहीं टिकेगा लेकिन इसकी क्वालिटी [Quality] अच्छी है
18-30,hi,White Collar,Female,Extempore,18-30,Product Reviews,9747600399460,Malayalam,5348024557503117_f673_chunk_2_subchunk_1.wav,मेरा नेफ़्यू वास्तव में इस उत्पन्न को पसंद करता है और अभी,Linguist,Pathanamthitta,Technology and Services,मेरा नेफ़्यू वास्तव में इस उत्पन्न को पसंद करता है और अभी,6.11,QC1_2_corrupt_simulation,Kerala,Post Grad + PhD,Full Time,मेरा नेफ़्यू [Nephew] वास्तव में इस उत्पन्न को पसंद करता है और अभी
18-30,hi,White Collar,Female,Extempore,18-30,Product Reviews,9747600399460,Malayalam,5348024557503117_f673_chunk_3_subchunk_1.wav,अभी भी इसका उपयोग करता है इससे ख़रीद हुई एक साल हो गया है,Linguist,Pathanamthitta,Technology and Services,अभी भी इसका उपयोग करता है इससे ख़रीद हुई एक साल हो गया है,6.014,QC1_2_corrupt_simulation,Kerala,Post Grad + PhD,Full Time,अभी भी इसका उपयोग करता है इससे ख़रीद हुई एक साल हो गया है
18-30,hi,White Collar,Female,Extempore,18-30,Task of Fives,9747600399460,Malayalam,5348024557503119_f331_chunk_0_subchunk_1.wav,दो जनवरी,Linguist,Pathanamthitta,Technology and Services,दो जनवरी,1.119,QC1_2_corrupt_simulation,Kerala,Post Grad + PhD,Full Time,दो जनवरी [January]
18-30,hi,White Collar,Female,Extempore,18-30,Task of Fives,9747600399460,Malayalam,5348024557503119_f331_chunk_1_subchunk_1.wav,दो हज़ार नौ,Linguist,Pathanamthitta,Technology and Services,दो हज़ार नौ,1.407,QC1_2_corrupt_simulation,Kerala,Post Grad + PhD,Full Time,दो हज़ार नौ
18-30,hi,White Collar,Female,Extempore,18-30,Task of Fives,9747600399460,Malayalam,5348024557503119_f331_chunk_2_subchunk_1.wav,पाँच में,Linguist,Pathanamthitta,Technology and Services,पाँच में,1.0229375,QC1_2_corrupt_simulation,Kerala,Post Grad + PhD,Full Time,पाँच में
18-30,hi,White Collar,Female,Extempore,18-30,Task of Fives,9747600399460,Malayalam,5348024557503119_f331_chunk_3_subchunk_1.wav,दो हज़ार पाँच,Linguist,Pathanamthitta,Technology and Services,दो हज़ार पाँच,1.887,QC1_2_corrupt_simulation,Kerala,Post Grad + PhD,Full Time,दो हज़ार पाँच
18-30,hi,White Collar,Female,Extempore,18-30,Task of Fives,9747600399460,Malayalam,5348024557503120_f330_chunk_0_subchunk_1.wav,एक हज़ार,Linguist,Pathanamthitta,Technology and Services,एक हज़ार,0.735,QC1_2_corrupt_simulation,Kerala,Post Grad + PhD,Full Time,एक हज़ार
18-30,hi,White Collar,Female,Extempore,18-30,Task of Fives,9747600399460,Malayalam,5348024557503120_f330_chunk_1_subchunk_1.wav,दो हज़ार,Linguist,Pathanamthitta,Technology and Services,दो हज़ार,0.831,QC1_3_sample_rate_reduction,Kerala,Post Grad + PhD,Full Time,दो हज़ार
18-30,hi,White Collar,Female,Extempore,18-30,Task of Fives,9747600399460,Malayalam,5348024557503120_f330_chunk_2_subchunk_1.wav,पंद्रह सोलह सतरह बारह,Linguist,Pathanamthitta,Technology and Services,पंद्रह शोलह सतरह बारह,3.519,QC1_3_sample_rate_reduction,Kerala,Post Grad + PhD,Full Time,पंद्रह सोलह सतरह बारह
18-30,hi,White Collar,Female,Extempore,18-30,Task of Fives,9747600399460,Malayalam,5348024557503121_f672_chunk_0_subchunk_1.wav,प्रतिनिधितक कोरिकॉर्ड कन्नूर कासरगोड़ ट्रिवेंड्रम,Linguist,Pathanamthitta,Technology and Services,प्रतिनिधिटक कोरिकॉर्ड कन्नूर कासरगोड़ ट्रिवेंड्रम,4.599,QC1_3_sample_rate_reduction,Kerala,Post Grad + PhD,Full Time,प्रतिनिधितक कोरिकॉर्ड कन्नूर कासरगोड़ ट्रिवेंड्रम [Trivandrum]
18-30,hi,White Collar,Female,Extempore,18-30,Leisure activities,9747600399460,Malayalam,5348024557503141_f123_chunk_0_subchunk_1.wav,यह मेरा दिमाग की तरो ताज़ा कर देता है स्टारगेज़िंग के बारे में सीखने के लिए हमेशा कुछ नया होता है,Linguist,Pathanamthitta,Technology and Services,ये मेरा दिमाग की तरो ताज़ा कर देता है स्टारगेज़िंग के बारे में सीखने के लिए हमेशा कुछ नया होता है,8.223,QC1_3_sample_rate_reduction,Kerala,Post Grad + PhD,Full Time,यह मेरा दिमाग की तरो ताज़ा कर देता है स्टारगेज़िंग [Stargazing] के बारे में सीखने के लिए हमेशा कुछ नया होता है
18-30,hi,White Collar,Female,Extempore,18-30,Leisure activities,9747600399460,Malayalam,5348024557503141_f123_chunk_1_subchunk_1.wav,यह कभी बोरिंग नहीं होगा जब भी आप उदास महसूस करें बस रात के आकाश में देखें और तो आपको खुश कर देंगे क्योंकि यह ची ऐसी चीज़ है जो,Linguist,Pathanamthitta,Technology and Services,यह कभी बोरिंग नहीं होगा जब भी आप उदास महसूस करें बस रात के आकाश में देखें और तो आपको खुश कर देंगे क्योंकि ये ची ऐसी चीज़ है जो,14.751,QC1_3_sample_rate_reduction,Kerala,Post Grad + PhD,Full Time,यह कभी बोरिंग [Boring] नहीं होगा जब भी आप उदास महसूस करें बस रात के आकाश में देखें और तो आपको खुश कर देंगे क्योंकि यह ची ऐसी चीज़ है जो
18-30,hi,White Collar,Female,Extempore,18-30,Leisure activities,9747600399460,Malayalam,5348024557503141_f123_chunk_2_subchunk_1.wav,काला रात काला आकाश में हमेशा चमकती रहती है,Linguist,Pathanamthitta,Technology and Services,काला रात काला आकाश में हमेशा चमकाती रहती है,5.718,QC1_3_sample_rate_reduction,Kerala,Post Grad + PhD,Full Time,काला रात काला आकाश में हमेशा चमकती रहती है
18-30,hi,Unemployed,Female,Read,18-30,Wikipedia Sentences,9335500344470,Malayalam,5348024557503145_f1837_chunk_0_subchunk_1.wav,यह फ़िल्म ग्यारह मार्च दो हज़ार बाईस को रिलीज़ हुई थी और इसे अत्यधिक सकारात्मक समीक्षा मिली थी,student,Tiruchirappalli,Education and Research,ये फिल्म ग्यारह मार्च दो हज़ार बाईस को रिलीज़ हुई थी और इसे अत्यधिक सकारात्मक समीक्षा मिली थी,8.656,QC1_3_sample_rate_reduction,Tamil Nadu,Post Grad + PhD,Other,यह फ़िल्म [Film] ग्यारह मार्च [March] दो हज़ार बाईस को रिलीज़ [Release] हुई थी और इसे अत्यधिक सकारात्मक समीक्षा मिली थी
18-30,hi,Unemployed,Female,Read,18-30,Wikipedia Sentences,9335500344470,Malayalam,5348024557503146_f1838_chunk_0_subchunk_1.wav,दो हज़ार चौदह में शाह ने व्यावसायिक रूप से सफल जय हो में सलमान खान के साथ अभिनय किया,student,Tiruchirappalli,Education and Research,दो हज़ार चौदह में शाह ने व्यावसायिक रूप से सफल जय हो में सलमान खान के साथ अभिनय किया,8.296,QC1_3_sample_rate_reduction,Tamil Nadu,Post Grad + PhD,Other,दो हज़ार चौदह में शाह ने व्यावसायिक रूप से सफल जय हो में सलमान खान के साथ अभिनय किया
18-30,hi,Unemployed,Female,Read,18-30,Everyday tasks,9335500344470,Malayalam,5348024557503149_f1004_chunk_0_subchunk_1.wav,वस्तु की व्याख्या करें,student,Tiruchirappalli,Education and Research,वस्तु की व्याख्या करें,2.543,QC1_3_sample_rate_reduction,Tamil Nadu,Post Grad + PhD,Other,वस्तु की व्याख्या करें
18-30,hi,Unemployed,Female,Read,18-30,Everyday tasks,9335500344470,Malayalam,5348024557503151_f1839_chunk_0_subchunk_1.wav,स्पीकरों की आवाज़ को घटा कर पाँच प्रतिशत कर दो,student,Tiruchirappalli,Education and Research,स्पीकरों की आवाज़ को घटा कर पाँच प्रतिशत कर दो,4.579,QC1_3_sample_rate_reduction,Tamil Nadu,Post Grad + PhD,Other,स्पीकरों की आवाज़ को घटा कर पाँच प्रतिशत कर दो
18-30,hi,Unemployed,Female,Read,18-30,Online grocery shopping,9335500344470,Malayalam,5348024557503154_f2192_chunk_0_subchunk_1.wav,उत्पाद वापस करें सिंथौल डीओ पाउडर,student,Tiruchirappalli,Education and Research,उत्पाद वापस करें सिंथौल डीओ पाउडर,3.82,QC1_3_sample_rate_reduction,Tamil Nadu,Post Grad + PhD,Other,उत्पाद वापस करें सिंथौल [Cinthol] डीओ [Deo] पाउडर [Powder]
18-30,hi,Unemployed,Female,Read,18-30,Online grocery shopping,9335500344470,Malayalam,5348024557503156_f1084_chunk_0_subchunk_1.wav,कुछ कटलरी के सुझाव दें,student,Tiruchirappalli,Education and Research,कुछ कटलरी के सुझाव दें,1.967,QC1_3_sample_rate_reduction,Tamil Nadu,Post Grad + PhD,Other,कुछ कटलरी [Cutlery] के सुझाव दें
18-30,hi,Unemployed,Female,Read,18-30,Digital payment services,9335500344470,Malayalam,5348024557503158_f1056_chunk_0_subchunk_1.wav,छः हज़ार रुपये एम स्वाइप पर अंतिम स्कैन किए गए क्यू आर कोड पर भुगतान करें टिप कहते हुए एक टिप्पणी जोड़ें,student,Tiruchirappalli,Education and Research,छे हजार रुपये एम स्वाइप पर अंतिम स्कैन किए गए क्यूआर कोड पर भुगतान करें टिप कहते हुए एक टिप्पणी जोड़ें,10.221,QC1_3_sample_rate_reduction,Tamil Nadu,Post Grad + PhD,Other,छः हज़ार रुपये एम [M] स्वाइप [Swipe] पर अंतिम स्कैन [Scan] किए गए क्यू [Q] आर [R] कोड [Code] पर भुगतान करें टिप [Tip] कहते हुए एक टिप्पणी जोड़ें
18-30,hi,Unemployed,Female,Read,18-30,Digital payment services,9335500344470,Malayalam,5348024557503159_f1845_chunk_0_subchunk_1.wav,चेक करो की क्या पेप्परफ़्राई से तीन हज़ार रुपये का रिफ़ंड प्रोसेस हुआ है या नहीं,student,Tiruchirappalli,Education and Research,चेक करो की क्या पेप्परफ़्राई से तीन हज़ार रुपये का रिफ़ंड प्रोसेस हुआ है या नहीं,5.844,QC1_3_sample_rate_reduction,Tamil Nadu,Post Grad + PhD,Other,चेक [Check] करो की क्या पेप्परफ़्राई [Pepperfry] से तीन हज़ार रुपये का रिफ़ंड [Refund] प्रोसेस [Process] हुआ है या नहीं
18-30,hi,Unemployed,Female,Read,18-30,Online government services,9335500344470,Malayalam,5348024557503161_f1569_chunk_0_subchunk_1.wav,क्या आप अपने ई पी एफ ओ पंजीकृत मोबाइल नम्बर आठ नौ शून्य नौ एक एक आठ एक सात पाँच शून्य पर भेजा गया छः अंकों का,student,Tiruchirappalli,Education and Research,क्या आप अपने ईपीएफओ पंजीकृत मोबाइल नम्बर आठ नौ शून्य नौ एक एक आठ एक सात पाँच शून्य पर भेजा गया छे अंकों का,12.788,QC1_3_sample_rate_reduction,Tamil Nadu,Post Grad + PhD,Other,क्या आप अपने ई [E] पी [P] एफ [F] ओ [O] पंजीकृत मोबाइल [Mobile] नम्बर [Number] आठ नौ शून्य नौ एक एक आठ एक सात पाँच शून्य पर भेजा गया छः अंकों का
18-30,hi,Unemployed,Female,Read,18-30,Online government services,9335500344470,Malayalam,5348024557503161_f1569_chunk_1_subchunk_1.wav,ओ टी पी बता सकते हैं,student,Tiruchirappalli,Education and Research,ओटीपी बता सकते हैं,1.848,QC1_3_sample_rate_reduction,Tamil Nadu,Post Grad + PhD,Other,ओ [O] टी [T] पी [P] बता सकते हैं
18-30,hi,Unemployed,Female,Read,18-30,Online government services,9335500344470,Malayalam,5348024557503164_f900_chunk_0_subchunk_1.wav,मुझे यू ए एन नम्बर पाँच एक पाँच चार चार पाँच दो चार तीन छः एक दो वाले खाते के लिए ई पी एफ ओ पासबुक स्टेटमेंट चाहिए,student,Tiruchirappalli,Education and Research,मुझे यूएएन नम्बर पाँच एक पाँच चार चार पाँच दो चार तीन छे एक दो वाले खाते के लिए ईपीएफओ पासबुक स्टेटमेंट चाहिए,13.471,QC1_3_sample_rate_reduction,Tamil Nadu,Post Grad + PhD,Other,मुझे यू [U] ए [A] एन [N] नम्बर [Number] पाँच एक पाँच चार चार पाँच दो चार तीन छः एक दो वाले खाते के लिए ई [E] पी [P] एफ [F] ओ [O] पासबुक [Passbook] स्टेटमेंट [Statement] चाहिए
18-30,hi,Unemployed,Female,Read,18-30,Keywords,9335500344470,Malayalam,5348024557503165_f1841_chunk_0_subchunk_1.wav,घर,student,Tiruchirappalli,Education and Research,घर,0.976,QC1_3_sample_rate_reduction,Tamil Nadu,Post Grad + PhD,Other,घर
18-30,hi,Unemployed,Female,Read,18-30,Keywords,9335500344470,Malayalam,5348024557503167_f901_chunk_0_subchunk_1.wav,बचाओ,student,Tiruchirappalli,Education and Research,बचाओ,1.183,QC1_3_sample_rate_reduction,Tamil Nadu,Post Grad + PhD,Other,बचाओ
18-30,hi,Unemployed,Female,Extempore,18-30,Task of Fives,9335500344470,Malayalam,5348024557503178_f115_chunk_0_subchunk_1.wav,बाईस,student,Tiruchirappalli,Education and Research,बाईस,0.639,QC1_3_sample_rate_reduction,Tamil Nadu,Post Grad + PhD,Other,बाईस
18-30,hi,Unemployed,Female,Extempore,18-30,Task of Fives,9335500344470,Malayalam,5348024557503178_f115_chunk_1_subchunk_1.wav,छब्बीस,student,Tiruchirappalli,Education and Research,छब्बीस,0.735,QC1_3_sample_rate_reduction,Tamil Nadu,Post Grad + PhD,Other,छब्बीस
18-30,hi,Unemployed,Female,Extempore,18-30,Task of Fives,9335500344470,Malayalam,5348024557503178_f115_chunk_2_subchunk_1.wav,निन्यानवे,student,Tiruchirappalli,Education and Research,निन्यानबे,0.927,QC1_3_sample_rate_reduction,Tamil Nadu,Post Grad + PhD,Other,निन्यानवे
18-30,hi,Unemployed,Female,Extempore,18-30,Task of Fives,9335500344470,Malayalam,5348024557503178_f115_chunk_3_subchunk_1.wav,हज़ार,student,Tiruchirappalli,Education and Research,हज़ार,0.639,QC1_3_sample_rate_reduction,Tamil Nadu,Post Grad + PhD,Other,हज़ार
18-30,hi,Unemployed,Female,Extempore,18-30,Task of Fives,9335500344470,Malayalam,5348024557503178_f115_chunk_4_subchunk_1.wav,उन्नीस सौ पचास,student,Tiruchirappalli,Education and Research,उन्नीस सौ पचास,1.407,QC1_3_sample_rate_reduction,Tamil Nadu,Post Grad + PhD,Other,उन्नीस सौ पचास
18-30,hi,Unemployed,Female,Extempore,18-30,Task of Fives,9335500344470,Malayalam,5348024557503181_f317_chunk_0_subchunk_1.wav,केरला,student,Tiruchirappalli,Education and Research,केरला,0.911,QC1_3_sample_rate_reduction,Tamil Nadu,Post Grad + PhD,Other,केरला
18-30,hi,Unemployed,Female,Extempore,18-30,Task of Fives,9335500344470,Malayalam,5348024557503181_f317_chunk_1_subchunk_1.wav,कर्नाटक,student,Tiruchirappalli,Education and Research,कर्नाटका,1.061,QC1_3_sample_rate_reduction,Tamil Nadu,Post Grad + PhD,Other,कर्नाटक
18-30,hi,Unemployed,Female,Extempore,18-30,Task of Fives,9335500344470,Malayalam,5348024557503181_f317_chunk_2_subchunk_1.wav,महाराष्ट्र,student,Tiruchirappalli,Education and Research,महाराष्ट्र,1.165,QC1_3_sample_rate_reduction,Tamil Nadu,Post Grad + PhD,Other,महाराष्ट्र
18-30,hi,Unemployed,Female,Extempore,18-30,Task of Fives,9335500344470,Malayalam,5348024557503181_f317_chunk_3_subchunk_1.wav,गुजरात,student,Tiruchirappalli,Education and Research,गुजरात,0.814,QC1_3_sample_rate_reduction,Tamil Nadu,Post Grad + PhD,Other,गुजरात
18-30,hi,Unemployed,Female,Extempore,18-30,Task of Fives,9335500344470,Malayalam,5348024557503181_f317_chunk_4_subchunk_1.wav,मेघालय,student,Tiruchirappalli,Education and Research,मेघालया,1.506,QC1_3_sample_rate_reduction,Tamil Nadu,Post Grad + PhD,Other,मेघालय
18-30,hi,Unemployed,Female,Extempore,18-30,Task of Fives,9335500344470,Malayalam,5348024557503182_f366_chunk_0_subchunk_1.wav,इंडिया,student,Tiruchirappalli,Education and Research,इंडिया,0.858,QC1_3_sample_rate_reduction,Tamil Nadu,Post Grad + PhD,Other,इंडिया [India]
18-30,hi,Unemployed,Female,Extempore,18-30,Task of Fives,9335500344470,Malayalam,5348024557503182_f366_chunk_1_subchunk_1.wav,इटली,student,Tiruchirappalli,Education and Research,इटली,0.735,QC1_3_sample_rate_reduction,Tamil Nadu,Post Grad + PhD,Other,इटली [Italy]
18-30,hi,Unemployed,Female,Extempore,18-30,Task of Fives,9335500344470,Malayalam,5348024557503182_f366_chunk_2_subchunk_1.wav,जापान,student,Tiruchirappalli,Education and Research,जापान,0.885,QC1_3_sample_rate_reduction,Tamil Nadu,Post Grad + PhD,Other,जापान [Japan]
18-30,hi,Unemployed,Female,Extempore,18-30,Task of Fives,9335500344470,Malayalam,5348024557503182_f366_chunk_3_subchunk_1.wav,कैनडा,student,Tiruchirappalli,Education and Research,कैनडा,0.838,QC1_3_sample_rate_reduction,Tamil Nadu,Post Grad + PhD,Other,कैनडा [Canada]
18-30,hi,Unemployed,Female,Extempore,18-30,Task of Fives,9335500344470,Malayalam,5348024557503182_f366_chunk_4_subchunk_1.wav,जर्मनी,student,Tiruchirappalli,Education and Research,जर्मनी,0.866,QC1_3_sample_rate_reduction,Tamil Nadu,Post Grad + PhD,Other,जर्मनी [Germany]
18-30,hi,Unemployed,Female,Extempore,18-30,Humanities and culture,9335500344470,Malayalam,5348024557503192_f254_chunk_0_subchunk_1.wav,मुझे सब तरीके के गाने अच्छे लगती है हिन्दुस्तानी क्लासिकल पॉप म्यूज़िक सब अच्छे लगती है सुनने के लिए मैं तो,student,Tiruchirappalli,Education and Research,मुझे सब तरीके के गाने अच्छे लगती है हिन्दुस्तानी क्लासिकल पॉप म्यूज़िक सब अच्छे लगती है सुनने के लिए मैं तो,11.391,QC1_3_sample_rate_reduction,Tamil Nadu,Post Grad + PhD,Other,मुझे सब तरीके के गाने अच्छे लगती है हिन्दुस्तानी क्लासिकल [Classical] पॉप [Pop] म्यूज़िक [Music] सब अच्छे लगती है सुनने के लिए मैं तो
18-30,hi,Unemployed,Female,Extempore,18-30,Humanities and culture,9335500344470,Malayalam,5348024557503192_f254_chunk_1_subchunk_1.wav,क्लासिकली ट्रेंड गायिका तो नहीं हूँ इसलिए मैं इतनी अच्छी तरह गा नहीं सकती पर,student,Tiruchirappalli,Education and Research,क्लासिकली ट्रेंड गायिका तो नहीं हूँ इसलिए मैं इतनी अच्छी तरह गा नहीं सकती पर,6.11,QC1_3_sample_rate_reduction,Tamil Nadu,Post Grad + PhD,Other,क्लासिकली [Classically] ट्रेंड [Trained] गायिका तो नहीं हूँ इसलिए मैं इतनी अच्छी तरह गा नहीं सकती पर
18-30,hi,Unemployed,Female,Extempore,18-30,Humanities and culture,9335500344470,Malayalam,5348024557503192_f254_chunk_2_subchunk_1.wav,मुझे अच्छा लगता है गाने के लिए और पॉप म्यूज़िक की बीट्स बहुत अच्छी लगती है क्योंकि मुझे डान्स करने का भी मन करता है और फ़िल्मी गाने इसलिए गाती हूँ क्योंकि उसमें बहुत मेलडी है और,student,Tiruchirappalli,Education and Research,मुझे अच्छा लगता है गाने के लिए और पॉप म्यूज़िक की बीट्स बहुत अच्छी लगती है क्युंकी मुझे डान्स करने का भी मन करता है और फ़िल्मी गाने इसलिए गाती हूँ क्युंकी उसमें बहुत मेलडी है और,18.303,QC1_3_sample_rate_reduction,Tamil Nadu,Post Grad + PhD,Other,मुझे अच्छा लगता है गाने के लिए और पॉप [Pop] म्यूज़िक [Music] की बीट्स [Beats] बहुत अच्छी लगती है क्योंकि मुझे डान्स करने का भी मन करता है और फ़िल्मी [Filmy] गाने इसलिए गाती हूँ क्योंकि उसमें बहुत मेलडी [Melody] है और
18-30,hi,Unemployed,Female,Extempore,18-30,Humanities and culture,9335500344470,Malayalam,5348024557503192_f254_chunk_3_subchunk_1.wav,की लिरिक्स भी आसान है समझने के लिए,student,Tiruchirappalli,Education and Research,की लिरिक्स भी आसान है समझने के लिए,3.711,QC1_3_sample_rate_reduction,Tamil Nadu,Post Grad + PhD,Other,की लिरिक्स [Lyrics] भी आसान है समझने के लिए
18-30,hi,Unemployed,Female,Extempore,18-30,Humanities and culture,9335500344470,Malayalam,5348024557503192_f254_chunk_4_subchunk_1.wav,और,student,Tiruchirappalli,Education and Research,और,0.831,QC1_3_sample_rate_reduction,Tamil Nadu,Post Grad + PhD,Other,और
18-30,hi,Unemployed,Female,Extempore,18-30,Humanities and culture,9335500344470,Malayalam,5348024557503192_f254_chunk_5_subchunk_1.wav,बहुत अच्छा लगता है गाने के लिए इसलिए,student,Tiruchirappalli,Education and Research,बहुत अच्छा लगता है गाने के लिए इसलिए,2.847,QC1_3_sample_rate_reduction,Tamil Nadu,Post Grad + PhD,Other,बहुत अच्छा लगता है गाने के लिए इसलिए
18-30,hi,Unemployed,Female,Extempore,18-30,Humanities and culture,9335500344470,Malayalam,5348024557503193_f258_chunk_0_subchunk_1.wav,डिजिटल आर्ट वह होती है जो कम्प्यूटर टेक्नोलॉजी की सहायता से बनी जाती है,student,Tiruchirappalli,Education and Research,डिजिटल आर्ट वो होती है जो कम्प्यूटर टेक्नोलॉजी की सहायता से बनी जाती है,5.343,QC1_3_sample_rate_reduction,Tamil Nadu,Post Grad + PhD,Other,डिजिटल [Digital] आर्ट [Art] वह होती है जो कम्प्यूटर [Computer] टेक्नोलॉजी [Technology] की सहायता से बनी जाती है
18-30,hi,Unemployed,Female,Extempore,18-30,Humanities and culture,9335500344470,Malayalam,5348024557503193_f258_chunk_1_subchunk_1.wav,क्योंंकि टेकनों टेक्नोलॉजी का इस्तेमाल होती है,student,Tiruchirappalli,Education and Research,क्योंंकि टेकनों टेक्नोलॉजी का इस्तेमाल होती है,3.726,QC1_3_sample_rate_reduction,Tamil Nadu,Post Grad + PhD,Other,क्योंंकि टेकनों टेक्नोलॉजी [Technology] का इस्तेमाल होती है
18-30,hi,Unemployed,Female,Extempore,18-30,Humanities and culture,9335500344470,Malayalam,5348024557503193_f258_chunk_2_subchunk_1.wav,कई कलाकारों को नई नई तरीके से डिजाइन्स करने की मौका मिलती है और इसलिए इसकी पॉपुलैरिटी भी बढ़ गई है आजकल और ट्रेडिशनल आर्ट की तो सिर्फ एक एडवांसमेंट होती है डिजिटल आर्ट,student,Tiruchirappalli,Education and Research,कई कलाकारों को [uhh] नई नई तरीके से डिजाइन्स करने की मौका मिलती है और इसलिए [uhh] इसकी पॉपुलैरिटी भी बढ़ गई है आजकल और ट्रेडिशनल आर्ट की तो सिर्फ एक एडवांसमेंट होती है डिजिटल आर्ट,17.755,QC1_3_sample_rate_reduction,Tamil Nadu,Post Grad + PhD,Other,कई कलाकारों को [uhh] नई-नई तरीके से डिजाइन्स [Designs] करने की मौका मिलती है और इसलिए [uhh] इसकी पॉपुलैरिटी [Popularity] भी बढ़ गई है आजकल और ट्रेडिशनल [Traditional] आर्ट [Art] की तो सिर्फ एक एडवांसमेंट [Advancement] होती है डिजिटल [Digital] आर्ट [Art]
18-30,hi,Unemployed,Female,Extempore,18-30,Humanities and culture,9335500344470,Malayalam,5348024557503193_f258_chunk_3_subchunk_1.wav,तो डिजिटल हो या ट्रेडिशनल आर्ट दोनों में कलाकारों की भावना की रिफ्लेक्शन होती है,student,Tiruchirappalli,Education and Research,तो डिजिटल हो या ट्रेडिशनल आर्ट दोनों में कलाकारों की भावना की रिफ्लेक्शन होती है,8.319,QC1_3_sample_rate_reduction,Tamil Nadu,Post Grad + PhD,Other,तो डिजिटल [Digital] हो या ट्रेडिशनल [Traditional] आर्ट [Art] दोनों में कलाकारों की भावना की रिफ्लेक्शन [Reflection] होती है
18-30,hi,Unemployed,Female,Extempore,18-30,Humanities and culture,9335500344470,Malayalam,5348024557503193_f258_chunk_4_subchunk_1.wav,और कम्प्यूटर टेक्नोलॉजी तो सिर्फ एक माध्यम बन जाती है इसकी इस आर्ट फॉर्म की एन्हांसमेंट के लिए,student,Tiruchirappalli,Education and Research,और कम्प्यूटर टेक्नोलॉजी तो सिर्फ एक माध्यम बन जाती है [uhh] इसकी इस आर्ट फॉर्म की एन्हांसमेंट के लिए,9.182,QC1_3_sample_rate_reduction,Tamil Nadu,Post Grad + PhD,Other,और कम्प्यूटर [Computer] टेक्नोलॉजी [Technology] तो सिर्फ एक माध्यम बन जाती है [uhh] इसकी इस आर्ट [Art] फॉर्म [Form] की एन्हांसमेंट [Enhancement] के लिए
18-30,hi,Unemployed,Female,Extempore,18-30,Mass communication,9335500344470,Malayalam,5348024557503195_f318_chunk_0_subchunk_1.wav,यहाँ के लोग तो अपनी लीज़र टाइम घर बैठ के आराम करते हैं,student,Tiruchirappalli,Education and Research,यहाँ के लोग तो अपनी लीज़र टाइम घर बैठ के आराम करते है,5.055,QC1_3_sample_rate_reduction,Tamil Nadu,Post Grad + PhD,Other,यहाँ के लोग तो अपनी लीज़र [Leisure] टाइम [Time] घर बैठ के आराम करते हैं
18-30,hi,Unemployed,Female,Extempore,18-30,Mass communication,9335500344470,Malayalam,5348024557503195_f318_chunk_1_subchunk_1.wav,वैसे भी जो ऑफ़िस जाते हैं उनके लिए लीज़र टाइम तो मिलती नहीं है लेकिन मिलेगी तो वह अपनी परिवार के साथ थोड़ा वक़्त बिताते हैं बच्चे हैं वह वह तो मोबाइल फ़ोन में गेम्स खेलते हैं,student,Tiruchirappalli,Education and Research,वैसे भी जो ऑफ़िस जाते हैं उनके लिए लीज़र टाइम तो मिलती नहीं है लेकिन मिलेगी तो वो अपनी परिवार के साथ थोड़ा वाक्त [uhh] बिताते हैं बच्चे हैं वो वो तो मोबाइल फ़ोन में गेम्स खेलते हैं,18.341,QC1_3_sample_rate_reduction,Tamil Nadu,Post Grad + PhD,Other,वैसे भी जो ऑफ़िस [Office] जाते हैं उनके लिए लीज़र [Leisure] टाइम [Time] तो मिलती नहीं है लेकिन मिलेगी तो वह अपनी परिवार के साथ थोड़ा वक़्त [uhh] बिताते हैं बच्चे हैं वह वह तो मोबाइल [Mobile] फ़ोन [Phone] में गेम्स [Games] खेलते हैं
18-30,hi,Unemployed,Female,Extempore,18-30,Mass communication,9335500344470,Malayalam,5348024557503195_f318_chunk_2_subchunk_1.wav,और,student,Tiruchirappalli,Education and Research,और,0.735,QC1_3_sample_rate_reduction,Tamil Nadu,Post Grad + PhD,Other,और
