verbatim,normalized,duration,scenario,fname,native_language,gender,age_group,native_state,native_district,sp_id,text,lang,task_name,job_category,occupation_domain,occupation,job_type,age-group,qual,qc1_applied
तुरत खुसी  मिलती है,तुरंत ख़ुशी मिलती है,1.503,Extempore,5348024557504289_f191_chunk_8_subchunk_1.wav,Bodo,Female,45-60,Assam,Kokrajhar,7662500303094,तुरंत ख़ुशी मिलती है,hi,Icebreakers,Freelance,Education and Research,Research assistant,Student,45-60,Post Grad + PhD,QC1_1_format_conversion+QC1_5_upsampling_simulation
मेरी सबसे बड़ी [uhh] उपलब्ति में,मेरी सबसे बड़ी [uhh] उपलब्धि में,4.0949375,Extempore,5348024557504290_f187_chunk_0_subchunk_1.wav,Bodo,Female,45-60,Assam,Kokrajhar,7662500303094,मेरी सबसे बड़ी उपलब्धि में,hi,Icebreakers,Freelance,Education and Research,Research assistant,Student,45-60,Post Grad + PhD,QC1_1_format_conversion+QC1_3_sample_rate_reduction
मैं बोलना चाहूंगी की मेरी सबसे बड़ी उपलब्धि,मैं बोलना चाहूंगी की मेरी सबसे बड़ी उपलब्धि,4.191,Extempore,5348024557504290_f187_chunk_1_subchunk_1.wav,Bodo,Female,45-60,Assam,Kokrajhar,7662500303094,मैं बोलना चाहूंगी की मेरी सबसे बड़ी उपलब्धि,hi,Icebreakers,Freelance,Education and Research,Research assistant,Student,45-60,Post Grad + PhD,QC1_1_format_conversion+QC1_5_upsampling_simulation
परी भी नहीं है फिर भी [uhh] मेरी वो [umm] एमए करने की जो मेरी [uhh] सपना था ड्रीम था,परी भी नहीं है फिर भी [uhh] मेरी वह [umm] एम [M] ए [A] करने की जो मेरी [uhh] सपना था ड्रीम [Dream] था,9.471,Extempore,5348024557504290_f187_chunk_2_subchunk_1.wav,Bodo,Female,45-60,Assam,Kokrajhar,7662500303094,परी भी नहीं है फिर भी मेरी वह एम ए करने की जो मेरी सपना था ड्रीम था,hi,Icebreakers,Freelance,Education and Research,Research assistant,Student,45-60,Post Grad + PhD,QC1_3_sample_rate_reduction+QC1_4_silence_insertion
वो मेरा सक्सेस हुआ है और एमए करके मैं [inhaling] नेट क्लियर करने की मुझे एक और [inhaling] ड्रीम ड्रीम था वो भी,वह मेरा सक्सेस [Success] हुआ है और एम [M] ए [A] करके मैं [inhaling] नेट [NET] क्लियर [Clear] करने की मुझे एक और [inhaling] ड्रीम [Dream] ड्रीम [Dream] था वह भी,9.278,Extempore,5348024557504290_f187_chunk_3_subchunk_1.wav,Bodo,Female,45-60,Assam,Kokrajhar,7662500303094,वह मेरा सक्सेस हुआ है और एम ए करके मैं नेट क्लियर करने की मुझे एक और ड्रीम ड्रीम था वह भी,hi,Icebreakers,Freelance,Education and Research,Research assistant,Student,45-60,Post Grad + PhD,QC1_1_format_conversion+QC1_4_silence_insertion
वो भी [umm] वो भी सक्सेस हो गया है मेरी [inhaling] तो [uhh] मेरी [uhh] बड़ी तो नहीं बड़ी तो नहीं है फिर भी [inhaling] मेरे लिए वही बड़ी बात है की मैंने एमए की,वह भी [umm] वह भी सक्सेस [Success] हो गया है मेरी [inhaling] तो [uhh] मेरी [uhh] बड़ी तो नहीं बड़ी तो नहीं है फिर भी [inhaling] मेरे लिए वही बड़ी बात है की मैंने एम [M] ए [A] की,14.936,Extempore,5348024557504290_f187_chunk_4_subchunk_1.wav,Bodo,Female,45-60,Assam,Kokrajhar,7662500303094,वह भी वह भी सक्सेस हो गया है मेरी तो मेरी बड़ी तो नहीं बड़ी तो नहीं है फिर भी मेरे लिए वही बड़ी बात है की मैंने एम ए की,hi,Icebreakers,Freelance,Education and Research,Research assistant,Student,45-60,Post Grad + PhD,QC1_1_format_conversion+QC1_2_corrupt_simulation
मेरे खानदान में आज तक कोई भी एमए नहीं किया [inhaling] [uhh] मैं ही फर्स्ट व्यक्ति हूँ जो एम ए करके नेट क्लियर किया,मेरे खानदान में आज तक कोई भी एम [M] ए [A] नहीं किया [inhaling] [uhh] मैं ही फर्स्ट [First] व्यक्ति हूँ जो एम [M] ए [A] करके नेट [NET] क्लियर [Clear] किया,11.487,Extempore,5348024557504290_f187_chunk_5_subchunk_1.wav,Bodo,Female,45-60,Assam,Kokrajhar,7662500303094,मेरे खानदान में आज तक कोई भी एम ए नहीं किया मैं ही फर्स्ट व्यक्ति हूँ जो एम ए करके नेट क्लियर किया,hi,Icebreakers,Freelance,Education and Research,Research assistant,Student,45-60,Post Grad + PhD,QC1_1_format_conversion+QC1_5_upsampling_simulation
नेट क्लेयर किया और [uhh] [uhh] ऐसे ही प्राइवेट,नेट [NET] क्लेयर [Clear] किया और [uhh] [uhh] ऐसे ही प्राइवेट [Private],5.544,Extempore,5348024557504290_f187_chunk_6_subchunk_1.wav,Bodo,Female,45-60,Assam,Kokrajhar,7662500303094,नेट क्लेयर किया और ऐसे ही प्राइवेट,hi,Icebreakers,Freelance,Education and Research,Research assistant,Student,45-60,Post Grad + PhD,QC1_3_sample_rate_reduction+QC1_5_upsampling_simulation
प्राइवेटली जॉब भी कर रही हूँ मैं अब [uhh] परमानेंट नहीं है फिर भी मैं उसी में खुश से खुश हूँ और मेरी [inhaling] [uhh] जो मेरे पेरेंट्स हैं मुझे सपोर्ट करते हैं तो मेरे लिए वही बड़ी बात है,प्राइवेटली [Privately] जॉब [Job] भी कर रही हूँ मैं अब [uhh] परमानेंट [Permanent] नहीं है फिर भी मैं उसी में खुश से खुश हूँ और मेरी [inhaling] [uhh] जो मेरे पेरेंट्स [Parents] हैं मुझे सपोर्ट [Support] करते हैं तो मेरे लिए वही बड़ी बात है,16.197,Extempore,5348024557504290_f187_chunk_7_subchunk_1.wav,Bodo,Female,45-60,Assam,Kokrajhar,7662500303094,प्राइवेटली जॉब भी कर रही हूँ मैं अब परमानेंट नहीं है फिर भी मैं उसी में खुश से खुश हूँ और मेरी जो मेरे पेरेंट्स हैं मुझे सपोर्ट करते हैं तो मेरे लिए वही बड़ी बात है,hi,Icebreakers,Freelance,Education and Research,Research assistant,Student,45-60,Post Grad + PhD,QC1_1_format_conversion+QC1_5_upsampling_simulation
मैंने आज तक ऐसा कोई कुकिंग क्लासेस और वर्कशॉप अटेंड नहीं किया हाँ लेकिन जब मैं बोको में [uhh] डी लीट कर रहा था तब मैंने,मैंने आज तक ऐसा कोई कुकिंग [Cooking] क्लासेस [Classes] और वर्कशॉप [Workshop] अटेंड [Attend] नहीं किया हाँ लेकिन जब मैं बोको में [uhh] डी [D] लीट [Litt] कर रहा था तब मैंने,15.711,Extempore,5348024557504291_f189_chunk_0_subchunk_1.wav,Bodo,Female,45-60,Assam,Kokrajhar,7662500303094,मैंने आज तक ऐसा कोई कुकिंग क्लासेस और वर्कशॉप अटेंड नहीं किया हाँ लेकिन जब मैं बोको में डी लीट कर रहा था तब मैंने,hi,Humanities and culture,Freelance,Education and Research,Research assistant,Student,45-60,Post Grad + PhD,QC1_1_format_conversion+QC1_5_upsampling_simulation
और क्या बनाया था ऐसे ही कुछ बनाया था मुझे,और क्या बनाया था ऐसे ही कुछ बनाया था मुझे,2.847,Extempore,5348024557504291_f189_chunk_10_subchunk_1.wav,Bodo,Female,45-60,Assam,Kokrajhar,7662500303094,और क्या बनाया था ऐसे ही कुछ बनाया था मुझे,hi,Humanities and culture,Freelance,Education and Research,Research assistant,Student,45-60,Post Grad + PhD,QC1_3_sample_rate_reduction+QC1_5_upsampling_simulation
ऐसा प्रॉपर याद नहीं है फिर भी,ऐसा प्रॉपर [Proper] याद नहीं है फिर भी,1.791,Extempore,5348024557504291_f189_chunk_11_subchunk_1.wav,Bodo,Female,45-60,Assam,Kokrajhar,7662500303094,ऐसा प्रॉपर याद नहीं है फिर भी,hi,Humanities and culture,Freelance,Education and Research,Research assistant,Student,45-60,Post Grad + PhD,QC1_1_format_conversion+QC1_4_silence_insertion
हाँ वो दो आइटम हमने बनाये था की जो वो दो आइटम्स को हमारे प्रिंसिपल ने बहुत तारीफ़ किया था तो [inhaling] वो याद है मुझे,हाँ वह दो आइटम [Item] हमने बनाये था की जो वह दो आइटम्स [Items] को हमारे प्रिंसिपल [Principal] ने बहुत तारीफ़ किया था तो [inhaling] वह याद है मुझे,9.759,Extempore,5348024557504291_f189_chunk_12_subchunk_1.wav,Bodo,Female,45-60,Assam,Kokrajhar,7662500303094,हाँ वह दो आइटम हमने बनाये था की जो वह दो आइटम्स को हमारे प्रिंसिपल ने बहुत तारीफ़ किया था तो वह याद है मुझे,hi,Humanities and culture,Freelance,Education and Research,Research assistant,Student,45-60,Post Grad + PhD,QC1_3_sample_rate_reduction+QC1_4_silence_insertion
लाइफ में कभी जब मुझे ऐसा क्लासेस करने की मौका मिलेगा तो मैं,लाइफ [Life] में कभी जब मुझे ऐसा क्लासेस [Classes] करने की मौका मिलेगा तो मैं,5.798,Extempore,5348024557504291_f189_chunk_13_subchunk_1.wav,Bodo,Female,45-60,Assam,Kokrajhar,7662500303094,लाइफ में कभी जब मुझे ऐसा क्लासेस करने की मौका मिलेगा तो मैं,hi,Humanities and culture,Freelance,Education and Research,Research assistant,Student,45-60,Post Grad + PhD,QC1_3_sample_rate_reduction+QC1_4_silence_insertion
वो मोमो कैसे बनाते हैं उसको मैं सीखना चाहूंगी और वो बिरयानी जो,वह मोमो [Momo] कैसे बनाते हैं उसको मैं सीखना चाहूंगी और वह बिरयानी जो,7.839,Extempore,5348024557504291_f189_chunk_14_subchunk_1.wav,Bodo,Female,45-60,Assam,Kokrajhar,7662500303094,वह मोमो कैसे बनाते हैं उसको मैं सीखना चाहूंगी और वह बिरयानी जो,hi,Humanities and culture,Freelance,Education and Research,Research assistant,Student,45-60,Post Grad + PhD,QC1_1_format_conversion+QC1_3_sample_rate_reduction
क्या उसको साउथ इंडियन का वो फिर,क्या उसको साउथ [South] इंडियन [Indian] का वह फिर,1.983,Extempore,5348024557504291_f189_chunk_15_subchunk_1.wav,Bodo,Female,45-60,Assam,Kokrajhar,7662500303094,क्या उसको साउथ इंडियन का वह फिर,hi,Humanities and culture,Freelance,Education and Research,Research assistant,Student,45-60,Post Grad + PhD,QC1_1_format_conversion+QC1_2_corrupt_simulation
साऊ इंडियन का वो बनाते है ना साउर इंडियन डिश था,साऊ [South] इंडियन [Indian] का वह बनाते है न साउर [South] इंडियन [Indian] डिश [Dish] था,4.0949375,Extempore,5348024557504291_f189_chunk_16_subchunk_1.wav,Bodo,Female,45-60,Assam,Kokrajhar,7662500303094,साऊ इंडियन का वह बनाते है न साउर इंडियन डिश था,hi,Humanities and culture,Freelance,Education and Research,Research assistant,Student,45-60,Post Grad + PhD,QC1_1_format_conversion+QC1_5_upsampling_simulation
वो मुझे बहुत सीखने का मन है,वह मुझे बहुत सीखने का मन है,2.847,Extempore,5348024557504291_f189_chunk_17_subchunk_1.wav,Bodo,Female,45-60,Assam,Kokrajhar,7662500303094,वह मुझे बहुत सीखने का मन है,hi,Humanities and culture,Freelance,Education and Research,Research assistant,Student,45-60,Post Grad + PhD,QC1_1_format_conversion+QC1_5_upsampling_simulation
तो जब में लाइफ [barking] में कभी भी ऐसा मौका मिले मिलेगा तो मैं,तो जब मैं लाइफ [Life] [barking] में कभी भी ऐसा मौका मिले मिलेगा तो मैं,5.535,Extempore,5348024557504291_f189_chunk_18_subchunk_1.wav,Bodo,Female,45-60,Assam,Kokrajhar,7662500303094,तो जब मैं लाइफ में कभी भी ऐसा मौका मिले मिलेगा तो मैं,hi,Humanities and culture,Freelance,Education and Research,Research assistant,Student,45-60,Post Grad + PhD,QC1_1_format_conversion+QC1_5_upsampling_simulation
साउथ इंडियन डिश को सीखना चाहूंगी क्युंकी मुझे साउथ इंडियन डिश बहुत पसंद है जैसा ठोसा,साउथ [South] इंडियन [Indian] डिश [Dish] को सीखना चाहूंगी क्योंकि मुझे साउथ [South] इंडियन [Indian] डिश [Dish] बहुत पसंद है जैसा दोसा,7.273,Extempore,5348024557504291_f189_chunk_19_subchunk_1.wav,Bodo,Female,45-60,Assam,Kokrajhar,7662500303094,साउथ इंडियन डिश को सीखना चाहूंगी क्योंकि मुझे साउथ इंडियन डिश बहुत पसंद है जैसा दोसा,hi,Humanities and culture,Freelance,Education and Research,Research assistant,Student,45-60,Post Grad + PhD,QC1_1_format_conversion+QC1_2_corrupt_simulation
वो कुकिंग की जो गेम था उसमें पार्टिसिपेट किया था अहम ग्रुप था ग्रुप था चार लोग तो हमने ट्रेडिशनल,वह कुकिंग [Cooking] की जो गेम [Game] था उसमें पार्टिसिपेट [Participate] किया था अहम ग्रुप [Group] था ग्रुप [Group] था चार लोग तो हमने ट्रेडिशनल [Traditional],11.487,Extempore,5348024557504291_f189_chunk_1_subchunk_1.wav,Bodo,Female,45-60,Assam,Kokrajhar,7662500303094,वह कुकिंग की जो गेम था उसमें पार्टिसिपेट किया था अहम ग्रुप था ग्रुप था चार लोग तो हमने ट्रेडिशनल,hi,Humanities and culture,Freelance,Education and Research,Research assistant,Student,45-60,Post Grad + PhD,QC1_1_format_conversion+QC1_4_silence_insertion
और कुछ था अभी याद नहीं आ रहा है मुझे बट मुझे वो साउथ इंडियन डिश सीखना है,और कुछ था अभी याद नहीं आ रहा है मुझे बट [But] मुझे वह साउथ [South] इंडियन [Indian] डिश [Dish] सीखना है,7.647,Extempore,5348024557504291_f189_chunk_20_subchunk_1.wav,Bodo,Female,45-60,Assam,Kokrajhar,7662500303094,और कुछ था अभी याद नहीं आ रहा है मुझे बट मुझे वह साउथ इंडियन डिश सीखना है,hi,Humanities and culture,Freelance,Education and Research,Research assistant,Student,45-60,Post Grad + PhD,QC1_3_sample_rate_reduction+QC1_4_silence_insertion
बस यही,बस यही,1.471,Extempore,5348024557504291_f189_chunk_21_subchunk_1.wav,Bodo,Female,45-60,Assam,Kokrajhar,7662500303094,बस यही,hi,Humanities and culture,Freelance,Education and Research,Research assistant,Student,45-60,Post Grad + PhD,QC1_1_format_conversion+QC1_2_corrupt_simulation
जो डिशेस बनाते है ना उसमें मैंने पार्टिसिपेंट  पार्टिसिपेट किया था बोडो ट्रेडिशनल कुकिंग,जो डिशेस [Dishes] बनाते है न उसमें मैंने पार्टिसिपेंट [Participant] पार्टिसिपेट [Participate] किया था बोडो ट्रेडिशनल [Traditional] कुकिंग [Cooking],6.687,Extempore,5348024557504291_f189_chunk_2_subchunk_1.wav,Bodo,Female,45-60,Assam,Kokrajhar,7662500303094,जो डिशेस बनाते है न उसमें मैंने पार्टिसिपेंट पार्टिसिपेट किया था बोडो ट्रेडिशनल कुकिंग,hi,Humanities and culture,Freelance,Education and Research,Research assistant,Student,45-60,Post Grad + PhD,QC1_1_format_conversion+QC1_4_silence_insertion
कुकिंग विशेष प्रकार का है वहाँ पर वहाँ पर हमने,कुकिंग [Cooking] विशेष प्रकार का है वहाँ पर वहाँ पर हमने,3.438,Extempore,5348024557504291_f189_chunk_3_subchunk_1.wav,Bodo,Female,45-60,Assam,Kokrajhar,7662500303094,कुकिंग विशेष प्रकार का है वहाँ पर वहाँ पर हमने,hi,Humanities and culture,Freelance,Education and Research,Research assistant,Student,45-60,Post Grad + PhD,QC1_4_silence_insertion+QC1_5_upsampling_simulation
सोबाय और सामू जिसे हम,सोबाय और सामू जिसे हम,3.794,Extempore,5348024557504291_f189_chunk_4_subchunk_1.wav,Bodo,Female,45-60,Assam,Kokrajhar,7662500303094,सोबाय और सामू जिसे हम,hi,Humanities and culture,Freelance,Education and Research,Research assistant,Student,45-60,Post Grad + PhD,QC1_1_format_conversion+QC1_2_corrupt_simulation
ब्लैक डॉल कहते हैं शायद हिंदी में उसको हमने बनाया था,ब्लैक [Black] डॉल [Doll] कहते हैं शायद हिंदी में उसको हमने बनाया था,5.247,Extempore,5348024557504291_f189_chunk_5_subchunk_1.wav,Bodo,Female,45-60,Assam,Kokrajhar,7662500303094,ब्लैक डॉल कहते हैं शायद हिंदी में उसको हमने बनाया था,hi,Humanities and culture,Freelance,Education and Research,Research assistant,Student,45-60,Post Grad + PhD,QC1_3_sample_rate_reduction+QC1_4_silence_insertion
तो,तो,0.543,Extempore,5348024557504291_f189_chunk_6_subchunk_1.wav,Bodo,Female,45-60,Assam,Kokrajhar,7662500303094,तो,hi,Humanities and culture,Freelance,Education and Research,Research assistant,Student,45-60,Post Grad + PhD,QC1_3_sample_rate_reduction+QC1_4_silence_insertion
हमे वो वहाँ पर,हमे वह वहाँ पर,1.699,Extempore,5348024557504291_f189_chunk_7_subchunk_1.wav,Bodo,Female,45-60,Assam,Kokrajhar,7662500303094,हमे वह वहाँ पर,hi,Humanities and culture,Freelance,Education and Research,Research assistant,Student,45-60,Post Grad + PhD,QC1_3_sample_rate_reduction+QC1_5_upsampling_simulation
और हमने अलग अलग डिशेस बनाया था जैसे की पन्ना डाओ,और हमने अलग-अलग डिशेस [Dishes] बनाया था जैसे की पन्ना डाओ,4.671,Extempore,5348024557504291_f189_chunk_8_subchunk_1.wav,Bodo,Female,45-60,Assam,Kokrajhar,7662500303094,और हमने अलग अलग डिशेस बनाया था जैसे की पन्ना डाओ,hi,Humanities and culture,Freelance,Education and Research,Research assistant,Student,45-60,Post Grad + PhD,QC1_1_format_conversion+QC1_2_corrupt_simulation
अमला दा और,अमला दा और,1.311,Extempore,5348024557504291_f189_chunk_9_subchunk_1.wav,Bodo,Female,45-60,Assam,Kokrajhar,7662500303094,अमला दा और,hi,Humanities and culture,Freelance,Education and Research,Research assistant,Student,45-60,Post Grad + PhD,QC1_1_format_conversion+QC1_4_silence_insertion
धरम में मैं एक ही धरम को बोलना चाहूंगी वो है बाथौ जो बोरो लोगों की,धर्म में मैं एक ही धर्म को बोलना चाहूंगी वह है बाथौ जो बोरो लोगों की,7.551,Extempore,5348024557504297_f11_chunk_0_subchunk_1.wav,Bodo,Female,45-60,Assam,Kokrajhar,7662500303094,धर्म में मैं एक ही धर्म को बोलना चाहूंगी वह है बाथौ जो बोरो लोगों की,hi,Humanities and culture,Freelance,Education and Research,Research assistant,Student,45-60,Post Grad + PhD,QC1_1_format_conversion+QC1_4_silence_insertion
ये,यह,0.639,Extempore,5348024557504297_f11_chunk_10_subchunk_1.wav,Bodo,Female,45-60,Assam,Kokrajhar,7662500303094,यह,hi,Humanities and culture,Freelance,Education and Research,Research assistant,Student,45-60,Post Grad + PhD,QC1_3_sample_rate_reduction+QC1_4_silence_insertion
और जब मैं नॉलेज से,और जब मैं नॉलेज [Knowledge] से,1.695,Extempore,5348024557504297_f11_chunk_11_subchunk_1.wav,Bodo,Female,45-60,Assam,Kokrajhar,7662500303094,और जब मैं नॉलेज से,hi,Humanities and culture,Freelance,Education and Research,Research assistant,Student,45-60,Post Grad + PhD,QC1_3_sample_rate_reduction+QC1_4_silence_insertion
उसको बताने के लिए भी देखती हूँ क्यूकि आजकल ज़्यादातर [uhh] जो यूथ जनरेशन है वो ज़्यादा रिचूअल ट्रेडिशनल को नहीं मान नहीं मानता है तो इसीलिए मैं [uhh] ये सब देख के,उसको बताने के लिए भी देखती हूँ क्योंकि आजकल ज़्यादातर [uhh] जो यूथ [Youth] जनरेशन [Generation] है वह ज़्यादा रिचूअल [Ritual] ट्रेडिशनल [Traditional] को नहीं मान नहीं मानता है तो इसीलिए मैं [uhh] यह सब देख कर,17.149,Extempore,5348024557504297_f11_chunk_12_subchunk_1.wav,Bodo,Female,45-60,Assam,Kokrajhar,7662500303094,उसको बताने के लिए भी देखती हूँ क्योंकि आजकल ज़्यादातर जो यूथ जनरेशन है वह ज़्यादा रिचूअल ट्रेडिशनल को नहीं मान नहीं मानता है तो इसीलिए मैं यह सब देख कर,hi,Humanities and culture,Freelance,Education and Research,Research assistant,Student,45-60,Post Grad + PhD,QC1_1_format_conversion+QC1_5_upsampling_simulation
बोरो की जो कल्चर है उसको बचाने के लिए भी देखती हूँ इन फ़्यूचर,बोरो की जो कल्चर [Culture] है उसको बचाने के लिए भी देखती हूँ इन [In] फ़्यूचर [Future],6.015,Extempore,5348024557504297_f11_chunk_13_subchunk_1.wav,Bodo,Female,45-60,Assam,Kokrajhar,7662500303094,बोरो की जो कल्चर है उसको बचाने के लिए भी देखती हूँ इन फ़्यूचर,hi,Humanities and culture,Freelance,Education and Research,Research assistant,Student,45-60,Post Grad + PhD,QC1_4_silence_insertion+QC1_5_upsampling_simulation
तो मैं हमारे बाथौ धरम में [uhh] बईशागो जो फेस्टिवल है उसको मैं ज़्यादातर एन्जॉय करती हूँ,तो मैं हमारे बाथौ धर्म में [uhh] बईशागो जो फेस्टिवल [Festival] है उसको मैं ज़्यादातर एन्जॉय [Enjoy] करती हूँ,8.607,Extempore,5348024557504297_f11_chunk_14_subchunk_1.wav,Bodo,Female,45-60,Assam,Kokrajhar,7662500303094,तो मैं हमारे बाथौ धर्म में बईशागो जो फेस्टिवल है उसको मैं ज़्यादातर एन्जॉय करती हूँ,hi,Humanities and culture,Freelance,Education and Research,Research assistant,Student,45-60,Post Grad + PhD,QC1_4_silence_insertion+QC1_5_upsampling_simulation
क्योंंकी वो नई साल को वेलकम करने के लिए भी सेलिब्रेट किया जाता है और अन्य कुछ रिचुअल है,क्योंंकी वह नई साल को वेलकम [Welcome] करने के लिए भी सेलिब्रेट [Celebrate] किया जाता है और अन्य कुछ रिचुअल [Ritual] है,10.239,Extempore,5348024557504297_f11_chunk_15_subchunk_1.wav,Bodo,Female,45-60,Assam,Kokrajhar,7662500303094,क्योंंकी वह नई साल को वेलकम करने के लिए भी सेलिब्रेट किया जाता है और अन्य कुछ रिचुअल है,hi,Humanities and culture,Freelance,Education and Research,Research assistant,Student,45-60,Post Grad + PhD,QC1_3_sample_rate_reduction+QC1_4_silence_insertion
ट्रेडिशनल,ट्रेडिशनल [Traditional],0.927,Extempore,5348024557504297_f11_chunk_1_subchunk_1.wav,Bodo,Female,45-60,Assam,Kokrajhar,7662500303094,ट्रेडिशनल,hi,Humanities and culture,Freelance,Education and Research,Research assistant,Student,45-60,Post Grad + PhD,QC1_4_silence_insertion+QC1_5_upsampling_simulation
धर्म है जिसे पाच तत्त्व के रूप में उसे पू पूजा जाता है और वो पाच तत्त्व है आकाश वायु आग पानी,धर्म है जिसे पाँच तत्त्व के रूप में उसे पू पूजा जाता है और वह पाँच तत्त्व है आकाश वायु आग पानी,13.599,Extempore,5348024557504297_f11_chunk_2_subchunk_1.wav,Bodo,Female,45-60,Assam,Kokrajhar,7662500303094,धर्म है जिसे पाँच तत्त्व के रूप में उसे पू पूजा जाता है और वह पाँच तत्त्व है आकाश वायु आग पानी,hi,Humanities and culture,Freelance,Education and Research,Research assistant,Student,45-60,Post Grad + PhD,QC1_1_format_conversion+QC1_2_corrupt_simulation
और मिट्टी,और मिट्टी,1.791,Extempore,5348024557504297_f11_chunk_3_subchunk_1.wav,Bodo,Female,45-60,Assam,Kokrajhar,7662500303094,और मिट्टी,hi,Humanities and culture,Freelance,Education and Research,Research assistant,Student,45-60,Post Grad + PhD,QC1_4_silence_insertion+QC1_5_upsampling_simulation
बाथौ रिलिजन में मैं ज़्यादातर बईसागो,बाथौ रिलिजन [Religon] में मैं ज़्यादातर बईसागो,3.97,Extempore,5348024557504297_f11_chunk_4_subchunk_1.wav,Bodo,Female,45-60,Assam,Kokrajhar,7662500303094,बाथौ रिलिजन में मैं ज़्यादातर बईसागो,hi,Humanities and culture,Freelance,Education and Research,Research assistant,Student,45-60,Post Grad + PhD,QC1_4_silence_insertion+QC1_5_upsampling_simulation
बईसागो ऐसा फेस्टिवल है जो पूरे आसाम में ही,बईसागो ऐसा फेस्टिवल [Festival] है जो पूरे असम में ही,4.383,Extempore,5348024557504297_f11_chunk_5_subchunk_1.wav,Bodo,Female,45-60,Assam,Kokrajhar,7662500303094,बईसागो ऐसा फेस्टिवल है जो पूरे असम में ही,hi,Humanities and culture,Freelance,Education and Research,Research assistant,Student,45-60,Post Grad + PhD,QC1_1_format_conversion+QC1_2_corrupt_simulation
फेवरेट है और उस उसमें [uhh] एक बाथौ पूजा ऐसा देता है देता है अप्रैल की एक तारीख को,फेवरेट [Favourite] है और उस उसमें [uhh] एक बाथौ पूजा ऐसा देता है देता है अप्रैल [April] की एक तारीख को,10.815,Extempore,5348024557504297_f11_chunk_6_subchunk_1.wav,Bodo,Female,45-60,Assam,Kokrajhar,7662500303094,फेवरेट है और उस उसमें एक बाथौ पूजा ऐसा देता है देता है अप्रैल की एक तारीख को,hi,Humanities and culture,Freelance,Education and Research,Research assistant,Student,45-60,Post Grad + PhD,QC1_4_silence_insertion+QC1_5_upsampling_simulation
तो मैं ज़्यादातर वैसागों वैसागों में वो जो बाथौ पूजा देता है उससे मैं ज़्यादातर एन्जॉय करती है क्यूंकी वहाँ पर [uhh] हमारी ट्रे ट्रेडिशनल जो रिचुअल होता है तो उसे हम,तो मैं ज़्यादातर वैसागों वैसागों में वो जो बाथौ पूजा देता है उससे मैं ज़्यादातर एन्जॉय [Enjoy] करती है क्योंकि वहाँ पर [uhh] हमारी ट्रे ट्रेडिशनल [Traditional] जो रिचुअल [Ritual] होता है तो उसे हम,12.159,Extempore,5348024557504297_f11_chunk_7_subchunk_1.wav,Bodo,Female,45-60,Assam,Kokrajhar,7662500303094,तो मैं ज़्यादातर वैसागों वैसागों में वो जो बाथौ पूजा देता है उससे मैं ज़्यादातर एन्जॉय करती है क्योंकि वहाँ पर हमारी ट्रे ट्रेडिशनल जो रिचुअल होता है तो उसे हम,hi,Humanities and culture,Freelance,Education and Research,Research assistant,Student,45-60,Post Grad + PhD,QC1_1_format_conversion+QC1_5_upsampling_simulation
देखने को मिलता है और ट्रेडिशनल डान्स और प्रेयर्स से मैं सुन कर बहुत आनंद लेती हूँ [uhh] ये सिर्फ सुनने के लिए नहीं है मैं [uhh] जो नेक्स्ट जनरेशन है उस उसको बताने जो [uhh] नेक्स्ट जनरेशन के जो बच्चे हैं,देखने को मिलता है और ट्रेडिशनल [Traditional] डान्स [Dance] और प्रेयर्स [Prayers] से मैं सुन कर बहुत आनंद लेती हूँ [uhh] यह सिर्फ सुनने के लिए नहीं है मैं [uhh] जो नेक्स्ट [Next] जनरेशन [Generation] है उस उसको बताने जो [uhh] नेक्स्ट [Next] जनरेशन [Generation] के जो बच्चे हैं,19.455,Extempore,5348024557504297_f11_chunk_8_subchunk_1.wav,Bodo,Female,45-60,Assam,Kokrajhar,7662500303094,देखने को मिलता है और ट्रेडिशनल डान्स और प्रेयर्स से मैं सुन कर बहुत आनंद लेती हूँ यह सिर्फ सुनने के लिए नहीं है मैं जो नेक्स्ट जनरेशन है उस उसको बताने जो नेक्स्ट जनरेशन के जो बच्चे हैं,hi,Humanities and culture,Freelance,Education and Research,Research assistant,Student,45-60,Post Grad + PhD,QC1_3_sample_rate_reduction+QC1_5_upsampling_simulation
बच्चे हैं जो मेरे से मैं,बच्चे हैं जो मेरे से मैं,1.503,Extempore,5348024557504297_f11_chunk_9_subchunk_1.wav,Bodo,Female,45-60,Assam,Kokrajhar,7662500303094,बच्चे हैं जो मेरे से मैं,hi,Humanities and culture,Freelance,Education and Research,Research assistant,Student,45-60,Post Grad + PhD,QC1_3_sample_rate_reduction+QC1_4_silence_insertion
