Filename,Indiconformer_Hypothesis,vocab_list
5348024557503383_f1100_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,नमस्ते क्या मेरा इनबॉक्स बढ़ गया है,"['इनबॉक्स', 'नमस्ते', 'बढ़', 'है', 'मेरा', 'गया', 'क्या']"
5348024557502908_f494_chunk_7_subchunk_1_QC1_1_format_conversion.wav,इस किले का निर्माण आदिलशाही राजवंश के शासकों ने किया था इसका इसकी विशेष था उसकी समुद्री स्थिति की किले में की गई रचना,"['के', 'था', 'उसकी', 'गई', 'राजवंश', 'ने', 'विशेष', 'समुद्री', 'इसका', 'का', 'इसकी', 'आदिलशाही', 'इस', 'शासकों', 'रचना', 'में', 'किले', 'किया', 'निर्माण', 'स्थिति', 'की']"
5348024557502778_f403_chunk_16_subchunk_1_QC1_1_format_conversion.mp3,सिलेक्शन या समर का सिलेक्शन ऐसा जवेक वेस्टर्न औ एक पाश्चिमात्य,"['पाश्चिमात्य', 'वेस्टर्न', 'एक', 'औ', 'ऐसा', 'जवेक', 'समर', 'सिलेक्शन', 'या', 'का']"
5348024557502778_f403_chunk_27_subchunk_1_QC1_1_format_conversion.mp3,और मैं चाहती हूं कि जो भारत के कारीगर है उनको भी बढ़ावा मिलना चाहिए इन सारी चीजों में और उसे बिजनेस भी अच्छा होगा और इंडिया का फैशन हर जगह पॉपुलर होना चाहिए,"['के', 'जो', 'भारत', 'बढ़ावा', 'कि', 'होगा', 'पॉपुलर', 'अच्छा', 'हर', 'फैशन', 'चीजों', 'जगह', 'कारीगर', 'का', 'चाहती', 'होना', 'इंडिया', 'इन', 'में', 'मिलना', 'है', 'उनको', 'चाहिए', 'उसे', 'हूं', 'भी', 'सारी', 'मैं', 'और', 'बिजनेस']"
5348024557502784_f400_chunk_10_subchunk_1_QC1_1_format_conversion.wav,बहुत बारी इंसान के,"['इंसान', 'बहुत', 'के', 'बारी']"
5348024557503265_f2091_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,कृपया इस शाम के लिए मेरा अलाम बंद कर दो,"['के', 'इस', 'लिए', 'कृपया', 'बंद', 'दो', 'मेरा', 'कर', 'अलाम', 'शाम']"
5348024557503661_f632_chunk_0_subchunk_1_QC1_5_upsampling_simulation.wav,वैसे तो यहां कलकत्ता और दक्षिणीचबीस फर्गणा में बहुत से अच्छे अच्छे स्कूल कॉलेज यूनिवर्सिटी वोकेशनल ट्रेनिंग सेंटरस है वोकेशनल ट्रेनिंग सेंटर्स के बारे में मुझे कुछ नहीं मालूम है लेकिन हा स्कूल कॉलेज और यूनिवर्सिटी के बारे में म जरूर बता सकती हूँ हमारी याकैल्करी िवर्सिटी है बाराशाद यूनिवर्सिटी है,"['हमारी', 'हूँ', 'के', 'िवर्सिटी', 'यूनिवर्सिटी', 'बाराशाद', 'दक्षिणीचबीस', 'फर्गणा', 'म', 'याकैल्करी', 'से', 'बारे', 'मालूम', 'अच्छे', 'वैसे', 'ट्रेनिंग', 'जरूर', 'कलकत्ता', 'बहुत', 'वोकेशनल', 'यहां', 'तो', 'लेकिन', 'में', 'कॉलेज', 'हा', 'कुछ', 'नहीं', 'है', 'स्कूल', 'सकती', 'सेंटरस', 'मुझे', 'बता', 'सेंटर्स', 'और']"
5348024557503182_f366_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,इंडिया,['इंडिया']
5348024557503428_f206_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,वोकेशनल ट्रेनिंग या स्किल की बात करें तो गुजरात में आईटीआई जो टेंथ के बाद होता है,"['के', 'की', 'करें', 'तो', 'जो', 'होता', 'बाद', 'स्किल', 'ट्रेनिंग', 'टेंथ', 'है', 'में', 'गुजरात', 'बात', 'वोकेशनल', 'या', 'आईटीआई']"
5348024557502784_f400_chunk_0_subchunk_1_QC1_1_format_conversion.mp3,मुझे लगता है कोई भी जो कला है उसमें उती ताकत होती है कि जो देखने वाला है उसके,"['वाला', 'जो', 'कोई', 'ताकत', 'लगता', 'मुझे', 'कला', 'कि', 'उसमें', 'उसके', 'भी', 'होती', 'उती', 'है', 'देखने']"
5348024557503245_f587_chunk_1_subchunk_1_QC1_3_sample_rate_reduction.wav,लोगों से अच्छे से बात करके उनका टैलेंट पहचान के स्किल पहचान के उनको वैसे काम दे सकती हूँ अगर घर में मेड भी आती है तो भी मैं वो एक रिसोर्च समझती हूँ,"['हूँ', 'के', 'एक', 'लोगों', 'अगर', 'आती', 'वो', 'से', 'मेड', 'रिसोर्च', 'टैलेंट', 'अच्छे', 'वैसे', 'दे', 'उनका', 'तो', 'में', 'घर', 'है', 'उनको', 'सकती', 'समझती', 'पहचान', 'काम', 'करके', 'भी', 'बात', 'मैं', 'स्किल']"
5348024557503720_f605_chunk_1_subchunk_1_QC1_5_upsampling_simulation.wav,एक मेटर और एक पस बड़ी छोटी होती है और एक टैक्सी से काफी बड़ी होती ै उसमें कम से कम बीस च्चीस लोग आ सकते हैं,"['मेटर', 'एक', 'सकते', 'बड़ी', 'से', 'छोटी', 'आ', 'टैक्सी', 'च्चीस', 'काफी', 'होती', 'कम', 'हैं', 'है', 'लोग', 'पस', 'बीस', 'ै', 'और', 'उसमें']"
5348024557503604_f750_chunk_4_subchunk_1_QC1_5_upsampling_simulation.wav,जहाँ पर मिलता है उनकी बातें करूँ तो मैं क्यालमोम के थोड़ा एकदो होटल के नाम बता सकती हूँ,"['पर', 'हूँ', 'मिलता', 'के', 'होटल', 'उनकी', 'तो', 'सकती', 'थोड़ा', 'एकदो', 'बातें', 'नाम', 'बता', 'जहाँ', 'करूँ', 'है', 'मैं', 'क्यालमोम']"
5348024557503182_f366_chunk_1_subchunk_1_QC1_3_sample_rate_reduction.wav,इछली,['इछली']
5348024557502906_f625_chunk_6_subchunk_1_QC1_1_format_conversion.mp3,काफी कुछ सुधार किये गए हैं नए स्कूल कॉलेजेज और अस्पतालों के निर्माण से निवासियों को,"['सुधार', 'किये', 'के', 'कॉलेजेज', 'हैं', 'निर्माण', 'नए', 'को', 'और', 'अस्पतालों', 'से', 'काफी', 'कुछ', 'गए', 'निवासियों', 'स्कूल']"
5348024557503366_f114_chunk_6_subchunk_1_QC1_3_sample_rate_reduction.wav,हमारी मन में जो भी होता है न उसे च्वाई करने के लिए एक ऑप्शन मिल गहे वाम थे तो अधुबरा हम,"['हमारी', 'के', 'जो', 'एक', 'वाम', 'न', 'अधुबरा', 'लिए', 'ऑप्शन', 'थे', 'गहे', 'मिल', 'तो', 'मन', 'होता', 'च्वाई', 'में', 'है', 'हम', 'उसे', 'भी', 'करने']"
5348024557502784_f400_chunk_12_subchunk_1_QC1_1_format_conversion.wav,जो चीज उसने देखदेखी हुई हो कहीं पे उसकी याद दिलाता है,"['जो', 'हुई', 'हो', 'कहीं', 'दिलाता', 'उसकी', 'देखदेखी', 'याद', 'पे', 'उसने', 'चीज', 'है']"
5348024557503368_f568_chunk_5_subchunk_1_QC1_4_silence_insertion.wav,गुड क्वालिटी ठैंजूर पेंटिंग वगैरा तो मिलती है और उन लोगों का जो भी डिजाइन सबकुछ तो हैंडमेड होने के कारण उनका अपना एक ट्रेडमार् का लोगों मैंने देखा है,"['होने', 'के', 'वगैरा', 'ठैंजूर', 'जो', 'एक', 'लोगों', 'क्वालिटी', 'पेंटिंग', 'अपना', 'हैंडमेड', 'डिजाइन', 'सबकुछ', 'उन', 'गुड', 'मिलती', 'का', 'उनका', 'तो', 'ट्रेडमार्', 'कारण', 'है', 'मैंने', 'देखा', 'भी', 'और']"
5348024557503367_f364_chunk_2_subchunk_1_QC1_3_sample_rate_reduction.wav,फंडिंग के लिए अभी तक मैं कहीं भी झाके कुछ लौन बगैरा का प्रयत्न मैंने नहीं किया है,"['प्रयत्न', 'नहीं', 'के', 'मैंने', 'तक', 'लौन', 'किया', 'कहीं', 'भी', 'झाके', 'लिए', 'बगैरा', 'अभी', 'मैं', 'कुछ', 'है', 'का', 'फंडिंग']"
5348024557503389_f1598_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,पिछले सात महीनों की मेरी डीटीएच बिलड रीडिंग दिखाए,"['की', 'मेरी', 'पिछले', 'रीडिंग', 'डीटीएच', 'सात', 'दिखाए', 'महीनों', 'बिलड']"
5348024557502910_f242_chunk_10_subchunk_1_QC1_1_format_conversion.mp3,मेरी प्राकृतिक जगत के प्रति अवलिषित प्रेम को याद दिलाता है,"['के', 'प्राकृतिक', 'अवलिषित', 'मेरी', 'प्रेम', 'दिलाता', 'को', 'याद', 'जगत', 'प्रति', 'है']"
5348024557503192_f254_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,मुसे सब तरहके के गाने अच्छी लगती है औ हिन्दुस्तानी सक्लासकल फॉस में से सब अच्छी लगती है सुने के लिए न तो,"['लगती', 'सब', 'सक्लासकल', 'के', 'फॉस', 'तो', 'मुसे', 'अच्छी', 'औ', 'तरहके', 'लिए', 'न', 'में', 'से', 'गाने', 'सुने', 'है', 'हिन्दुस्तानी']"
5348024557502896_f496_chunk_4_subchunk_1_QC1_1_format_conversion.wav,ब्लड सुगर के स्तर पो नियंत्रित करने में काफी मद मिलती है,"['के', 'ब्लड', 'सुगर', 'नियंत्रित', 'मद', 'स्तर', 'पो', 'में', 'काफी', 'मिलती', 'करने', 'है']"
5348024557503181_f317_chunk_3_subchunk_1_QC1_3_sample_rate_reduction.wav,गुजरात,['गुजरात']
5348024557503551_f1928_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,वो आखिरी बार में अपने पति महेश के साथ इस शो में आई थी,"['महेश', 'के', 'इस', 'थी', 'आई', 'साथ', 'अपने', 'पति', 'शो', 'वो', 'में', 'बार', 'आखिरी']"
5348024557502910_f242_chunk_6_subchunk_1_QC1_1_format_conversion.mp3,वे मेरे लिए एक यात्रा का प्रतीक है और मेरे द्वारा अनुभव की गई सांस्कृतिक विविधताओं को याद दिलाते हैं,"['एक', 'गई', 'और', 'वे', 'यात्रा', 'लिए', 'याद', 'मेरे', 'का', 'दिलाते', 'प्रतीक', 'हैं', 'को', 'विविधताओं', 'है', 'अनुभव', 'सांस्कृतिक', 'द्वारा', 'की']"
5348024557502922_f792_chunk_0_subchunk_1_QC1_1_format_conversion.wav,मेरी वस्तुओं की सूची से दादीश आटा गोंद लड्डू हटाए,"['मेरी', 'आटा', 'सूची', 'दादीश', 'लड्डू', 'हटाए', 'से', 'वस्तुओं', 'गोंद', 'की']"
5348024557503255_f588_chunk_10_subchunk_1_QC1_3_sample_rate_reduction.wav,ज्यादातर वहां पे वो फ्री रहते हैं जो गर्नमेंट के हैं डरिकिंग कभीकभी जब वो मेंटेनेंस के हिसाब से हां कभीकभी एंट्री फीज तो रहती है,"['के', 'हिसाब', 'जो', 'मेंटेनेंस', 'एंट्री', 'वो', 'से', 'जब', 'ज्यादातर', 'फीज', 'वहां', 'फ्री', 'कभीकभी', 'तो', 'रहती', 'हैं', 'रहते', 'गर्नमेंट', 'है', 'डरिकिंग', 'पे', 'हां']"
5348024557503501_f1912_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,आपके कार्ट में ऑर्गानिक त्व बिरियानी बास्मती अनपॉलिश्ट राइस उपलब्ध नहीं है कृपया बाद में फिर से ऑर्डर करने का प्रयास करें,"['राइस', 'ऑर्डर', 'अनपॉलिश्ट', 'से', 'त्व', 'आपके', 'बाद', 'कृपया', 'का', 'में', 'नहीं', 'कार्ट', 'है', 'प्रयास', 'बास्मती', 'करें', 'ऑर्गानिक', 'फिर', 'उपलब्ध', 'बिरियानी', 'करने']"
5348024557503741_f1692_chunk_0_subchunk_1_QC1_5_upsampling_simulation.wav,फोन नमबर और ओटीपी शून्य का उपयोग करके उमंक में लगीन करें,"['उपयोग', 'लगीन', 'करें', 'शून्य', 'ओटीपी', 'नमबर', 'का', 'उमंक', 'में', 'करके', 'और', 'फोन']"
5348024557502870_f1512_chunk_0_subchunk_1_QC1_1_format_conversion.mp3,रेपेजॉप एप वॉलेट से वृद्धि दीवान में छह हजार रुपे ट्रांसफर करें,"['दीवान', 'वृद्धि', 'करें', 'एप', 'रेपेजॉप', 'रुपे', 'वॉलेट', 'ट्रांसफर', 'छह', 'से', 'में', 'हजार']"
5348024557503344_f1835_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,आगे,['आगे']
5348024557503367_f364_chunk_1_subchunk_1_QC1_3_sample_rate_reduction.wav,कावमन की तरफ से थोड़ा बहुत सपूत हो़ना तो चाहिए आ,"['सपूत', 'कावमन', 'तो', 'चाहिए', 'तरफ', 'बहुत', 'हो़ना', 'से', 'की', 'आ', 'थोड़ा']"
5348024557503596_f133_chunk_12_subchunk_1_QC1_5_upsampling_simulation.wav,मैं बातें करना हो और अपना अपना पर्सनल बातें करने और पर्सनल थॉट शेयर करना हो तो तब हम किचन में शेयर करते खाना बनाते हुए,"['अपना', 'बनाते', 'करना', 'करने', 'पर्सनल', 'बातें', 'करते', 'हुए', 'किचन', 'तो', 'तब', 'में', 'खाना', 'हम', 'हो', 'शेयर', 'थॉट', 'मैं', 'और']"
5348024557503654_f270_chunk_3_subchunk_1_QC1_5_upsampling_simulation.wav,सिर्फ ट्रेडिशनल डानसेज ही नहीं इंडियन क्लासिकल डांसेज जैसे भारत नाटयम मोइनियाटम इन सारे डां के वीडियोज दिखाए जाते है इन सारे डांसेज परफॉर्म किए जाते हैं,"['के', 'मोइनियाटम', 'भारत', 'डां', 'डानसेज', 'परफॉर्म', 'डांसेज', 'दिखाए', 'ही', 'जाते', 'इंडियन', 'हैं', 'किए', 'सिर्फ', 'इन', 'नहीं', 'है', 'नाटयम', 'क्लासिकल', 'ट्रेडिशनल', 'सारे', 'जैसे', 'वीडियोज']"
5348024557502771_f402_chunk_0_subchunk_1_QC1_1_format_conversion.wav,एक जनवरी ो फरवरी,"['फरवरी', 'ो', 'जनवरी', 'एक']"
5348024557503596_f133_chunk_0_subchunk_1_QC1_5_upsampling_simulation.wav,वैसे तो मुझे अकेला खाना बनाना अच्छा लगता है लेकिन कोई अगर मेरे पास बैठे,"['पास', 'बैठे', 'बनाना', 'अकेला', 'तो', 'कोई', 'लेकिन', 'वैसे', 'लगता', 'मुझे', 'अगर', 'खाना', 'अच्छा', 'मेरे', 'है']"
5348024557503486_f36_chunk_1_subchunk_1_QC1_4_silence_insertion.wav,अपना व्यावसाय करने की आजादी मिली है काफी तरक्की हुई उनके जीवन में काफी,"['मिली', 'हुई', 'व्यावसाय', 'उनके', 'जीवन', 'अपना', 'तरक्की', 'में', 'काफी', 'करने', 'आजादी', 'की', 'है']"
5348024557503367_f364_chunk_11_subchunk_1_QC1_3_sample_rate_reduction.wav,सब कुछ केलिए तो बहुत महंगा लगरा है जब मैं खेरला न्यूरियल पेंटिंग सीख रही थी उस समय तो एक महीने का वो कोस था और उसका फीस था फिफटी पचास हजार रुपया,"['उस', 'एक', 'फीस', 'थी', 'पेंटिंग', 'था', 'वो', 'उसका', 'महीने', 'जब', 'पचास', 'खेरला', 'फिफटी', 'कोस', 'हजार', 'बहुत', 'लगरा', 'का', 'समय', 'तो', 'न्यूरियल', 'केलिए', 'कुछ', 'सीख', 'है', 'सब', 'महंगा', 'रही', 'रुपया', 'मैं', 'और']"
5348024557503472_f608_chunk_1_subchunk_1_QC1_4_silence_insertion.wav,श्रीलंका इंडोनेशिया,"['इंडोनेशिया', 'श्रीलंका']"
5348024557502859_f1089_chunk_0_subchunk_1_QC1_1_format_conversion.mp3,मैं एक्सपीच कहाँ खरीद सकता हूँ,"['सकता', 'हूँ', 'एक्सपीच', 'मैं', 'कहाँ', 'खरीद']"
5348024557502773_f399_chunk_3_subchunk_1_QC1_1_format_conversion.mp3,यवतमार,['यवतमार']
5348024557503245_f587_chunk_5_subchunk_1_QC1_3_sample_rate_reduction.wav,तो मैं अच्छे से बात कर सकती हूँ ट्रांसलेशन्स की काम कर सकती हूँ कम्युनिकेशन मेरा अच्छा है और इसकी वजह से ओवरॉल पीपल मैनेजमेंट इज गुड स्किल विच आईथिंक आई हैब,"['हूँ', 'वजह', 'आई', 'ट्रांसलेशन्स', 'से', 'मेरा', 'की', 'स्किल', 'पीपल', 'विच', 'अच्छे', 'गुड', 'कर', 'इसकी', 'तो', 'इज', 'ओवरॉल', 'कम्युनिकेशन', 'बात', 'है', 'मैनेजमेंट', 'सकती', 'आईथिंक', 'काम', 'हैब', 'अच्छा', 'मैं', 'और']"
5348024557503158_f1056_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,छ हजार रुपये एमस्वाइब पर अंतिम स्कैन किे गए क्युआ कोरड पर भुगतान करें टिब कहते हुए एक टिप्पणी जोड़ें,"['एक', 'एमस्वाइब', 'गए', 'क्युआ', 'कहते', 'अंतिम', 'हुए', 'छ', 'किे', 'हजार', 'भुगतान', 'टिप्पणी', 'टिब', 'रुपये', 'जोड़ें', 'पर', 'करें', 'कोरड', 'स्कैन']"
5348024557503524_f581_chunk_9_subchunk_1_QC1_4_silence_insertion.wav,औरत और अब हम वोतो डिक्लेरेशन में दिया था कि अकलर थोड़ासा कैमरे की अलाइटनिंग से की वजह से इधरउधर थोड़ा बहुत ो हो सकता है लेकिन फिर भी,"['डिक्लेरेशन', 'दिया', 'वजह', 'कि', 'था', 'और', 'से', 'कैमरे', 'अलाइटनिंग', 'सकता', 'वोतो', 'औरत', 'अकलर', 'अब', 'बहुत', 'थोड़ा', 'लेकिन', 'इधरउधर', 'में', 'है', 'हम', 'ो', 'हो', 'फिर', 'थोड़ासा', 'भी', 'की']"
5348024557503438_f1324_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,इस बीच समाचार एजेंसी सिन्हुआ ने बताया कि कुछ साव भ्रूण़ थे,"['सिन्हुआ', 'ने', 'इस', 'बीच', 'कि', 'समाचार', 'एजेंसी', 'बताया', 'साव', 'थे', 'कुछ', 'भ्रूण़']"
5348024557503624_f1673_chunk_0_subchunk_1_QC1_5_upsampling_simulation.wav,मेरे वर्चुअल भुगतान पते को एट यूपीआई से ँ एपेटीए में बदले,"['एपेटीए', 'भुगतान', 'वर्चुअल', 'बदले', 'पते', 'को', 'एट', 'से', 'यूपीआई', 'में', 'मेरे', 'ँ']"
5348024557503604_f750_chunk_22_subchunk_1_QC1_5_upsampling_simulation.wav,सिलरोटी बोलते उसको हम ओकेसे्फ ओकेशली खाते शादी व्यहा और किसी का,"['उसको', 'ओकेसे्फ', 'बोलते', 'किसी', 'खाते', 'सिलरोटी', 'शादी', 'व्यहा', 'का', 'और', 'ओकेशली', 'हम']"
5348024557503676_f1254_chunk_0_subchunk_1_QC1_5_upsampling_simulation.wav,कषमा करें आपके का्ट आइटम में से फ्रैशो सिग्नेचर ड्राइट फ्रूड मंचीज भंडार में नहीं हैं,"['कषमा', 'फ्रैशो', 'ड्राइट', 'करें', 'भंडार', 'हैं', 'मंचीज', 'फ्रूड', 'में', 'से', 'नहीं', 'आइटम', 'का्ट', 'सिग्नेचर', 'आपके']"
5348024557503419_f425_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,मेरी सबसे बड़ी ताकत मेरा परिवार है,"['ताकत', 'मेरी', 'बड़ी', 'सबसे', 'मेरा', 'परिवार', 'है']"
5348024557502778_f403_chunk_4_subchunk_1_QC1_1_format_conversion.wav,दिखाई देता है एक बड़ा बदल जो मुझे लगता है वो है फास्ट फैशन,"['बड़ा', 'फैशन', 'एक', 'जो', 'दिखाई', 'लगता', 'मुझे', 'फास्ट', 'देता', 'बदल', 'वो', 'है']"
5348024557502778_f403_chunk_1_subchunk_1_QC1_1_format_conversion.mp3,मां जब कॉलेज में थी तब व उनका,"['मां', 'थी', 'व', 'तब', 'में', 'कॉलेज', 'जब', 'उनका']"
5348024557502778_f403_chunk_15_subchunk_1_QC1_1_format_conversion.wav,स्प्रिंग का अलग एक,"['एक', 'स्प्रिंग', 'का', 'अलग']"
5348024557503524_f581_chunk_5_subchunk_1_QC1_4_silence_insertion.wav,जो हम बिल्कुल भी अच्छा नहीं महसूस करेंगे अगर वो पहनेंगे तो और दूसरा साइज का साइज में भी बहुत ज्यादा डिफरेंस है,"['साइज', 'जो', 'महसूस', 'अगर', 'वो', 'दूसरा', 'ज्यादा', 'बहुत', 'का', 'बिल्कुल', 'तो', 'में', 'नहीं', 'करेंगे', 'है', 'हम', 'डिफरेंस', 'पहनेंगे', 'भी', 'अच्छा', 'और']"
5348024557503656_f273_chunk_4_subchunk_1_QC1_5_upsampling_simulation.wav,लंदन की जो विक्टोरियनेरा की जो क्राइम दुनिया है उसमें फंस जाता है और वहां से वो कैसे निकलता है उस बारे में दोनों ही किताबों में जो दिखाया गया है वो है,"['उस', 'जो', 'कैसे', 'विक्टोरियनेरा', 'निकलता', 'वो', 'से', 'दोनों', 'फंस', 'बारे', 'की', 'क्राइम', 'लंदन', 'जाता', 'दिखाया', 'वहां', 'ही', 'में', 'है', 'गया', 'किताबों', 'और', 'दुनिया', 'उसमें']"
5348024557502784_f400_chunk_4_subchunk_1_QC1_1_format_conversion.mp3,विचारों को या फिर अपने इमोशनस को बहु एक अच्छे तरीके से समझने का एक माध्यम हो सकता है,"['सकता', 'समझने', 'एक', 'हो', 'विचारों', 'अच्छे', 'बहु', 'फिर', 'को', 'अपने', 'तरीके', 'माध्यम', 'है', 'से', 'इमोशनस', 'या', 'का']"
5348024557503428_f206_chunk_3_subchunk_1_QC1_4_silence_insertion.wav,अगर बच्चे को अपने स्किल पर आगे बढ़ना है तो अगर उनको अपनी रुचि के अनुसार आगे बढ़ना है तो बहुत सारे सेक्टर से आप देख लीजिए जैसे फेशन हो गया या टेक्नोलॉजी है डिप्लोमा भी हो कर सकते है,"['के', 'सकते', 'अपने', 'बढ़ना', 'अगर', 'सेक्टर', 'देख', 'रुचि', 'से', 'फेशन', 'या', 'आगे', 'लीजिए', 'कर', 'बहुत', 'अनुसार', 'तो', 'टेक्नोलॉजी', 'को', 'अपनी', 'डिप्लोमा', 'आप', 'है', 'पर', 'उनको', 'हो', 'सारे', 'जैसे', 'बच्चे', 'भी', 'स्किल', 'गया']"
5348024557502897_f251_chunk_9_subchunk_1_QC1_1_format_conversion.mp3,और यह स्थानीय लोगों के लिए एक नई नए पर्यटन और मनोरंजन स्थल के रूप में विकसित किया जा सकता है,"['मनोरंजन', 'के', 'एक', 'लोगों', 'नए', 'विकसित', 'सकता', 'लिए', 'स्थल', 'नई', 'यह', 'पर्यटन', 'जा', 'में', 'रूप', 'स्थानीय', 'है', 'किया', 'और']"
5348024557502906_f625_chunk_3_subchunk_1_QC1_1_format_conversion.wav,रायगढ़ जिले में सड़क नेटवर्क का विस्तार हुआ है और आपातकालीन परिस्थितियों के लिए बेहतर परिवहन सुविधाएं उपलब्ध हो गई है यह निवासियों को जगहयोंका आसानी से पहुंचने और यात्रा करनेकी सुविधा प्रदान करता है,"['सुविधा', 'के', 'बेहतर', 'गई', 'नेटवर्क', 'से', 'यात्रा', 'आपातकालीन', 'जगहयोंका', 'लिए', 'सुविधाएं', 'निवासियों', 'का', 'यह', 'रायगढ़', 'को', 'हुआ', 'परिवहन', 'सड़क', 'आसानी', 'में', 'है', 'प्रदान', 'विस्तार', 'हो', 'करनेकी', 'जिले', 'उपलब्ध', 'पहुंचने', 'परिस्थितियों', 'करता', 'और']"
5348024557503680_f771_chunk_0_subchunk_1_QC1_5_upsampling_simulation.wav,मेरे तमिलनाडु मेरकन टाइल बैंक खाते में कितना पैसा बचा है,"['मेरकन', 'कितना', 'खाते', 'बचा', 'में', 'बैंक', 'तमिलनाडु', 'मेरे', 'है', 'टाइल', 'पैसा']"
5348024557503549_f580_chunk_8_subchunk_1_QC1_4_silence_insertion.wav,है,['है']
5348024557502847_f615_chunk_2_subchunk_1_QC1_1_format_conversion.wav,सइस खेल में हमने देखने और खेलने दोनों असा लगता है,"['असा', 'सइस', 'हमने', 'लगता', 'में', 'खेलने', 'दोनों', 'और', 'खेल', 'है', 'देखने']"
5348024557502884_f1515_chunk_0_subchunk_1_QC1_1_format_conversion.wav,बचाओ,['बचाओ']
5348024557503604_f750_chunk_15_subchunk_1_QC1_5_upsampling_simulation.wav,मैं पर्टिक्युलर सेल्यरोटी के बारे में बताना चाहूंगी तो हम लोग सेलरोटी बनाने से पहले क्या करते हम लोग,"['सेलरोटी', 'के', 'बताना', 'चाहूंगी', 'सेल्यरोटी', 'तो', 'करते', 'पहले', 'क्या', 'में', 'बनाने', 'से', 'पर्टिक्युलर', 'मैं', 'बारे', 'लोग', 'हम']"
5348024557502778_f403_chunk_6_subchunk_1_QC1_1_format_conversion.mp3,ऑरिजनल काम उस पर खरा हुआ है जो सालों साल तक चले जैसे साड़िया हों,"['पर', 'ऑरिजनल', 'उस', 'जो', 'सालों', 'चले', 'खरा', 'हुआ', 'काम', 'जैसे', 'साल', 'तक', 'हों', 'साड़िया', 'है']"
5348024557503367_f364_chunk_18_subchunk_1_QC1_3_sample_rate_reduction.wav,दान स्वभाश असी एजुकएशन के लिए और,"['दान', 'स्वभाश', 'के', 'एजुकएशन', 'लिए', 'और', 'असी']"
5348024557503543_f579_chunk_1_subchunk_1_QC1_4_silence_insertion.wav,एो,['एो']
5348024557503716_f15_chunk_4_subchunk_1_QC1_5_upsampling_simulation.wav,शायद आपको पता होगा नहीं पता ओगा एक ब्लॉक्स जैसे बनाते हैं हम नीचे रोड़ पे या फर्स पे जहां भी आप खेलनाजा तो छत पर उनपे फिर नम्बर्स लिखते हैं,"['एक', 'होगा', 'बनाते', 'उनपे', 'जहां', 'या', 'खेलनाजा', 'ओगा', 'शायद', 'लिखते', 'फर्स', 'तो', 'रोड़', 'हैं', 'नम्बर्स', 'आप', 'आपको', 'नहीं', 'ब्लॉक्स', 'हम', 'पर', 'छत', 'नीचे', 'फिर', 'जैसे', 'पे', 'भी', 'पता']"
5348024557503583_f464_chunk_1_subchunk_1_QC1_4_silence_insertion.wav,अक्टूबर,['अक्टूबर']
5348024557503487_f35_chunk_2_subchunk_1_QC1_4_silence_insertion.wav,वो औरतों को फाइनेंशली इंडिपेंडेंट बनाने के लिए या तो उनको उनकी स्किल डिवलपमेंट के लिए काम करते हैं और बहुत सारी ऐसे संस्थाएं भी हैं जो ह्यूमेंट्रैफिकिंग और चाइल्ड ट्रैफिकिंग के ऊपर काम करती हैं औरमैत्री जो हैं वो,"['औरतों', 'के', 'औरमैत्री', 'उनकी', 'जो', 'वो', 'स्किल', 'या', 'करते', 'संस्थाएं', 'लिए', 'ऐसे', 'बहुत', 'डिवलपमेंट', 'तो', 'हैं', 'को', 'करती', 'बनाने', 'ट्रैफिकिंग', 'इंडिपेंडेंट', 'ह्यूमेंट्रैफिकिंग', 'चाइल्ड', 'ऊपर', 'उनको', 'काम', 'भी', 'सारी', 'और', 'फाइनेंशली']"
5348024557502745_f1094_chunk_0_subchunk_1_QC1_1_format_conversion.wav,मोदी अपने दैनिक जीवन में क्या करते हैं,"['दैनिक', 'हैं', 'करते', 'अपने', 'जीवन', 'में', 'मोदी', 'क्या']"
5348024557503238_f384_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,ऐश्वर्या वृषाली गणेश आनंद,"['गणेश', 'वृषाली', 'आनंद', 'ऐश्वर्या']"
5348024557503510_f1914_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,जमा किए गए पेंशन पासबुक का उपयोग करके सथ न क न क ून्यशून्य क फोन नंबर वाले उपयोगकर्ता की जानकारी सत्यापित करे,"['सत्यापित', 'पेंशन', 'न', 'गए', 'जमा', 'जानकारी', 'सथ', 'का', 'उपयोग', 'वाले', 'किए', 'ून्यशून्य', 'पासबुक', 'करे', 'नंबर', 'क', 'उपयोगकर्ता', 'करके', 'की', 'फोन']"
